Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,purpose_of_ww_sampling,purpose_of_ww_sequencing,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1,ww_endog_control_1_units,ww_endog_control_2_units,ww_flow,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_extract,ww_surv_target_1_extract_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_2_conc_unit,ww_surv_target_2_extract_unit,collected_by,sequenced_by,ww_pre_treatment,ww_temperature,ww_sample_salinity,ww_endog_control_2_conc,ww_endog_control_2_protocol,ww_endog_control_2,ww_ph,lat_lon,secondary_sample_name,samp_rep_tech,collected_by (run),collection_date (run),filename2,Filename,geo_loc_name (run),isolation_source (run),organism (run),purpose_of_ww_sampling (run),purpose_of_ww_sequencing (run),sample_ID (run),Sample_id,sequenced_by[1] (run),sequenced_by[1],sequenced_by[2] (run),sequenced_by[2],ww_endog_control_1_conc (run),ww_endog_control_1_protocol (run),ww_endog_control_1 (run),ww_endog_control_1_units (run),ww_endog_control_2_units (run),ww_flow (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_site (run),ww_sample_type (run),ww_surv_jurisdiction (run),ww_surv_target_1_conc (run),ww_surv_target_1_conc_unit (run),ww_surv_target_1_extract (run),ww_surv_target_1_extract_unit (run),ww_surv_target_1_gene (run),ww_surv_target_1_known_present (run),ww_surv_target_1_protocol (run),ww_surv_target_1 (run),ww_surv_target_2_conc_unit (run),ww_surv_target_2_extract_unit (run),filename3,filename4,ww_temperature (run),ww_sample_salinity (run),ww_ph (run)
SRR23904835,AMPLICON,152,92047400,PRJNA946141,SAMN33812103,SARS-CoV-2: wastewater surveillance,37283954,UNIVERSITY OF MIAMI,2021-06-08,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19716383,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210608-31_samp_rep_tech_2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WC0Dc-210608-31_samp_rep_tech_2,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,98315.1486341451,V2G-qPCR,SARS,copies/L,copies/L,85.67,829725,24,raw wastewater,Not Applicable,composite,FL,2159.75240431234,copies/L,1.44,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,18,7.69,64870972.063377,V2G-qPCR,PMMoV,7.09,,,technical replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904836,AMPLICON,152,68529504,PRJNA946141,SAMN33812102,SARS-CoV-2: wastewater surveillance,27015530,UNIVERSITY OF MIAMI,2021-06-08,public,"fastq,sra,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19716382,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210608-31_samp_rep_tech_1,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WC0Dc-210608-31_samp_rep_tech_1,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,98315.1486341451,V2G-qPCR,SARS,copies/L,copies/L,85.67,829725,24,raw wastewater,Not Applicable,composite,FL,2159.75240431234,copies/L,1.44,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,18,7.69,64870972.063377,V2G-qPCR,PMMoV,7.09,,,technical replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904837,AMPLICON,152,82763848,PRJNA946141,SAMN33812101,SARS-CoV-2: wastewater surveillance,34184280,UNIVERSITY OF MIAMI,2021-06-01,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19716381,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210601-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WC0Dc-210601-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,38096.1455514423,V2G-qPCR,SARS,copies/L,copies/L,84.31,829725,24,raw wastewater,Not Applicable,composite,FL,1177.48706922039,copies/L,0.785,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali;Collette Thomas,Bio-Rad/admin,NULL,16.4,3.67,45612300,V2G-qPCR,PMMoV,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904838,AMPLICON,152,64095512,PRJNA946141,SAMN33812100,SARS-CoV-2: wastewater surveillance,25081046,UNIVERSITY OF MIAMI,2021-05-11,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19716380,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210511-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WC0Dc-210511-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,53700,V2G-qPCR,SARS,copies/L,copies/L,111.41,829725,24,raw wastewater,Not Applicable,composite,FL,21900,copies/L,10.95,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone,Bio-Rad/admin,NULL,15.9,3.01,66688471.6991736,V2G-qPCR,PMMoV,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904839,AMPLICON,152,176400712,PRJNA946141,SAMN33812099,SARS-CoV-2: wastewater surveillance,71900593,UNIVERSITY OF MIAMI,2021-05-04,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19716379,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210504-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210504-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,61971.4285714286,V2G-qPCR,SARS,copies/L,copies/L,96.95,829725,24,raw wastewater,Not Applicable,composite,FL,5400,copies/L,3.15,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone;Johann Amirali,Bio-Rad/admin,NULL,14.8,1.58,7774094.67411679,V2G-qPCR,PMMoV,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904840,AMPLICON,152,188779136,PRJNA946141,SAMN33812098,SARS-CoV-2: wastewater surveillance,77080411,UNIVERSITY OF MIAMI,2021-04-20,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19716378,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210420-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WC0Dc-210420-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,114800,V2G-qPCR,SARS,copies/L,copies/L,98.39,829725,24,raw wastewater,Not Applicable,composite,FL,6200,copies/L,3.1,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,16.1,8.87,130999662.442992,V2G-qPCR,PMMoV,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904841,AMPLICON,152,99608640,PRJNA946141,SAMN33812097,SARS-CoV-2: wastewater surveillance,38833851,UNIVERSITY OF MIAMI,2021-04-13,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX19716377,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210413-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210413-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,52400,V2G-qPCR,SARS,copies/L,copies/L,107.81,829725,24,raw wastewater,Not Applicable,composite,FL,11000,copies/L,5.5,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone,Bio-Rad/admin,NULL,16.9,7.93,93327506.6441588,V2G-qPCR,PMMoV,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904842,AMPLICON,152,101329888,PRJNA946141,SAMN33811917,SARS-CoV-2: wastewater surveillance,39245806,UNIVERSITY OF MIAMI,2022-01-26,public,"fastq,sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX19716376,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220126-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WM06-220126-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,1193205,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,124950,copies/L,41.65,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding,Bio-Rad/admin,NULL,29.2,0.54,37979700,V2G-qPCR,PMMoV,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904843,AMPLICON,202,95315114,PRJNA946141,SAMN33811899,SARS-CoV-2: wastewater surveillance,32424223,UNIVERSITY OF MIAMI,2022-03-02,public,"activ_sars2_vcf,sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19716375,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dg-220302-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WC0Dg-220302-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,183530,V2G-qPCR,SARS,copies/L,copies/L,0,829725,24,raw wastewater,Not Applicable,grab,FL,59414.2283050856,copies/L,14.3535,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,25.2,9.49,80231080,V2G-qPCR,PMMoV,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904844,AMPLICON,152,131940864,PRJNA946141,SAMN33812096,SARS-CoV-2: wastewater surveillance,51271444,UNIVERSITY OF MIAMI,2021-03-30,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19716374,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210330-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WC0Dc-210330-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,45700,V2G-qPCR,SARS,copies/L,copies/L,98.14,829725,24,raw wastewater,Not Applicable,composite,FL,19800,copies/L,9.9,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone;Johann Amirali,Bio-Rad/admin,NULL,16.6,10.05,87474820.0307988,V2G-qPCR,PMMoV,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904845,AMPLICON,152,133468464,PRJNA946141,SAMN33812095,SARS-CoV-2: wastewater surveillance,54097505,UNIVERSITY OF MIAMI,2021-03-23,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19716373,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210323-31_samp_rep_tech_2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210323-31_samp_rep_tech_2,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,50500,V2G-qPCR,SARS,copies/L,copies/L,101.87,829725,24,raw wastewater,Not Applicable,composite,FL,15600,copies/L,7.8,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone,Bio-Rad/admin,NULL,15.8,2.97,106398815.788851,V2G-qPCR,PMMoV,7.43,,,technical replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904846,AMPLICON,152,211198984,PRJNA946141,SAMN33812094,SARS-CoV-2: wastewater surveillance,86973395,UNIVERSITY OF MIAMI,2021-03-23,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX19716372,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210323-31_samp_rep_tech_1,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210323-31_samp_rep_tech_1,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,50500,V2G-qPCR,SARS,copies/L,copies/L,101.87,829725,24,raw wastewater,Not Applicable,composite,FL,15600,copies/L,7.8,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone,Bio-Rad/admin,NULL,15.8,2.97,106398815.788851,V2G-qPCR,PMMoV,7.43,,,technical replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904847,AMPLICON,152,78449632,PRJNA946141,SAMN33812093,SARS-CoV-2: wastewater surveillance,30562491,UNIVERSITY OF MIAMI,2021-03-09,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX19716186,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210309-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210309-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,63475.9467901449,V2G-qPCR,SARS,copies/L,copies/L,107.33,829725,24,raw wastewater,Not Applicable,composite,FL,13351.4883858312,copies/L,6.6755,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali;Thomas Stone,Bio-Rad/admin,NULL,15.6,2.61,11044757.5023215,V2G-qPCR,PMMoV,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904848,AMPLICON,152,391303480,PRJNA946141,SAMN33812038,SARS-CoV-2: wastewater surveillance,155691583,UNIVERSITY OF MIAMI,2021-08-17,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX19716370,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210817-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210817-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,114450,V2G-qPCR,SARS,copies/L,copies/L,119.22,829725,24,raw wastewater,Not Applicable,composite,FL,92850,copies/L,30.95,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone;Johann Amirali,Bio-Rad/admin,NULL,16.8,6.16,246659700,V2G-qPCR,PMMoV,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904849,AMPLICON,152,305039984,PRJNA946141,SAMN33812037,SARS-CoV-2: wastewater surveillance,123021140,UNIVERSITY OF MIAMI,2021-07-20,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX19716369,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210720-21_samp_rep_tech_2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:31:00Z,1,WC0Dc-210720-21_samp_rep_tech_2,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,98200,V2G-qPCR,SARS,copies/L,copies/L,118.19,829725,24,raw wastewater,Not Applicable,composite,FL,28400,copies/L,14.2,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone;Johann Amirali,Bio-Rad/admin,NULL,19,1.34,176311466.68,V2G-qPCR,PMMoV,7.44,,,technical replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904850,AMPLICON,202,65094702,PRJNA946141,SAMN33811911,SARS-CoV-2: wastewater surveillance,22164276,UNIVERSITY OF MIAMI,2022-03-02,public,"fastq,run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19716368,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG0P-220302-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WG0P-220302-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,890434.285714286,V2G-qPCR,SARS,copies/L,copies/L,0,1280,24,raw wastewater,college or university,grab,FL,118843.378479654,copies/L,69.325,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Matthew Roca,Bio-Rad/admin,NULL,26.3,0.39,52234251.4285714,V2G-qPCR,PMMoV,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904851,AMPLICON,152,125779088,PRJNA946141,SAMN33812036,SARS-CoV-2: wastewater surveillance,48368269,UNIVERSITY OF MIAMI,2021-07-20,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19716367,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210720-31_samp_rep_tech_1,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210720-31_samp_rep_tech_1,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,98200,V2G-qPCR,SARS,copies/L,copies/L,118.19,829725,24,raw wastewater,Not Applicable,composite,FL,28400,copies/L,14.2,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone;Johann Amirali,Bio-Rad/admin,NULL,19,1.34,176311466.68,V2G-qPCR,PMMoV,7.44,,,technical replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904852,AMPLICON,152,68240096,PRJNA946141,SAMN33812035,SARS-CoV-2: wastewater surveillance,26744914,UNIVERSITY OF MIAMI,2021-05-25,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19716366,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210525-31_samp_rep_tech_2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210525-31_samp_rep_tech_2,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,61020,V2G-qPCR,SARS,copies/L,copies/L,82.68,829725,24,raw wastewater,Not Applicable,composite,FL,8040,copies/L,6.7,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone;Tori Thomas,Bio-Rad/admin,NULL,16.3,3.26,66960556.8413405,V2G-qPCR,PMMoV,7.53,,,technical replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904853,AMPLICON,152,63762632,PRJNA946141,SAMN33812034,SARS-CoV-2: wastewater surveillance,26077449,UNIVERSITY OF MIAMI,2021-05-25,public,"fastq,activ_sars2_vcf,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX19716365,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210525-31_samp_rep_tech_1,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WC0Dc-210525-31_samp_rep_tech_1,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,61020,V2G-qPCR,SARS,copies/L,copies/L,82.68,829725,24,raw wastewater,Not Applicable,composite,FL,8040,copies/L,6.7,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone;Tori Thomas,Bio-Rad/admin,NULL,16.3,3.26,66960556.8413405,V2G-qPCR,PMMoV,7.53,,,technical replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904854,AMPLICON,152,43796216,PRJNA946141,SAMN33812033,SARS-CoV-2: wastewater surveillance,17299312,UNIVERSITY OF MIAMI,2021-03-16,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX19716364,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-210316-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WC0Dc-210316-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,101500,V2G-qPCR,SARS,copies/L,copies/L,86.84,829725,24,raw wastewater,Not Applicable,composite,FL,12900,copies/L,6.45,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,18.4,3.05,60719948.9315452,V2G-qPCR,PMMoV,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904855,AMPLICON,202,862178824,PRJNA946141,SAMN33812032,SARS-CoV-2: wastewater surveillance,278241128,UNIVERSITY OF MIAMI,2022-07-12,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX19716363,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSNS-220712-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WSNS-220712-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,357405,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,48150,copies/L,16.038,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Sam Comerford,Bio-Rad/admin,NULL,,,42136860,V2G-qPCR,PMMoV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904856,AMPLICON,202,707935260,PRJNA946141,SAMN33812031,SARS-CoV-2: wastewater surveillance,230178239,UNIVERSITY OF MIAMI,2022-07-05,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX19716362,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSNS-220705-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:31:00Z,1,WSNS-220705-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,1201635,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,14250,copies/L,4.768,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Sam Comerford,Bio-Rad/admin,NULL,,,47065980,V2G-qPCR,PMMoV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904857,AMPLICON,202,255758866,PRJNA946141,SAMN33812030,SARS-CoV-2: wastewater surveillance,83041145,UNIVERSITY OF MIAMI,2022-06-28,public,"sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19716361,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSNS-220628-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WSNS-220628-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,562252.5,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,1950,copies/L,0.1695,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Sam Comerford,Bio-Rad/admin,NULL,,,32524470,V2G-qPCR,PMMoV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904858,AMPLICON,202,470685048,PRJNA946141,SAMN33812029,SARS-CoV-2: wastewater surveillance,151770949,UNIVERSITY OF MIAMI,2022-06-21,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19716360,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSNS-220621-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WSNS-220621-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,664900,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,1200,copies/L,-0.2035,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Sam Comerford,Bio-Rad/admin,NULL,,,11545760,V2G-qPCR,PMMoV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
