Run,Assay Type,BioProject,BioSample,Center Name,collection_date,Consent,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_name,INSDC_status,Instrument,isolation_source,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,scientific_name,SRA Study,Submitter_Id,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version
ERR13743798,OTHER,PRJEB76651,SAMEA115752411,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-07,public,2025-01-14,2025-01-14,2025-01-14,ERX12663371,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752411,Waste014.2022-11-07_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-07_Oslo,,,,,,,,
ERR13743799,OTHER,PRJEB76651,SAMEA115752412,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-07,public,2025-01-14,2025-01-14,2025-01-14,ERX12663372,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752412,Waste014.2022-11-07_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-07_Trondheim,,,,,,,,
ERR13743800,OTHER,PRJEB76651,SAMEA115752413,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-07,public,2025-01-14,2025-01-14,2025-01-14,ERX12663373,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752413,Waste014.2022-11-07_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-07_Ullensaker,,,,,,,,
ERR13743801,OTHER,PRJEB76651,SAMEA115752414,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-21,public,2025-01-14,2025-01-14,2025-01-14,ERX12663374,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752414,Waste014.2022-11-21_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-21_Bergen,,,,,,,,
ERR13743802,OTHER,PRJEB76651,SAMEA115752415,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-21,public,2025-01-14,2025-01-14,2025-01-14,ERX12663375,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752415,Waste014.2022-11-21_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-21_Oslo,,,,,,,,
ERR13743803,OTHER,PRJEB76651,SAMEA115752417,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-21,public,2025-01-14,2025-01-14,2025-01-14,ERX12663377,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752417,Waste014.2022-11-21_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-21_Trondheim,,,,,,,,
ERR13743804,OTHER,PRJEB76651,SAMEA115752418,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-21,public,2025-01-14,2025-01-14,2025-01-14,ERX12663378,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752418,Waste014.2022-11-21_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-21_Ullensaker,,,,,,,,
ERR13743805,OTHER,PRJEB76651,SAMEA115752419,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-28,public,2025-01-14,2025-01-14,2025-01-14,ERX12663379,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752419,Waste014.2022-11-28_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-28_Bergen,,,,,,,,
ERR13743806,OTHER,PRJEB76651,SAMEA115752420,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-28,public,2025-01-14,2025-01-14,2025-01-14,ERX12663380,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752420,Waste014.2022-11-28_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-28_Oslo,,,,,,,,
ERR13743807,OTHER,PRJEB76651,SAMEA115752422,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-28,public,2025-01-14,2025-01-14,2025-01-14,ERX12663382,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752422,Waste014.2022-11-28_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-28_Trondheim,,,,,,,,
ERR13743808,OTHER,PRJEB76651,SAMEA115752423,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-11-28,public,2025-01-14,2025-01-14,2025-01-14,ERX12663383,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752423,Waste014.2022-11-28_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste014.2022-11-28_Ullensaker,,,,,,,,
ERR13743809,OTHER,PRJEB76651,SAMEA115752424,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663384,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752424,Waste015.2022-10-03_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-10-03_Bergen,,,,,,,,
ERR13743810,OTHER,PRJEB76651,SAMEA115752425,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663385,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752425,Waste015.2022-10-03_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-10-03_Trondheim,,,,,,,,
ERR13743811,OTHER,PRJEB76651,SAMEA115752426,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-05,public,2025-01-14,2025-01-14,2025-01-14,ERX12663386,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752426,Waste015.2022-12-05_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-12-05_Bergen,,,,,,,,
ERR13743812,OTHER,PRJEB76651,SAMEA115752427,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-05,public,2025-01-14,2025-01-14,2025-01-14,ERX12663387,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752427,Waste015.2022-12-05_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-12-05_Trondheim,,,,,,,,
ERR13743813,OTHER,PRJEB76651,SAMEA115752428,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-05,public,2025-01-14,2025-01-14,2025-01-14,ERX12663388,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752428,Waste015.2022-12-05_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-12-05_Ullensaker,,,,,,,,
ERR13743814,OTHER,PRJEB76651,SAMEA115752429,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663389,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752429,Waste015.2022-12-12_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-12-12_Bergen,,,,,,,,
ERR13743815,OTHER,PRJEB76651,SAMEA115752430,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663390,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752430,Waste015.2022-12-12_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-12-12_Oslo,,,,,,,,
ERR13743816,OTHER,PRJEB76651,SAMEA115752431,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663391,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752431,Waste015.2022-12-12_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-12-12_Trondheim,,,,,,,,
ERR13743817,OTHER,PRJEB76651,SAMEA115752432,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663392,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752432,Waste015.2022-12-12_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste015.2022-12-12_Ullensaker,,,,,,,,
ERR13743818,OTHER,PRJEB76651,SAMEA115752433,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-08,public,2025-01-14,2025-01-14,2025-01-14,ERX12663393,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752433,Waste016.2022-08-08_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-08_Bergen,,,,,,,,
ERR13743819,OTHER,PRJEB76651,SAMEA115752434,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-08,public,2025-01-14,2025-01-14,2025-01-14,ERX12663394,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752434,Waste016.2022-08-08_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-08_Oslo,,,,,,,,
ERR13743820,OTHER,PRJEB76651,SAMEA115752435,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-08,public,2025-01-14,2025-01-14,2025-01-14,ERX12663395,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752435,Waste016.2022-08-08_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-08_Trondheim,,,,,,,,
ERR13743821,OTHER,PRJEB76651,SAMEA115752436,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-15,public,2025-01-14,2025-01-14,2025-01-14,ERX12663396,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752436,Waste016.2022-08-15_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-15_Bergen,,,,,,,,
ERR13743822,OTHER,PRJEB76651,SAMEA115752437,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-15,public,2025-01-14,2025-01-14,2025-01-14,ERX12663397,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752437,Waste016.2022-08-15_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-15_Oslo,,,,,,,,
ERR13743823,OTHER,PRJEB76651,SAMEA115752438,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-15,public,2025-01-14,2025-01-14,2025-01-14,ERX12663398,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752438,Waste016.2022-08-15_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-15_Trondheim,,,,,,,,
ERR13743824,OTHER,PRJEB76651,SAMEA115752439,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-15,public,2025-01-14,2025-01-14,2025-01-14,ERX12663399,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752439,Waste016.2022-08-15_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-15_Ullensaker,,,,,,,,
ERR13743825,OTHER,PRJEB76651,SAMEA115752440,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-22,public,2025-01-14,2025-01-14,2025-01-14,ERX12663400,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752440,Waste016.2022-08-22_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-22_Bergen,,,,,,,,
ERR13743826,OTHER,PRJEB76651,SAMEA115752441,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-22,public,2025-01-14,2025-01-14,2025-01-14,ERX12663401,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752441,Waste016.2022-08-22_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-22_Oslo,,,,,,,,
ERR13743827,OTHER,PRJEB76651,SAMEA115752443,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-22,public,2025-01-14,2025-01-14,2025-01-14,ERX12663403,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752443,Waste016.2022-08-22_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-22_Trondheim,,,,,,,,
ERR13743828,OTHER,PRJEB76651,SAMEA115752444,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-22,public,2025-01-14,2025-01-14,2025-01-14,ERX12663404,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752444,Waste016.2022-08-22_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-22_Ullensaker,,,,,,,,
ERR13743829,OTHER,PRJEB76651,SAMEA115752445,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-29,public,2025-01-14,2025-01-14,2025-01-14,ERX12663405,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752445,Waste016.2022-08-29_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-29_Bergen,,,,,,,,
ERR13743830,OTHER,PRJEB76651,SAMEA115752446,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-29,public,2025-01-14,2025-01-14,2025-01-14,ERX12663406,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752446,Waste016.2022-08-29_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-29_Oslo,,,,,,,,
ERR13743831,OTHER,PRJEB76651,SAMEA115752448,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-29,public,2025-01-14,2025-01-14,2025-01-14,ERX12663408,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752448,Waste016.2022-08-29_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-29_Trondheim,,,,,,,,
ERR13743832,OTHER,PRJEB76651,SAMEA115752449,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-29,public,2025-01-14,2025-01-14,2025-01-14,ERX12663409,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752449,Waste016.2022-08-29_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-08-29_Ullensaker,,,,,,,,
ERR13743833,OTHER,PRJEB76651,SAMEA115752451,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-05,public,2025-01-14,2025-01-14,2025-01-14,ERX12663411,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752451,Waste016.2022-09-05_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-05_Trondheim,,,,,,,,
ERR13743834,OTHER,PRJEB76651,SAMEA115752452,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663412,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752452,Waste016.2022-09-12_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-12_Bergen,,,,,,,,
ERR13743835,OTHER,PRJEB76651,SAMEA115752453,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663413,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752453,Waste016.2022-09-12_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-12_Oslo,,,,,,,,
ERR13743836,OTHER,PRJEB76651,SAMEA115752454,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663414,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752454,Waste016.2022-09-12_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-12_Ullensaker,,,,,,,,
ERR13743837,OTHER,PRJEB76651,SAMEA115752455,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663415,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752455,Waste016.2022-09-19_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-19_Bergen,,,,,,,,
ERR13743838,OTHER,PRJEB76651,SAMEA115752456,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663416,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752456,Waste016.2022-09-19_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-19_Oslo,,,,,,,,
ERR13743839,OTHER,PRJEB76651,SAMEA115752457,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663417,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752457,Waste016.2022-09-19_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-19_Trondheim,,,,,,,,
ERR13743840,OTHER,PRJEB76651,SAMEA115752458,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663418,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752458,Waste016.2022-09-19_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-09-19_Ullensaker,,,,,,,,
ERR13743841,OTHER,PRJEB76651,SAMEA115752460,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-17,public,2025-01-14,2025-01-14,2025-01-14,ERX12663420,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752460,Waste016.2022-10-17_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-10-17_Bergen,,,,,,,,
ERR13743842,OTHER,PRJEB76651,SAMEA115752461,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-17,public,2025-01-14,2025-01-14,2025-01-14,ERX12663421,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752461,Waste016.2022-10-17_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-10-17_Trondheim,,,,,,,,
