Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,purpose_of_ww_sequencing,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_known_present,ww_surv_target_1
SRR25209958,AMPLICON,272,55064784,PRJNA992940,SAMN36377536,SARS-CoV-2: wastewater surveillance,15611477,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-01,public,"run.zq,sra,fastq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX20956931,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Aurora,36231,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,36231,WEHI,SRP448241,NA,24,raw wastewater,composite,PAURRAW1,yes,SARS-CoV-2
SRR25209959,AMPLICON,272,64169450,PRJNA992940,SAMN36377535,SARS-CoV-2: wastewater surveillance,17231637,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"activ_sars2_vcf,fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX20956930,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Melbourne Main - Port Melbourne,36227,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36227,WEHI,SRP448241,NA,24,raw wastewater,composite,MMS001,yes,SARS-CoV-2
SRR25209960,AMPLICON,272,1547361,PRJNA992940,SAMN36377534,SARS-CoV-2: wastewater surveillance,556242,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956929,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Steele Creek Branch - Essendon West,36219,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36219,WEHI,SRP448241,NA,24,raw wastewater,composite,STL1,yes,SARS-CoV-2
SRR25209961,AMPLICON,272,60147598,PRJNA992940,SAMN36377533,SARS-CoV-2: wastewater surveillance,19004845,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX20956928,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Steele Creek Branch - Tullamarine,36213,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36213,WEHI,SRP448241,NA,24,raw wastewater,composite,STL82,yes,SARS-CoV-2
SRR25209962,AMPLICON,272,14459351,PRJNA992940,SAMN36377532,SARS-CoV-2: wastewater surveillance,4039165,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX20956927,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Barwon Heads,36169,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36169,WEHI,SRP448241,NA,48,raw wastewater,composite,BW435115,yes,SARS-CoV-2
SRR25209963,AMPLICON,272,53575846,PRJNA992940,SAMN36377531,SARS-CoV-2: wastewater surveillance,16218166,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"run.zq,sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX20956926,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Yarra East Main - Templestowe,36163,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36163,WEHI,SRP448241,NA,48,raw wastewater,composite,YEM048,yes,SARS-CoV-2
SRR25209964,AMPLICON,272,55068757,PRJNA992940,SAMN36377530,SARS-CoV-2: wastewater surveillance,17285214,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-01,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX20956925,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Nhill,36101,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36101,WEHI,SRP448241,NA,48,raw wastewater,composite,SONHI003,yes,SARS-CoV-2
SRR25209965,AMPLICON,272,17643172,PRJNA992940,SAMN36377377,SARS-CoV-2: wastewater surveillance,5426628,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-19,public,"sra,activ_sars2_vcf,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX20956924,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Northern Water Plant (Corio),34615,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,34615,WEHI,SRP448241,NA,48,raw wastewater,composite,S36CNWRP,yes,SARS-CoV-2
SRR25209966,AMPLICON,272,51457263,PRJNA992940,SAMN36377529,SARS-CoV-2: wastewater surveillance,14228378,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20956923,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Ballarat North,36093,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36093,WEHI,SRP448241,NA,24,raw wastewater,composite,BNTHSTP,yes,SARS-CoV-2
SRR25209967,AMPLICON,272,59645262,PRJNA992940,SAMN36377528,SARS-CoV-2: wastewater surveillance,16262619,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"sra,fastq,run.zq,activ_sars2_vcf","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX20956922,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Ballarat South,36091,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36091,WEHI,SRP448241,NA,24,raw wastewater,composite,BSTP,yes,SARS-CoV-2
SRR25209968,AMPLICON,272,61767813,PRJNA992940,SAMN36377527,SARS-CoV-2: wastewater surveillance,19514641,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-01,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX20956921,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Lilydale,36085,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,36085,WEHI,SRP448241,NA,24,raw wastewater,composite,PLILRAW1,yes,SARS-CoV-2
SRR25209969,AMPLICON,272,50287498,PRJNA992940,SAMN36377526,SARS-CoV-2: wastewater surveillance,15263703,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-02,public,"sra,run.zq,fastq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX20956920,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Brushy Creek,36083,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,36083,WEHI,SRP448241,NA,24,raw wastewater,composite,PBRCRAW1,yes,SARS-CoV-2
SRR25209970,AMPLICON,272,39026,PRJNA992940,SAMN36377525,SARS-CoV-2: wastewater surveillance,77670,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-01,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX20956919,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Shepparton,36075,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36075,WEHI,SRP448241,NA,48,raw wastewater,composite,SHEPP-INF,yes,SARS-CoV-2
SRR25209971,AMPLICON,272,73854886,PRJNA992940,SAMN36377524,SARS-CoV-2: wastewater surveillance,22884932,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-01,public,"sra,fastq,activ_sars2_vcf,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX20956918,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Boneo,36057,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,36057,WEHI,SRP448241,NA,24,raw wastewater,composite,SEBNEO0091,yes,SARS-CoV-2
SRR25209972,AMPLICON,272,84585681,PRJNA992940,SAMN36377523,SARS-CoV-2: wastewater surveillance,22509565,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-01,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20956917,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Mount Martha,36055,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36055,WEHI,SRP448241,NA,24,raw wastewater,composite,SEMTMR0441,yes,SARS-CoV-2
SRR25209973,AMPLICON,272,3508756,PRJNA992940,SAMN36377522,SARS-CoV-2: wastewater surveillance,1176596,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-30,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956916,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,White Hills Primary School,36053,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36053,WEHI,SRP448241,NA,24,raw wastewater,composite,SCWhitehills,yes,SARS-CoV-2
SRR25209974,AMPLICON,272,80254,PRJNA992940,SAMN36377521,SARS-CoV-2: wastewater surveillance,92520,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-29,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956915,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,White Hills Primary School,36051,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36051,WEHI,SRP448241,NA,12,raw wastewater,composite,SCWhitehills,yes,SARS-CoV-2
SRR25209975,AMPLICON,272,20094155,PRJNA992940,SAMN36377520,SARS-CoV-2: wastewater surveillance,6674592,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-01,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX20956914,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Bendigo,36047,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,36047,WEHI,SRP448241,NA,48,raw wastewater,composite,WW07-BEN001,yes,SARS-CoV-2
SRR25209976,AMPLICON,271,13053773,PRJNA992940,SAMN36377376,SARS-CoV-2: wastewater surveillance,4195815,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-19,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20956913,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Fernleigh Street Pump Station - North Geelong,34613,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,34613,WEHI,SRP448241,NA,48,raw wastewater,composite,BWSP030,yes,SARS-CoV-2
SRR25209977,AMPLICON,271,12550337,PRJNA992940,SAMN36377399,SARS-CoV-2: wastewater surveillance,3956846,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-23,public,"activ_sars2_vcf,run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX20956912,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Wangaratta,35005,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35005,WEHI,SRP448241,NA,24,raw wastewater,composite,WANS-IN1,yes,SARS-CoV-2
SRR25209978,AMPLICON,272,22947717,PRJNA992940,SAMN36377749,SARS-CoV-2: wastewater surveillance,7336512,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX20956911,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Daylesford,7248783,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7248783,WEHI,SRP448241,NA,48,raw wastewater,composite,DWWTP,yes,SARS-CoV-2
SRR25209979,AMPLICON,272,21444108,PRJNA992940,SAMN36377748,SARS-CoV-2: wastewater surveillance,6903144,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,activ_sars2_vcf,sra,fastq","ncbi,gs,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX20956910,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Cowes,7248781,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7248781,WEHI,SRP448241,NA,24,raw wastewater,composite,WWC_INF,yes,SARS-CoV-2
SRR25209980,AMPLICON,272,21051889,PRJNA992940,SAMN36377747,SARS-CoV-2: wastewater surveillance,6699170,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX20956909,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Wonthaggi,7248612,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7248612,WEHI,SRP448241,NA,24,raw wastewater,composite,WONTHAGGI,yes,SARS-CoV-2
SRR25209981,AMPLICON,272,20306783,PRJNA992940,SAMN36377746,SARS-CoV-2: wastewater surveillance,6741098,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-23,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX20956908,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Western Treatment Plant,7244825,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7244825,WEHI,SRP448241,NA,12,raw wastewater,composite,SFDGSEW,yes,SARS-CoV-2
SRR25209982,AMPLICON,272,23078469,PRJNA992940,SAMN36377745,SARS-CoV-2: wastewater surveillance,7612130,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-22,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX20956907,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Eastern Treatment Plant,7243548,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7243548,WEHI,SRP448241,NA,12,raw wastewater,composite,ETPRAWSEW,yes,SARS-CoV-2
SRR25209983,AMPLICON,272,18773453,PRJNA992940,SAMN36377744,SARS-CoV-2: wastewater surveillance,5935279,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-22,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX20956906,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Drouin,7242474,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7242474,WEHI,SRP448241,NA,96,raw wastewater,composite,GIP-3369,yes,SARS-CoV-2
SRR25209984,AMPLICON,272,21017006,PRJNA992940,SAMN36377743,SARS-CoV-2: wastewater surveillance,6512947,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-19,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX20956905,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Traralgon (Gippsland Water Factory),7240423,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7240423,WEHI,SRP448241,NA,48,raw wastewater,composite,GIP-10049,yes,SARS-CoV-2
SRR25209985,AMPLICON,272,20317851,PRJNA992940,SAMN36377742,SARS-CoV-2: wastewater surveillance,6697711,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-18,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX20956904,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Echuca,7239858,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7239858,WEHI,SRP448241,NA,NA,raw wastewater,composite,SPS56,yes,SARS-CoV-2
SRR25209986,AMPLICON,272,18214638,PRJNA992940,SAMN36377741,SARS-CoV-2: wastewater surveillance,5969749,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX20956903,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Bendigo,7239857,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7239857,WEHI,SRP448241,NA,NA,raw wastewater,composite,WW07-BEN001,yes,SARS-CoV-2
SRR25209987,AMPLICON,272,6103395,PRJNA992940,SAMN36377740,SARS-CoV-2: wastewater surveillance,2153559,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-18,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX20956902,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Western Treatment Plant,7239193,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7239193,WEHI,SRP448241,NA,NA,raw wastewater,composite,SFDGSEW,yes,SARS-CoV-2
SRR25209988,AMPLICON,271,18901281,PRJNA992940,SAMN36377398,SARS-CoV-2: wastewater surveillance,6305867,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX20956901,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Altona,35001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35001,WEHI,SRP448241,NA,24,raw wastewater,composite,ATP-RAW,yes,SARS-CoV-2
SRR25209989,AMPLICON,272,16682905,PRJNA992940,SAMN36377739,SARS-CoV-2: wastewater surveillance,5352277,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-17,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX20956900,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Castlemaine,7238418,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7238418,WEHI,SRP448241,NA,NA,raw wastewater,composite,CWRPCMBINF,yes,SARS-CoV-2
SRR25209990,AMPLICON,272,13909469,PRJNA992940,SAMN36377738,SARS-CoV-2: wastewater surveillance,4596229,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-17,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX20956899,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Cowes,7238127,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7238127,WEHI,SRP448241,NA,NA,raw wastewater,composite,WWC_INF,yes,SARS-CoV-2
SRR25209991,AMPLICON,272,16859582,PRJNA992940,SAMN36377737,SARS-CoV-2: wastewater surveillance,5743264,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-16,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX20956898,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Western Treatment Plant,7236419,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7236419,WEHI,SRP448241,NA,NA,raw wastewater,composite,SFDGSEW,yes,SARS-CoV-2
SRR25209992,AMPLICON,272,16865616,PRJNA992940,SAMN36377736,SARS-CoV-2: wastewater surveillance,5542308,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-16,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956897,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Eastern Treatment Plant,7236347,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7236347,WEHI,SRP448241,NA,NA,raw wastewater,composite,ETPRAWSEW,yes,SARS-CoV-2
SRR25209993,AMPLICON,272,17454506,PRJNA992940,SAMN36377735,SARS-CoV-2: wastewater surveillance,5688763,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-15,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956896,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Drouin,7233258,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,7233258,WEHI,SRP448241,NA,NA,raw wastewater,composite,GIP-3369,yes,SARS-CoV-2
SRR25209994,AMPLICON,271,590098,PRJNA992940,SAMN36377734,SARS-CoV-2: wastewater surveillance,219346,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-21,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX20956895,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Wonthaggi,38365,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,38365,WEHI,SRP448241,NA,24,raw wastewater,composite,WONTHAGGI,yes,SARS-CoV-2
SRR25209995,AMPLICON,272,226346,PRJNA992940,SAMN36377733,SARS-CoV-2: wastewater surveillance,137690,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-21,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX20956894,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Castlemaine,38363,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,38363,WEHI,SRP448241,NA,96,raw wastewater,composite,CWRPCMBINF,yes,SARS-CoV-2
SRR25209996,AMPLICON,271,5888492,PRJNA992940,SAMN36377732,SARS-CoV-2: wastewater surveillance,1863469,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-21,public,"sra,run.zq,activ_sars2_vcf,fastq","s3,gs,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX20956893,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Eastern Treatment Plant,38361,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,38361,WEHI,SRP448241,NA,24,raw wastewater,composite,ETPRAWSEW,yes,SARS-CoV-2
SRR25209997,AMPLICON,272,156875207,PRJNA992940,SAMN36377731,SARS-CoV-2: wastewater surveillance,46243047,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-20,public,"run.zq,activ_sars2_vcf,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX20956892,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Nhill,38359,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,38359,WEHI,SRP448241,NA,72,raw wastewater,composite,SONHI003,yes,SARS-CoV-2
SRR25209998,AMPLICON,272,69347208,PRJNA992940,SAMN36377730,SARS-CoV-2: wastewater surveillance,22499320,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-21,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX20956891,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Woodend,38349,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,38349,WEHI,SRP448241,NA,23,raw wastewater,composite,WOODWWINF,yes,SARS-CoV-2
