Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample (run),SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR18543475,AMPLICON,300,16361303,PRJNA819090,SAMN27107866,SARS-CoV-2: wastewater surveillance,1425898,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-30 00:00:00+00:00,2021-03-30,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673308,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40760,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40760,SEARCH-40760__D102066a__C09__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40760__D102066a__C09__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543476,AMPLICON,300,24611037,PRJNA819090,SAMN27107865,SARS-CoV-2: wastewater surveillance,1906827,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-25 00:00:00+00:00,2021-03-25,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673307,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40748,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40748,SEARCH-40748__D102066a__E07__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40748__D102066a__E07__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543477,AMPLICON,300,17996029,PRJNA819090,SAMN27107864,SARS-CoV-2: wastewater surveillance,1489485,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-24 00:00:00+00:00,2021-03-24,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673306,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40743,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40743,SEARCH-40743__D102066a__B06__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40743__D102066a__B06__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543478,AMPLICON,300,25432628,PRJNA819090,SAMN27107783,SARS-CoV-2: wastewater surveillance,2116561,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-02-16 00:00:00+00:00,2021-02-16,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673305,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40129,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40129,SEARCH-40129__D102065a__H16__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40129__D102065a__H16__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543479,AMPLICON,298,61937100,PRJNA819090,SAMN27107863,SARS-CoV-2: wastewater surveillance,6362603,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-23 00:00:00+00:00,2021-03-23,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673304,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40739,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40739,SEARCH-40739__D102066b__G05__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40739__D102066b__G05__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543480,AMPLICON,299,5219456,PRJNA819090,SAMN27107862,SARS-CoV-2: wastewater surveillance,578354,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-23 00:00:00+00:00,2021-03-23,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673303,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40738,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40738,SEARCH-40738__D102066a__F05__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40738__D102066a__F05__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543481,AMPLICON,299,11055918,PRJNA819090,SAMN27107861,SARS-CoV-2: wastewater surveillance,990466,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-20 00:00:00+00:00,2021-03-20,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673302,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40726,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40726,SEARCH-40726__D102066a__D03__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40726__D102066a__D03__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543482,AMPLICON,299,54160217,PRJNA819090,SAMN27107860,SARS-CoV-2: wastewater surveillance,5339754,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-20 00:00:00+00:00,2021-03-20,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673301,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40725,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40725,SEARCH-40725__D102066b__E03__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40725__D102066b__E03__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543483,AMPLICON,299,26058825,PRJNA819090,SAMN27107859,SARS-CoV-2: wastewater surveillance,2689458,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-19 00:00:00+00:00,2021-03-19,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673300,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40723,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40723,SEARCH-40723__D102066b__H03__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40723__D102066b__H03__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543484,AMPLICON,298,8900492,PRJNA819090,SAMN27107858,SARS-CoV-2: wastewater surveillance,1108421,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-17 00:00:00+00:00,2021-03-17,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673299,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40711,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40711,SEARCH-40711__D102066b__A01__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40711__D102066b__A01__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543485,AMPLICON,298,151584128,PRJNA819090,SAMN27107857,SARS-CoV-2: wastewater surveillance,15254915,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-08 00:00:00+00:00,2020-12-08,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673298,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40673,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40673,SEARCH-40673__D102067b__P10__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40673__D102067b__P10__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543486,AMPLICON,299,18925729,PRJNA819090,SAMN27107856,SARS-CoV-2: wastewater surveillance,1690442,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-08 00:00:00+00:00,2020-12-08,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673297,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40667,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40667,SEARCH-40667__D102067a__M11__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40667__D102067a__M11__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543487,AMPLICON,298,29571492,PRJNA819090,SAMN27107855,SARS-CoV-2: wastewater surveillance,3233837,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-05 00:00:00+00:00,2020-12-05,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673296,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40647,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40647,SEARCH-40647__D102067b__P04__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40647__D102067b__P04__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543488,AMPLICON,299,21726182,PRJNA819090,SAMN27107854,SARS-CoV-2: wastewater surveillance,2383805,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-05 00:00:00+00:00,2020-12-05,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673295,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40641,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40641,SEARCH-40641__D102067b__O04__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40641__D102067b__O04__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543489,AMPLICON,300,11658106,PRJNA819090,SAMN27107782,SARS-CoV-2: wastewater surveillance,1054820,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-02-16 00:00:00+00:00,2021-02-16,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673294,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40128,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40128,SEARCH-40128__D102065a__A17__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40128__D102065a__A17__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543490,AMPLICON,299,298073055,PRJNA819090,SAMN27107853,SARS-CoV-2: wastewater surveillance,27256062,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-05 00:00:00+00:00,2020-12-05,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673293,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40640,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40640,SEARCH-40640__D102067b__L04__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40640__D102067b__L04__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543491,AMPLICON,298,116243974,PRJNA819090,SAMN27107852,SARS-CoV-2: wastewater surveillance,12513601,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-05 00:00:00+00:00,2020-12-05,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673292,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40639,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40639,SEARCH-40639__D102067b__I04__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40639__D102067b__I04__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543492,AMPLICON,298,20882998,PRJNA819090,SAMN27107851,SARS-CoV-2: wastewater surveillance,2284787,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-05 00:00:00+00:00,2020-12-05,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673291,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40635,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40635,SEARCH-40635__D102067b__L05__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40635__D102067b__L05__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543493,AMPLICON,298,37084297,PRJNA819090,SAMN27107850,SARS-CoV-2: wastewater surveillance,3983155,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-04 00:00:00+00:00,2020-12-04,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673290,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40632,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40632,SEARCH-40632__D102067b__O01__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40632__D102067b__O01__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543495,AMPLICON,299,83158827,PRJNA819090,SAMN27107848,SARS-CoV-2: wastewater surveillance,8255293,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-04 00:00:00+00:00,2020-12-04,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673288,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40621,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40621,SEARCH-40621__D102067b__N03__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40621__D102067b__N03__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543496,AMPLICON,299,298441187,PRJNA819090,SAMN27107847,SARS-CoV-2: wastewater surveillance,26515277,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-04 00:00:00+00:00,2020-12-04,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673287,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40618,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40618,SEARCH-40618__D102067b__L02__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40618__D102067b__L02__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543497,AMPLICON,298,12987057,PRJNA819090,SAMN27107846,SARS-CoV-2: wastewater surveillance,1454048,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-04 00:00:00+00:00,2020-12-04,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673286,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40616,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40616,SEARCH-40616__D102067b__N01__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40616__D102067b__N01__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543498,AMPLICON,297,7013008,PRJNA819090,SAMN27107845,SARS-CoV-2: wastewater surveillance,927651,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-04 00:00:00+00:00,2020-12-04,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673285,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40614,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40614,SEARCH-40614__D102067b__O02__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40614__D102067b__O02__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543499,AMPLICON,299,28864254,PRJNA819090,SAMN27107844,SARS-CoV-2: wastewater surveillance,2974518,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-03 00:00:00+00:00,2020-12-03,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14673284,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40609,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40609,SEARCH-40609__D102067b__C24__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40609__D102067b__C24__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543500,AMPLICON,300,100520023,PRJNA819090,SAMN27107781,SARS-CoV-2: wastewater surveillance,7580353,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-02-16 00:00:00+00:00,2021-02-16,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14673283,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40124,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40124,SEARCH-40124__D102065a__E16__210723_A00953_0359_BHGY7MDSX2__002,SEARCH-40124__D102065a__E16__210723_A00953_0359_BHGY7MDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543501,AMPLICON,299,13252062,PRJNA819090,SAMN27107843,SARS-CoV-2: wastewater surveillance,1491361,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-03 00:00:00+00:00,2020-12-03,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673282,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40607,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40607,SEARCH-40607__D102067b__I01__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40607__D102067b__I01__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543502,AMPLICON,299,106827108,PRJNA819090,SAMN27107842,SARS-CoV-2: wastewater surveillance,10729219,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-03 00:00:00+00:00,2020-12-03,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673281,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40597,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40597,SEARCH-40597__D102067b__G23__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40597__D102067b__G23__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543503,AMPLICON,298,11813938,PRJNA819090,SAMN27107841,SARS-CoV-2: wastewater surveillance,1371966,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-03 00:00:00+00:00,2020-12-03,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673280,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40596,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40596,SEARCH-40596__D102067b__F23__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40596__D102067b__F23__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543504,AMPLICON,298,8299005,PRJNA819090,SAMN27107840,SARS-CoV-2: wastewater surveillance,964197,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-03 00:00:00+00:00,2020-12-03,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673279,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40594,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40594,SEARCH-40594__D102067b__D24__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40594__D102067b__D24__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543505,AMPLICON,298,14921198,PRJNA819090,SAMN27107839,SARS-CoV-2: wastewater surveillance,1529488,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-03 00:00:00+00:00,2020-12-03,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14673278,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40590,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40590,SEARCH-40590__D102067b__D23__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40590__D102067b__D23__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543506,AMPLICON,299,24389369,PRJNA819090,SAMN27107838,SARS-CoV-2: wastewater surveillance,2648945,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-02 00:00:00+00:00,2020-12-02,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14673277,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40585,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40585,SEARCH-40585__D102067b__C21__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40585__D102067b__C21__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543507,AMPLICON,298,45572527,PRJNA819090,SAMN27107837,SARS-CoV-2: wastewater surveillance,4761940,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-02 00:00:00+00:00,2020-12-02,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14673276,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40580,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40580,SEARCH-40580__D102067b__E21__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40580__D102067b__E21__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543508,AMPLICON,299,4326301,PRJNA819090,SAMN27107836,SARS-CoV-2: wastewater surveillance,647642,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-01 00:00:00+00:00,2020-12-01,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14673275,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40566,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40566,SEARCH-40566__D102067b__F19__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40566__D102067b__F19__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543509,AMPLICON,299,13515255,PRJNA819090,SAMN27107835,SARS-CoV-2: wastewater surveillance,1530868,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-01 00:00:00+00:00,2020-12-01,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14673274,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40564,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40564,SEARCH-40564__D102067b__A19__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40564__D102067b__A19__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18543510,AMPLICON,299,57703071,PRJNA819090,SAMN27107834,SARS-CoV-2: wastewater surveillance,6015811,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2020-12-01 00:00:00+00:00,2020-12-01,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14673273,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-40557,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-40557,SEARCH-40557__D102067b__E18__210723_A00953_0359_BHGY7MDSX2__003,SEARCH-40557__D102067b__E18__210723_A00953_0359_BHGY7MDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
