Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_flow,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR18819062,AMPLICON,502,169361246,PRJNA827160,SAMN27605775,SARS-CoV-2: wastewater surveillance,99226562,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-02-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917418,Germany,Europe,Germany: Berlin WWTP 1,Illumina MiSeq,wastewater treatment facility,4,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210225_Berlin_KW1_22-24,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819063,AMPLICON,501,161670703,PRJNA827160,SAMN27605801,SARS-CoV-2: wastewater surveillance,105535826,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-05-12,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917417,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,30,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_939_9berlin21051220-22hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819064,AMPLICON,502,40521972,PRJNA827160,SAMN27605800,SARS-CoV-2: wastewater surveillance,21610442,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-05-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917416,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,29,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210507_22-24hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819065,AMPLICON,502,30776307,PRJNA827160,SAMN27605799,SARS-CoV-2: wastewater surveillance,16776936,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-05-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917415,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,28,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:14:00Z,1,merged_P939_210507_20-22hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819066,AMPLICON,501,414065326,PRJNA827160,SAMN27605798,SARS-CoV-2: wastewater surveillance,248097466,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917414,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,27,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210427_22-24hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819067,AMPLICON,501,431236501,PRJNA827160,SAMN27605797,SARS-CoV-2: wastewater surveillance,255895366,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917413,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,26,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210427_20-22hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819068,AMPLICON,501,183601634,PRJNA827160,SAMN27605796,SARS-CoV-2: wastewater surveillance,107357748,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917412,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,25,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210427_16-18hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819069,AMPLICON,501,165745223,PRJNA827160,SAMN27605795,SARS-CoV-2: wastewater surveillance,97442569,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917411,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,24,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210427_12-14hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819070,AMPLICON,501,195714493,PRJNA827160,SAMN27605794,SARS-CoV-2: wastewater surveillance,114290548,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917410,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,23,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210422_22-24hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819071,AMPLICON,501,195724818,PRJNA827160,SAMN27605793,SARS-CoV-2: wastewater surveillance,115123981,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917409,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,22,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210422_20-22hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819072,AMPLICON,501,3908771742,PRJNA827160,SAMN27605792,SARS-CoV-2: wastewater surveillance,2460018181,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-15,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917408,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,21,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:20:00Z,1,merged_P939_210415_22-24hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819073,AMPLICON,502,81950998,PRJNA827160,SAMN27605774,SARS-CoV-2: wastewater surveillance,50610622,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-02-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917407,Germany,Europe,Germany: Berlin WWTP 1,Illumina MiSeq,wastewater treatment facility,3,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210225_Berlin_KW1_20-22,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819074,AMPLICON,501,4055967347,PRJNA827160,SAMN27605791,SARS-CoV-2: wastewater surveillance,2617747764,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-15,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917406,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:22:00Z,1,merged_P939_210415_20-22hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819075,AMPLICON,501,325040443,PRJNA827160,SAMN27605790,SARS-CoV-2: wastewater surveillance,189730085,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-08,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917405,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,19,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210408_22-24hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819076,AMPLICON,501,285908275,PRJNA827160,SAMN27605789,SARS-CoV-2: wastewater surveillance,167552962,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-04-08,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917404,Germany,Europe,Germany: Berlin WWTP 2,Illumina MiSeq,wastewater treatment facility,18,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,merged_P939_210408_20-22hmix,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819077,AMPLICON,519,271540650,PRJNA827160,SAMN27605788,SARS-CoV-2: wastewater surveillance,93096783,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-03-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917403,Germany,Europe,Germany: Berlin WWTP 2,Illumina NovaSeq 6000,wastewater treatment facility,17,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210325_Berlin_KW2_22-24,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819078,AMPLICON,518,439295616,PRJNA827160,SAMN27605787,SARS-CoV-2: wastewater surveillance,149719683,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-03-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917402,Germany,Europe,Germany: Berlin WWTP 2,Illumina NovaSeq 6000,wastewater treatment facility,16,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210325_Berlin_KW2_morning,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819079,AMPLICON,517,269461482,PRJNA827160,SAMN27605786,SARS-CoV-2: wastewater surveillance,90893587,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-03-18,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917401,Germany,Europe,Germany: Berlin WWTP 6,Illumina NovaSeq 6000,wastewater treatment facility,15,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210318_Berlin_KW6,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819080,AMPLICON,404,65216407,PRJNA827160,SAMN27605785,SARS-CoV-2: wastewater surveillance,22380586,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-03-18,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917400,Germany,Europe,Germany: Berlin WWTP 3,Illumina NovaSeq 6000,wastewater treatment facility,14,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210318_Berlin_KW3,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819081,AMPLICON,484,610520904,PRJNA827160,SAMN27605784,SARS-CoV-2: wastewater surveillance,213489500,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-03-18,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917399,Germany,Europe,Germany: Berlin WWTP 2,Illumina NovaSeq 6000,wastewater treatment facility,13,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210318_Berlin_KW2,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819082,AMPLICON,518,336556890,PRJNA827160,SAMN27605783,SARS-CoV-2: wastewater surveillance,115002123,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-03-18,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917398,Germany,Europe,Germany: Berlin WWTP 1,Illumina NovaSeq 6000,wastewater treatment facility,12,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210318_Berlin_KW1,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819083,AMPLICON,471,757761813,PRJNA827160,SAMN27605782,SARS-CoV-2: wastewater surveillance,264612617,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-03-11,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917397,Germany,Europe,Germany: Berlin WWTP 6,Illumina NovaSeq 6000,wastewater treatment facility,11,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210311_Berlin_KW6,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819084,AMPLICON,502,252127994,PRJNA827160,SAMN27605773,SARS-CoV-2: wastewater surveillance,141463462,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-02-19,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917396,Germany,Europe,Germany: Berlin WWTP 1,Illumina MiSeq,wastewater treatment facility,2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210219_Berlin_KW1,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
SRR18819085,AMPLICON,502,161806648,PRJNA827160,SAMN27605772,SARS-CoV-2: wastewater surveillance,93884318,BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY,2021-02-09,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14917395,Germany,Europe,Germany: Berlin WWTP 6,Illumina MiSeq,wastewater treatment facility,1,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-19T00:00:00Z,2022-04-19T14:15:00Z,1,WW_210209_WA,SRP371063,247500 m3/d,1600000,2,raw wastewater,composite,yes,SARS-CoV-2
