Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,isolation_source
SRR26638815,WGS,502,103626354,PRJNA1027858,SAMN38079932,SARS-CoV-2: wastewater surveillance,58361919,UNIVERSITY OF WATERLOO,2022-04-25,public,"sra,activ_sars2_vcf,fastq,run.zq","ncbi,gs,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX22339165,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A27,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW23-22-04-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26638816,WGS,502,39657498,PRJNA1027858,SAMN38079931,SARS-CoV-2: wastewater surveillance,21432896,UNIVERSITY OF WATERLOO,2022-04-27,public,"run.zq,fastq,sra,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX22339164,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A26,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW22-22-04-27,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26638817,WGS,502,249690282,PRJNA1027858,SAMN38079930,SARS-CoV-2: wastewater surveillance,154071105,UNIVERSITY OF WATERLOO,2022-04-26,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22339163,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A25,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,OWW22-22-04-26,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26638818,WGS,502,123195318,PRJNA1027858,SAMN38079929,SARS-CoV-2: wastewater surveillance,64917851,UNIVERSITY OF WATERLOO,2022-04-25,public,"run.zq,activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX22339162,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A24,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW22-22-04-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26638819,WGS,502,133144456,PRJNA1027858,SAMN38079928,SARS-CoV-2: wastewater surveillance,72112517,UNIVERSITY OF WATERLOO,2022-04-26,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX22339161,Canada,North America,Canada:Hamilton,Illumina MiSeq,"=_xlfn.CONCAT(A23,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,Hamilton WWTP-22-04-26,SRP466219,NA,24,post grit removal,composite,yes,SARS-CoV-2,Hamilton-Woodward Avenue Wastewater Treatment Plant- City of Hamilton Public Health Services
SRR26638820,WGS,502,122284690,PRJNA1027858,SAMN38079927,SARS-CoV-2: wastewater surveillance,65359262,UNIVERSITY OF WATERLOO,2022-04-24,public,"activ_sars2_vcf,run.zq,sra,fastq","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22339160,Canada,North America,Canada:Waterloo,Illumina MiSeq,"=_xlfn.CONCAT(A22,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,WATERLOO-22-04-24,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Waterloo Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26638821,WGS,502,95563732,PRJNA1027858,SAMN38079909,SARS-CoV-2: wastewater surveillance,58470951,UNIVERSITY OF WATERLOO,2022-04-20,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22339159,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A4,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW1-22-04-20,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW1
SRR26638822,WGS,502,121367034,PRJNA1027858,SAMN38079926,SARS-CoV-2: wastewater surveillance,65158345,UNIVERSITY OF WATERLOO,2022-04-24,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX22339158,Canada,North America,Canada:Cambridge,Illumina MiSeq,"=_xlfn.CONCAT(A21,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,GALT-22-04-24,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Galt Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26638823,WGS,502,97041118,PRJNA1027858,SAMN38079925,SARS-CoV-2: wastewater surveillance,54515528,UNIVERSITY OF WATERLOO,2022-04-24,public,"activ_sars2_vcf,fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22339157,Canada,North America,Canada:Kitchener,Illumina MiSeq,"=_xlfn.CONCAT(A20,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,KITCHENER-22-04-24,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Kitchener Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26638824,WGS,502,96344844,PRJNA1027858,SAMN38079924,SARS-CoV-2: wastewater surveillance,52828396,UNIVERSITY OF WATERLOO,2022-04-25,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX22339156,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A19,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:31:00Z,1,GE BOOTH-22-04-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,G. E. Booth (Lakeview) Wastewater Treatment Plant- Peel Public Health
SRR26638825,WGS,502,127676672,PRJNA1027858,SAMN38079923,SARS-CoV-2: wastewater surveillance,69515602,UNIVERSITY OF WATERLOO,2022-04-25,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX22339155,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A18,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,CLARKSON-22-04-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Clarkson South-Peel Water Pollution Control Plant- Peel Public Health
SRR26638826,WGS,502,198353754,PRJNA1027858,SAMN38079922,SARS-CoV-2: wastewater surveillance,104618691,UNIVERSITY OF WATERLOO,2022-04-25,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX22339154,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A17,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,HUMBER AMF-22-04-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Humber AMF Pumping Station - York Sewershed- York Region Public Health
SRR26638827,WGS,502,119522184,PRJNA1027858,SAMN38079921,SARS-CoV-2: wastewater surveillance,63015990,UNIVERSITY OF WATERLOO,2022-04-25,public,"sra,run.zq,fastq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX22339153,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A16,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,WARDEN-22-04-25,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Warden and 407 - York Sewershed- York Region Public Health
SRR26638828,WGS,502,121883090,PRJNA1027858,SAMN38079920,SARS-CoV-2: wastewater surveillance,68502117,UNIVERSITY OF WATERLOO,2022-04-25,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22339152,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A15,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,LESLIE-22-04-25,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Leslie Street Pumping Station - York Sewershed- York Region Public Health
SRR26638829,WGS,502,114266746,PRJNA1027858,SAMN38079919,SARS-CoV-2: wastewater surveillance,62295209,UNIVERSITY OF WATERLOO,2022-04-20,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX22339151,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A14,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,WARDEN-22-04-20,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Warden and 407 - York Sewershed- York Region Public Health
SRR26638830,WGS,502,120548774,PRJNA1027858,SAMN38079918,SARS-CoV-2: wastewater surveillance,64857484,UNIVERSITY OF WATERLOO,2022-04-20,public,"sra,activ_sars2_vcf,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22339150,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A13,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,LESLIE-22-04-20,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Leslie Street Pumping Station - York Sewershed- York Region Public Health
SRR26638831,WGS,502,45726678,PRJNA1027858,SAMN38079917,SARS-CoV-2: wastewater surveillance,24034870,UNIVERSITY OF WATERLOO,2022-04-22,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX22339149,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A12,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW23-22-04-22,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26638832,WGS,502,89215942,PRJNA1027858,SAMN38079908,SARS-CoV-2: wastewater surveillance,52214673,UNIVERSITY OF WATERLOO,2022-04-21,public,"activ_sars2_vcf,sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX22339148,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A3,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:29:00Z,1,OWW3-22-04-21,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW3
SRR26638833,WGS,502,137951608,PRJNA1027858,SAMN38079907,SARS-CoV-2: wastewater surveillance,80897097,UNIVERSITY OF WATERLOO,2022-04-21,public,"sra,fastq,activ_sars2_vcf,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX22339147,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A2,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-02T09:30:00Z,1,OWW3-22-04-21_6,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW3_6
SRR26379518,WGS,502,34654064,PRJNA1027858,SAMN37806680,SARS-CoV-2: wastewater surveillance,19224325,UNIVERSITY OF WATERLOO,2022-02-11,public,"fastq,activ_sars2_vcf,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX22086395,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW8-22-02-11-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:20:00Z,1,OWW8-22-02-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW8
SRR26379519,WGS,502,41550038,PRJNA1027858,SAMN37806679,SARS-CoV-2: wastewater surveillance,23077440,UNIVERSITY OF WATERLOO,2022-02-14,public,"run.zq,sra,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX22086394,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW9-22-02-14-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW9-22-02-14,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW9
SRR26379520,WGS,502,21023760,PRJNA1027858,SAMN37806678,SARS-CoV-2: wastewater surveillance,11409928,UNIVERSITY OF WATERLOO,2022-02-13,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX22086393,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW1-22-02-13-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:20:00Z,1,OWW1-22-02-13,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW1
SRR26379521,WGS,502,83332502,PRJNA1027858,SAMN37806677,SARS-CoV-2: wastewater surveillance,44482761,UNIVERSITY OF WATERLOO,2022-02-11,public,"fastq,activ_sars2_vcf,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX22086392,Canada,North America,Canada:Sudbury,Illumina MiSeq,TPKL-22-02-11-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,TPKL-22-02-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Greater Sudbury Wastewater Treatment Plant- Public Health Sudbury & Districts
SRR26379522,WGS,502,275354530,PRJNA1027858,SAMN37806676,SARS-CoV-2: wastewater surveillance,168849968,UNIVERSITY OF WATERLOO,2022-02-07,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX22086391,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW17-22-02-07-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW17-22-02-07,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW17
SRR26379523,WGS,502,163735834,PRJNA1027858,SAMN37806712,SARS-CoV-2: wastewater surveillance,94993870,UNIVERSITY OF WATERLOO,2022-02-23,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX22086390,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-23-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW23-22-02-23,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379524,WGS,502,175949996,PRJNA1027858,SAMN37806711,SARS-CoV-2: wastewater surveillance,103459329,UNIVERSITY OF WATERLOO,2022-02-22,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22086389,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-22-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:22:00Z,1,OWW23-22-02-22,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379525,WGS,502,27441830,PRJNA1027858,SAMN37806675,SARS-CoV-2: wastewater surveillance,14121767,UNIVERSITY OF WATERLOO,2022-02-08,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX22086388,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW14-22-02-08-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW14-22-02-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW14
SRR26379526,WGS,502,136156958,PRJNA1027858,SAMN37806710,SARS-CoV-2: wastewater surveillance,80667757,UNIVERSITY OF WATERLOO,2022-02-23,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX22086387,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-02-23-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW22-22-02-23,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26379527,WGS,502,157867454,PRJNA1027858,SAMN37806709,SARS-CoV-2: wastewater surveillance,91972721,UNIVERSITY OF WATERLOO,2022-02-22,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX22086386,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-02-22-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW22-22-02-22,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26379528,WGS,502,141739198,PRJNA1027858,SAMN37806708,SARS-CoV-2: wastewater surveillance,87803296,UNIVERSITY OF WATERLOO,2022-02-18,public,"sra,fastq,activ_sars2_vcf,run.zq","s3,ncbi,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX22086385,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-18-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW23-22-02-18,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379529,WGS,502,204805960,PRJNA1027858,SAMN37806707,SARS-CoV-2: wastewater surveillance,131674668,UNIVERSITY OF WATERLOO,2022-02-17,public,"sra,run.zq,fastq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX22086384,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-17-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW23-22-02-17,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379530,WGS,502,214262636,PRJNA1027858,SAMN37806706,SARS-CoV-2: wastewater surveillance,133798977,UNIVERSITY OF WATERLOO,2022-02-17,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX22086383,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-02-17-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW22-22-02-17,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26379531,WGS,502,226884422,PRJNA1027858,SAMN37806705,SARS-CoV-2: wastewater surveillance,140169981,UNIVERSITY OF WATERLOO,2022-02-16,public,"sra,run.zq,activ_sars2_vcf,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX22086382,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-16-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW23-22-02-16,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379532,WGS,502,141115714,PRJNA1027858,SAMN37806704,SARS-CoV-2: wastewater surveillance,90041601,UNIVERSITY OF WATERLOO,2022-02-15,public,"activ_sars2_vcf,sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX22086381,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-15-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:20:00Z,1,OWW23-22-02-15,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379533,WGS,502,49724104,PRJNA1027858,SAMN37806703,SARS-CoV-2: wastewater surveillance,30927582,UNIVERSITY OF WATERLOO,2022-02-16,public,"activ_sars2_vcf,sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX22086380,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-02-16-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:20:00Z,1,OWW22-22-02-16,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26379534,WGS,502,169982220,PRJNA1027858,SAMN37806702,SARS-CoV-2: wastewater surveillance,108223149,UNIVERSITY OF WATERLOO,2022-02-15,public,"run.zq,sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX22086379,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-02-15-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:20:00Z,1,OWW22-22-02-15,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26379535,WGS,502,149904228,PRJNA1027858,SAMN37806701,SARS-CoV-2: wastewater surveillance,102103031,UNIVERSITY OF WATERLOO,2022-02-14,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX22086378,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-14-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW23-22-02-14,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379536,WGS,502,74746294,PRJNA1027858,SAMN37806674,SARS-CoV-2: wastewater surveillance,39494297,UNIVERSITY OF WATERLOO,2022-02-08,public,"sra,run.zq,activ_sars2_vcf,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX22086377,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW15-22-02-08-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW15-22-02-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW15
SRR26379537,WGS,502,186994498,PRJNA1027858,SAMN37806700,SARS-CoV-2: wastewater surveillance,117693296,UNIVERSITY OF WATERLOO,2022-02-11,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22086376,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-11-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW23-22-02-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379538,WGS,502,70751880,PRJNA1027858,SAMN37806699,SARS-CoV-2: wastewater surveillance,39074505,UNIVERSITY OF WATERLOO,2022-02-10,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22086375,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW23-22-02-10-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:21:00Z,1,OWW23-22-02-10,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26379539,WGS,502,116381170,PRJNA1027858,SAMN37806698,SARS-CoV-2: wastewater surveillance,68872561,UNIVERSITY OF WATERLOO,2022-02-14,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX22086374,Canada,North America,Canada:Ontario,Illumina MiSeq,OWW22-22-02-14-ARTICSeq,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-10-13T15:20:00Z,1,OWW22-22-02-14,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
