Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),enrichment_kit (run),Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_surv_jurisdiction,sequence_submitter_contact_email (run),Sample_name,sample_title
SRR25651013,artic-v4.1 spike,AMPLICON,495,343277305,PRJNA957477,SAMN36997453,SARS-CoV-2: wastewater surveillance,94920720,VERILY_WW,2023-04-28,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376969,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_172-230428.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2023-08-15T23:37:00Z,1,VLT_172-230428,Verily Life Sciences,SRP433461,215000,24,post grit removal,wastewater treatment plant,composite,172-230428,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651014,artic-v4.1 spike,AMPLICON,500,311719970,PRJNA957477,SAMN36997452,SARS-CoV-2: wastewater surveillance,87493702,VERILY_WW,2023-04-28,Ceres Nanotrap Microbiome A,public,"sra,run.zq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376968,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_143-230428.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2023-08-15T23:37:00Z,1,VLT_143-230428,Verily Life Sciences,SRP433461,70000,24,post grit removal,wastewater treatment plant,composite,143-230428,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651015,artic-v4.1 spike,AMPLICON,499,304446477,PRJNA957477,SAMN36997452,SARS-CoV-2: wastewater surveillance,81893532,VERILY_WW,2023-04-28,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376967,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_143-230428.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-18T03:14:00Z,3,VLT_143-230428,Verily Life Sciences,SRP433461,70000,24,post grit removal,wastewater treatment plant,composite,143-230428,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651016,artic-v4.1 spike,AMPLICON,499,328746502,PRJNA957477,SAMN36997451,SARS-CoV-2: wastewater surveillance,90502794,VERILY_WW,2023-04-26,Ceres Nanotrap Microbiome A,public,"run.zq,sra,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376966,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_143-230426.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-19T02:18:00Z,3,VLT_143-230426,Verily Life Sciences,SRP433461,70000,24,post grit removal,wastewater treatment plant,composite,143-230426,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651017,artic-v4.1 spike,AMPLICON,499,278455148,PRJNA957477,SAMN36997451,SARS-CoV-2: wastewater surveillance,72684907,VERILY_WW,2023-04-26,Ceres Nanotrap Microbiome A,public,"sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376965,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_143-230426.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2023-08-15T23:37:00Z,1,VLT_143-230426,Verily Life Sciences,SRP433461,70000,24,post grit removal,wastewater treatment plant,composite,143-230426,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651018,artic-v4.1 spike,AMPLICON,591,779344835,PRJNA957477,SAMN36997450,SARS-CoV-2: wastewater surveillance,236455853,VERILY_WW,2023-04-26,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376964,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_161-230426.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-18T03:18:00Z,3,VLT_161-230426,Verily Life Sciences,SRP433461,60000,24,post grit removal,wastewater treatment plant,composite,161-230426,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651019,artic-v4.1 spike,AMPLICON,590,666893104,PRJNA957477,SAMN36997450,SARS-CoV-2: wastewater surveillance,203399573,VERILY_WW,2023-04-26,Ceres Nanotrap Microbiome A,public,"sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376963,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_161-230426.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-18T16:26:00Z,3,VLT_161-230426,Verily Life Sciences,SRP433461,60000,24,post grit removal,wastewater treatment plant,composite,161-230426,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651020,artic-v4.1 spike,AMPLICON,595,684846812,PRJNA957477,SAMN36997449,SARS-CoV-2: wastewater surveillance,209937075,VERILY_WW,2023-04-27,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21376962,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_164-230427.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T11:49:00Z,3,VLT_164-230427,Verily Life Sciences,SRP433461,12000,24,post grit removal,wastewater treatment plant,composite,164-230427,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651022,artic-v4.1 spike,AMPLICON,600,813846690,PRJNA957477,SAMN36998480,SARS-CoV-2: wastewater surveillance,274638536,VERILY_WW,2023-06-08,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377264,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_OSP701032.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-19T02:07:00Z,3,VLT_OSP701032,Verily Life Sciences,SRP433461,250000,0,primary sludge,wastewater treatment plant,grab,OSP701032,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651023,artic-v5.3.2_400,AMPLICON,464,1420242297,PRJNA957477,SAMN36998533,SARS-CoV-2: wastewater surveillance,438258367,VERILY_WW,2023-06-30,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,SRX21377442,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_78-230630.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-01-31T04:10:00Z,3,VLT_78-230630,Verily Life Sciences,SRP433461,230000,24,post grit removal,wastewater treatment plant,composite,78-230630,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651024,artic-v4.1 spike,AMPLICON,588,105649116,PRJNA957477,SAMN36998479,SARS-CoV-2: wastewater surveillance,31839157,VERILY_WW,2023-06-07,Ceres Nanotrap Microbiome A,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377263,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SJ201060.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-20T02:56:00Z,3,VLT_SJ201060,Verily Life Sciences,SRP433461,1500000,0,primary sludge,wastewater treatment plant,grab,SJ201060,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651025,artic-v4.1 spike,AMPLICON,597,713900939,PRJNA957477,SAMN36998479,SARS-CoV-2: wastewater surveillance,230673100,VERILY_WW,2023-06-07,Ceres Nanotrap Microbiome A,public,"sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377262,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SJ201060.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-16T17:11:00Z,3,VLT_SJ201060,Verily Life Sciences,SRP433461,1500000,0,primary sludge,wastewater treatment plant,grab,SJ201060,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651026,artic-v4.1 spike,AMPLICON,598,967260123,PRJNA957477,SAMN36998478,SARS-CoV-2: wastewater surveillance,325577679,VERILY_WW,2023-06-07,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377261,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_25-230607.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T11:38:00Z,3,VLT_25-230607,Verily Life Sciences,SRP433461,740000,0,primary sludge,wastewater treatment plant,grab,25-230607,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651027,artic-v4.1 spike,AMPLICON,599,920918247,PRJNA957477,SAMN36998478,SARS-CoV-2: wastewater surveillance,310803846,VERILY_WW,2023-06-07,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377260,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_25-230607.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T20:59:00Z,3,VLT_25-230607,Verily Life Sciences,SRP433461,740000,0,primary sludge,wastewater treatment plant,grab,25-230607,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651028,artic-v4.1 spike,AMPLICON,580,108528642,PRJNA957477,SAMN36998477,SARS-CoV-2: wastewater surveillance,36705879,VERILY_WW,2023-06-07,Ceres Nanotrap Microbiome A,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377259,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_40-230607.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-19T02:05:00Z,3,VLT_40-230607,Verily Life Sciences,SRP433461,890000,0,primary sludge,wastewater treatment plant,grab,40-230607,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651029,artic-v4.1 spike,AMPLICON,597,958093507,PRJNA957477,SAMN36998203,SARS-CoV-2: wastewater surveillance,309088104,VERILY_WW,2023-01-29,Ceres Nanotrap Microbiome A,public,"run.zq,sra,activ_sars2_vcf","ncbi,s3,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377258,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_89-230129.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T07:24:00Z,3,VLT_89-230129,Verily Life Sciences,SRP433461,4e+06,24,post grit removal,wastewater treatment plant,composite,89-230129,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651030,artic-v4.1 spike,AMPLICON,578,92559910,PRJNA957477,SAMN36998477,SARS-CoV-2: wastewater surveillance,30582368,VERILY_WW,2023-06-07,Ceres Nanotrap Microbiome A,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377257,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_40-230607.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2023-08-16T00:18:00Z,1,VLT_40-230607,Verily Life Sciences,SRP433461,890000,0,primary sludge,wastewater treatment plant,grab,40-230607,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651031,artic-v4.1 spike,AMPLICON,599,768127412,PRJNA957477,SAMN36998476,SARS-CoV-2: wastewater surveillance,254070269,VERILY_WW,2023-06-04,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377256,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_89-230604.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-18T18:01:00Z,3,VLT_89-230604,Verily Life Sciences,SRP433461,4e+06,24,post grit removal,wastewater treatment plant,composite,89-230604,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651032,artic-v4.1 spike,AMPLICON,598,790170122,PRJNA957477,SAMN36998476,SARS-CoV-2: wastewater surveillance,260124131,VERILY_WW,2023-06-04,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377255,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_89-230604.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T15:20:00Z,3,VLT_89-230604,Verily Life Sciences,SRP433461,4e+06,24,post grit removal,wastewater treatment plant,composite,89-230604,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651033,artic-v4.1 spike,AMPLICON,597,651694262,PRJNA957477,SAMN36998475,SARS-CoV-2: wastewater surveillance,235498191,VERILY_WW,2023-06-04,Ceres Nanotrap Microbiome A,public,"sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377254,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_78-230604.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2023-08-16T00:19:00Z,1,VLT_78-230604,Verily Life Sciences,SRP433461,230000,24,post grit removal,wastewater treatment plant,composite,78-230604,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651034,artic-v4.1 spike,AMPLICON,600,800814149,PRJNA957477,SAMN36998475,SARS-CoV-2: wastewater surveillance,272407360,VERILY_WW,2023-06-04,Ceres Nanotrap Microbiome A,public,"run.zq,sra,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377253,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_78-230604.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-18T03:10:00Z,3,VLT_78-230604,Verily Life Sciences,SRP433461,230000,24,post grit removal,wastewater treatment plant,composite,78-230604,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651035,artic-v4.1 spike,AMPLICON,600,819617177,PRJNA957477,SAMN36998474,SARS-CoV-2: wastewater surveillance,284904736,VERILY_WW,2023-06-05,Ceres Nanotrap Microbiome A,public,"sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377252,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_78-230605.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-20T22:20:00Z,3,VLT_78-230605,Verily Life Sciences,SRP433461,230000,24,post grit removal,wastewater treatment plant,composite,78-230605,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651036,artic-v4.1 spike,AMPLICON,600,716275761,PRJNA957477,SAMN36998456,SARS-CoV-2: wastewater surveillance,237627641,VERILY_WW,2023-05-30,Ceres Nanotrap Microbiome A,public,"sra,run.zq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377251,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_40-230530.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-20T22:20:00Z,3,VLT_40-230530,Verily Life Sciences,SRP433461,890000,0,primary sludge,wastewater treatment plant,grab,40-230530,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651037,artic-v4.1 spike,AMPLICON,600,783136097,PRJNA957477,SAMN36998455,SARS-CoV-2: wastewater surveillance,264819683,VERILY_WW,2023-05-24,Ceres Nanotrap Microbiome A,public,"run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377250,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_89-230524.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T11:38:00Z,3,VLT_89-230524,Verily Life Sciences,SRP433461,4e+06,24,post grit removal,wastewater treatment plant,composite,89-230524,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651038,artic-v4.1 spike,AMPLICON,600,796299196,PRJNA957477,SAMN36998455,SARS-CoV-2: wastewater surveillance,263544509,VERILY_WW,2023-05-24,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377249,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_89-230524.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T05:43:00Z,3,VLT_89-230524,Verily Life Sciences,SRP433461,4e+06,24,post grit removal,wastewater treatment plant,composite,89-230524,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651039,artic-v4.1 spike,AMPLICON,598,654109123,PRJNA957477,SAMN36998454,SARS-CoV-2: wastewater surveillance,204072600,VERILY_WW,2023-05-28,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377248,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SESF120399.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T20:58:00Z,3,VLT_SESF120399,Verily Life Sciences,SRP433461,750000,0,primary sludge,wastewater treatment plant,grab,SESF120399,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651040,artic-v4.1 spike,AMPLICON,597,642870049,PRJNA957477,SAMN36998454,SARS-CoV-2: wastewater surveillance,197581661,VERILY_WW,2023-05-28,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377247,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SESF120399.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-17T11:38:00Z,3,VLT_SESF120399,Verily Life Sciences,SRP433461,750000,0,primary sludge,wastewater treatment plant,grab,SESF120399,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651041,artic-v4.1 spike,AMPLICON,600,604327795,PRJNA957477,SAMN36998453,SARS-CoV-2: wastewater surveillance,186755808,VERILY_WW,2023-05-28,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377246,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SAC901859.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-03T21:24:00Z,3,VLT_SAC901859,Verily Life Sciences,SRP433461,1480000,0,primary sludge,wastewater treatment plant,grab,SAC901859,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
SRR25651042,artic-v4.1 spike,AMPLICON,599,609209766,PRJNA957477,SAMN36998453,SARS-CoV-2: wastewater surveillance,186394301,VERILY_WW,2023-05-28,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRA human read removal tool,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,SRX21377245,NA,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SAC901859.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2023-08-23T00:00:00Z,2024-02-18T03:15:00Z,3,VLT_SAC901859,Verily Life Sciences,SRP433461,1480000,0,primary sludge,wastewater treatment plant,grab,SAC901859,no,NA,NA,NA,NA,NA,,publichealthteam@verily.com,,
