Run,Assay Type,BioProject,BioSample,broad-scale_environmental_context,Center Name,Collection_Date,Consent,Depth,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version
ERR11967165,AMPLICON,PRJEB65603,SAMEA114317253,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351444,Denmark,Europe,Denmark,57.04815,9.86547,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317253,Aalborg_Renseanlæg_Vest_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Aalborg_Renseanlæg_Vest_2023-08-17,,,,,,,,
ERR11967166,AMPLICON,PRJEB65603,SAMEA114317254,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351445,Denmark,Europe,Denmark,55.54043,8.42243,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317254,Esbjerg_Renseanlæg_Vest_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Esbjerg_Renseanlæg_Vest_2023-08-15,,,,,,,,
ERR11967167,AMPLICON,PRJEB65603,SAMEA114317255,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351446,Denmark,Europe,Denmark,55.48851,12.19092,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317255,Køge-Egnens_Renseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Køge-Egnens_Renseanlæg_2023-08-15,,,,,,,,
ERR11967168,AMPLICON,PRJEB65603,SAMEA114317256,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351447,Denmark,Europe,Denmark,55.21012,11.72463,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317256,Næstved_Renseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Næstved_Renseanlæg_2023-08-15,,,,,,,,
ERR11967169,AMPLICON,PRJEB65603,SAMEA114317257,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351448,Denmark,Europe,Denmark,57.04435,10.0474,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317257,Aalborg_Renseanlæg_Øst_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Aalborg_Renseanlæg_Øst_2023-08-15,,,,,,,,
ERR11967170,AMPLICON,PRJEB65603,SAMEA114317258,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351449,Denmark,Europe,Denmark,55.54043,8.42243,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317258,Esbjerg_Renseanlæg_Vest_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Esbjerg_Renseanlæg_Vest_2023-08-17,,,,,,,,
ERR11967171,AMPLICON,PRJEB65603,SAMEA114317259,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351450,Denmark,Europe,Denmark,55.48851,12.19092,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317259,Køge-Egnens_Renseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Køge-Egnens_Renseanlæg_2023-08-17,,,,,,,,
ERR11967172,AMPLICON,PRJEB65603,SAMEA114317260,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351451,Denmark,Europe,Denmark,55.21012,11.72463,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317260,Næstved_Renseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Næstved_Renseanlæg_2023-08-17,,,,,,,,
ERR11967173,AMPLICON,PRJEB65603,SAMEA114317261,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351452,Denmark,Europe,Denmark,57.04435,10.0474,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317261,Aalborg_Renseanlæg_Øst_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Aalborg_Renseanlæg_Øst_2023-08-17,,,,,,,,
ERR11967174,AMPLICON,PRJEB65603,SAMEA114317262,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351453,Denmark,Europe,Denmark,55.55232,9.72176,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317262,Fredericia_Spildevand_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Fredericia_Spildevand_2023-08-15,,,,,,,,
ERR11967175,AMPLICON,PRJEB65603,SAMEA114317263,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351454,Denmark,Europe,Denmark,55.69508,12.61494,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317263,Lynetten_Nordre_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Lynetten_Nordre_2023-08-15,,,,,,,,
ERR11967176,AMPLICON,PRJEB65603,SAMEA114317264,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351455,Denmark,Europe,Denmark,55.42125,11.79841,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317264,Ringsted_Centralrenseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Ringsted_Centralrenseanlæg_2023-08-15,,,,,,,,
ERR11967177,AMPLICON,PRJEB65603,SAMEA114317265,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351456,Denmark,Europe,Denmark,55.55232,9.72176,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317265,Fredericia_Spildevand_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Fredericia_Spildevand_2023-08-17,,,,,,,,
ERR11967178,AMPLICON,PRJEB65603,SAMEA114317266,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351457,Denmark,Europe,Denmark,55.69508,12.61494,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317266,Lynetten_Nordre_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Lynetten_Nordre_2023-08-17,,,,,,,,
ERR11967179,AMPLICON,PRJEB65603,SAMEA114317267,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351458,Denmark,Europe,Denmark,55.42125,11.79841,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317267,Ringsted_Centralrenseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Ringsted_Centralrenseanlæg_2023-08-17,,,,,,,,
ERR11967180,AMPLICON,PRJEB65603,SAMEA114317268,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351459,Denmark,Europe,Denmark,56.14635,8.94232,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317268,Herning_Renseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Herning_Renseanlæg_2023-08-15,,,,,,,,
ERR11967181,AMPLICON,PRJEB65603,SAMEA114317269,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351460,Denmark,Europe,Denmark,55.69508,12.61494,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317269,Lynetten_Søndre_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Lynetten_Søndre_2023-08-15,,,,,,,,
ERR11967182,AMPLICON,PRJEB65603,SAMEA114317270,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351461,Denmark,Europe,Denmark,55.41593,11.34173,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317270,Slagelse_Renseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Slagelse_Renseanlæg_2023-08-15,,,,,,,,
ERR11967183,AMPLICON,PRJEB65603,SAMEA114317271,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351462,Denmark,Europe,Denmark,56.14635,8.94232,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317271,Herning_Renseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Herning_Renseanlæg_2023-08-17,,,,,,,,
ERR11967184,AMPLICON,PRJEB65603,SAMEA114317272,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351463,Denmark,Europe,Denmark,55.69508,12.61494,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317272,Lynetten_Søndre_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Lynetten_Søndre_2023-08-17,,,,,,,,
ERR11967185,AMPLICON,PRJEB65603,SAMEA114317273,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351464,Denmark,Europe,Denmark,55.41593,11.34173,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317273,Slagelse_Renseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Slagelse_Renseanlæg_2023-08-17,,,,,,,,
ERR11967186,AMPLICON,PRJEB65603,SAMEA114317274,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351465,Denmark,Europe,Denmark,55.94255,12.27225,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317274,Hillerød_Renseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Hillerød_Renseanlæg_2023-08-15,,,,,,,,
ERR11967187,AMPLICON,PRJEB65603,SAMEA114317275,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351466,Denmark,Europe,Denmark,56.74125,10.11528,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317275,Mariagerfjord_Renseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Mariagerfjord_Renseanlæg_2023-08-15,,,,,,,,
ERR11967188,AMPLICON,PRJEB65603,SAMEA114317276,building,STATENS SERUM INSTITUT,2023-08-15,public,0,2023-09-11,2023-09-11,wastewater,ERX11351467,Denmark,Europe,Denmark,56.17562,9.58483,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317276,Søholt_Renseanlæg_2023-08-15,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Søholt_Renseanlæg_2023-08-15,,,,,,,,
ERR11967189,AMPLICON,PRJEB65603,SAMEA114317277,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351468,Denmark,Europe,Denmark,55.94255,12.27225,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317277,Hillerød_Renseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Hillerød_Renseanlæg_2023-08-17,,,,,,,,
ERR11967190,AMPLICON,PRJEB65603,SAMEA114317278,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351469,Denmark,Europe,Denmark,56.74125,10.11528,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317278,Mariagerfjord_Renseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Mariagerfjord_Renseanlæg_2023-08-17,,,,,,,,
ERR11967191,AMPLICON,PRJEB65603,SAMEA114317279,building,STATENS SERUM INSTITUT,2023-08-17,public,0,2023-09-11,2023-09-11,wastewater,ERX11351470,Denmark,Europe,Denmark,56.17562,9.58483,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317279,Søholt_Renseanlæg_2023-08-17,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Søholt_Renseanlæg_2023-08-17,,,,,,,,
ERR11967192,AMPLICON,PRJEB65603,SAMEA114317280,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351471,Denmark,Europe,Denmark,55.60864,12.45051,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317280,Avedøre_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Avedøre_Renseanlæg_2023-08-08,,,,,,,,
ERR11967193,AMPLICON,PRJEB65603,SAMEA114317281,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351472,Denmark,Europe,Denmark,57.45903,10.00571,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317281,Hjørring_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Hjørring_Renseanlæg_2023-08-08,,,,,,,,
ERR11967194,AMPLICON,PRJEB65603,SAMEA114317282,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351473,Denmark,Europe,Denmark,56.14058,10.20975,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317282,Marselisborg_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Marselisborg_Renseanlæg_2023-08-08,,,,,,,,
ERR11967195,AMPLICON,PRJEB65603,SAMEA114317283,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351474,Denmark,Europe,Denmark,55.70201,9.53854,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317283,Vejle_Centralrenseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Vejle_Centralrenseanlæg_2023-08-08,,,,,,,,
ERR11967196,AMPLICON,PRJEB65603,SAMEA114317284,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351475,Denmark,Europe,Denmark,55.60864,12.45051,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317284,Avedøre_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Avedøre_Renseanlæg_2023-08-10,,,,,,,,
ERR11967197,AMPLICON,PRJEB65603,SAMEA114317285,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351476,Denmark,Europe,Denmark,57.45903,10.00571,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317285,Hjørring_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Hjørring_Renseanlæg_2023-08-10,,,,,,,,
ERR11967198,AMPLICON,PRJEB65603,SAMEA114317286,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351477,Denmark,Europe,Denmark,56.14058,10.20975,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317286,Marselisborg_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Marselisborg_Renseanlæg_2023-08-10,,,,,,,,
ERR11967199,AMPLICON,PRJEB65603,SAMEA114317287,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351478,Denmark,Europe,Denmark,55.70201,9.53854,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317287,Vejle_Centralrenseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Vejle_Centralrenseanlæg_2023-08-10,,,,,,,,
ERR11967200,AMPLICON,PRJEB65603,SAMEA114317288,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351479,Denmark,Europe,Denmark,55.64091,12.50551,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317288,Damhusåen_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Damhusåen_Renseanlæg_2023-08-08,,,,,,,,
ERR11967201,AMPLICON,PRJEB65603,SAMEA114317289,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351480,Denmark,Europe,Denmark,55.71936,11.72608,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317289,Holbæk_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Holbæk_Renseanlæg_2023-08-08,,,,,,,,
ERR11967202,AMPLICON,PRJEB65603,SAMEA114317290,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351481,Denmark,Europe,Denmark,55.5739,12.283,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317290,Mosede_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Mosede_Renseanlæg_2023-08-08,,,,,,,,
ERR11967203,AMPLICON,PRJEB65603,SAMEA114317291,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351482,Denmark,Europe,Denmark,56.12689,10.14083,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317291,Viby_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Viby_Renseanlæg_2023-08-08,,,,,,,,
ERR11967204,AMPLICON,PRJEB65603,SAMEA114317292,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351483,Denmark,Europe,Denmark,55.64091,12.50551,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317292,Damhusåen_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Damhusåen_Renseanlæg_2023-08-10,,,,,,,,
ERR11967205,AMPLICON,PRJEB65603,SAMEA114317293,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351484,Denmark,Europe,Denmark,55.71936,11.72608,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317293,Holbæk_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Holbæk_Renseanlæg_2023-08-10,,,,,,,,
