Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sequence_submitter_contact_email (run),sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,replicate
SRR23050851,ARTIC V4.1,AMPLICON,582,155369715,PRJNA922726,SAMN32677084,SARS-CoV-2: wastewater surveillance,89302734,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004343,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-59569_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-07T04:26:00Z,3,22-59569_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050855,ARTIC V4.1,AMPLICON,594,158575881,PRJNA922726,SAMN32677080,SARS-CoV-2: wastewater surveillance,87741693,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004339,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-58717_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-16T22:39:00Z,3,22-58717_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050856,ARTIC V4.1,AMPLICON,593,173427274,PRJNA922726,SAMN32677079,SARS-CoV-2: wastewater surveillance,97400482,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004338,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-57821_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-06T21:11:00Z,3,22-57821_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050857,ARTIC V4.1,AMPLICON,595,151366175,PRJNA922726,SAMN32677034,SARS-CoV-2: wastewater surveillance,88805083,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004337,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-50492_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-20T16:52:00Z,3,22-50492_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050858,ARTIC V4.1,AMPLICON,566,154365430,PRJNA922726,SAMN32677078,SARS-CoV-2: wastewater surveillance,87018596,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004336,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-57820_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-02T15:32:00Z,3,22-57820_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050859,ARTIC V4.1,AMPLICON,578,109609481,PRJNA922726,SAMN32677077,SARS-CoV-2: wastewater surveillance,61565912,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004335,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-57704_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-06T10:19:00Z,3,22-57704_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050860,ARTIC V4.1,AMPLICON,574,116318621,PRJNA922726,SAMN32677076,SARS-CoV-2: wastewater surveillance,65338820,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004334,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-57289_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-02T20:45:00Z,3,22-57289_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050861,ARTIC V4.1,AMPLICON,577,140171336,PRJNA922726,SAMN32677075,SARS-CoV-2: wastewater surveillance,80426842,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004333,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-57200_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-06T22:48:00Z,3,22-57200_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050863,ARTIC V4.1,AMPLICON,572,99543069,PRJNA922726,SAMN32677073,SARS-CoV-2: wastewater surveillance,56686354,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004331,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-51775_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-05T05:13:00Z,3,22-51775_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050864,ARTIC V4.1,AMPLICON,577,101971761,PRJNA922726,SAMN32677072,SARS-CoV-2: wastewater surveillance,58514298,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004330,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-50949_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-05T19:22:00Z,3,22-50949_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050865,ARTIC V4.1,AMPLICON,589,110316587,PRJNA922726,SAMN32677071,SARS-CoV-2: wastewater surveillance,59100107,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004329,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-50950_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-05T13:40:00Z,3,22-50950_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050866,ARTIC V4.1,AMPLICON,564,148058391,PRJNA922726,SAMN32677070,SARS-CoV-2: wastewater surveillance,87868802,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004328,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-56035_002,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-04T19:22:00Z,3,22-56035_002,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,2
SRR23050867,ARTIC V4.1,AMPLICON,566,136184500,PRJNA922726,SAMN32677069,SARS-CoV-2: wastewater surveillance,82868374,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004327,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-56035_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-02T06:56:00Z,3,22-56035_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,1
SRR23050868,ARTIC V4.1,AMPLICON,595,121386220,PRJNA922726,SAMN32677033,SARS-CoV-2: wastewater surveillance,75431302,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004326,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-50246_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-18T20:35:00Z,3,22-50246_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050869,ARTIC V4.1,AMPLICON,589,98487574,PRJNA922726,SAMN32677068,SARS-CoV-2: wastewater surveillance,53238638,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004325,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-53681_002,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-16T13:39:00Z,3,22-53681_002,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,2
SRR23050871,ARTIC V4.1,AMPLICON,563,92759726,PRJNA922726,SAMN32677066,SARS-CoV-2: wastewater surveillance,53753190,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004323,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-52460_002,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-06T19:29:00Z,3,22-52460_002,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,2
SRR23050872,ARTIC V4.1,AMPLICON,560,155265537,PRJNA922726,SAMN32677065,SARS-CoV-2: wastewater surveillance,97695522,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004322,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-52460_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-05T02:44:00Z,3,22-52460_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,1
SRR23050873,ARTIC V4.1,AMPLICON,564,138907542,PRJNA922726,SAMN32677064,SARS-CoV-2: wastewater surveillance,86090475,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004321,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-55781_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-06T03:08:00Z,3,22-55781_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050874,ARTIC V4.1,AMPLICON,575,129198173,PRJNA922726,SAMN32677063,SARS-CoV-2: wastewater surveillance,74247956,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004320,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-55695_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-05T13:50:00Z,3,22-55695_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050875,ARTIC V4.1,AMPLICON,563,126082829,PRJNA922726,SAMN32677062,SARS-CoV-2: wastewater surveillance,73209746,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004319,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-55219_003,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-04T16:41:00Z,3,22-55219_003,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,3
SRR23050876,ARTIC V4.1,AMPLICON,562,128633453,PRJNA922726,SAMN32677061,SARS-CoV-2: wastewater surveillance,80703378,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004318,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-55219_002,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-04T20:45:00Z,3,22-55219_002,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,2
SRR23050877,ARTIC V4.1,AMPLICON,579,129317130,PRJNA922726,SAMN32677060,SARS-CoV-2: wastewater surveillance,74592287,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004317,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-55219_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-05T03:55:00Z,3,22-55219_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,1
SRR23050879,ARTIC V4.1,AMPLICON,594,75102803,PRJNA922726,SAMN32677032,SARS-CoV-2: wastewater surveillance,41696797,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004315,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-47510_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-18T18:56:00Z,3,22-47510_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050880,ARTIC V4.1,AMPLICON,574,141006498,PRJNA922726,SAMN32677058,SARS-CoV-2: wastewater surveillance,84161683,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004314,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-55072_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-06T03:13:00Z,3,22-55072_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050881,ARTIC V4.1,AMPLICON,573,90236939,PRJNA922726,SAMN32677057,SARS-CoV-2: wastewater surveillance,51257690,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004313,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-54822_003,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-03T16:43:00Z,3,22-54822_003,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,3
SRR23050882,ARTIC V4.1,AMPLICON,571,135876452,PRJNA922726,SAMN32677056,SARS-CoV-2: wastewater surveillance,84593613,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004312,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-54822_002,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-02T17:13:00Z,3,22-54822_002,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,2
SRR23050884,ARTIC V4.1,AMPLICON,574,120191678,PRJNA922726,SAMN32677054,SARS-CoV-2: wastewater surveillance,68214723,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004310,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-54692_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-05T23:35:00Z,3,22-54692_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050886,ARTIC V4.1,AMPLICON,576,152869409,PRJNA922726,SAMN32677052,SARS-CoV-2: wastewater surveillance,87454279,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004308,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-54441_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-16T17:53:00Z,3,22-54441_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050887,ARTIC V4.1,AMPLICON,598,108674312,PRJNA922726,SAMN32677051,SARS-CoV-2: wastewater surveillance,60883582,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-05,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19004307,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-54267_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2023-01-11T13:31:00Z,1,22-54267_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050888,ARTIC V4.1,AMPLICON,599,114808146,PRJNA922726,SAMN32677050,SARS-CoV-2: wastewater surveillance,66167587,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-05,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19004306,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-54176_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2023-01-11T13:31:00Z,1,22-54176_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050889,ARTIC V4.1,AMPLICON,593,137497536,PRJNA922726,SAMN32677049,SARS-CoV-2: wastewater surveillance,76707673,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-05,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19004305,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-54172_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2023-01-11T13:31:00Z,1,22-54172_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050891,ARTIC V4.1,AMPLICON,598,195078470,PRJNA922726,SAMN32677048,SARS-CoV-2: wastewater surveillance,108520966,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004303,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-53300_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-20T17:03:00Z,3,22-53300_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050892,ARTIC V4.1,AMPLICON,591,110732897,PRJNA922726,SAMN32677047,SARS-CoV-2: wastewater surveillance,65631983,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-09-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004302,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-53513_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-17T23:46:00Z,3,22-53513_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050893,ARTIC V4.1,AMPLICON,576,147545557,PRJNA922726,SAMN32677046,SARS-CoV-2: wastewater surveillance,91220065,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-31,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004301,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-53180_002,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-16T22:34:00Z,3,22-53180_002,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,2
SRR23050894,ARTIC V4.1,AMPLICON,576,180116120,PRJNA922726,SAMN32677045,SARS-CoV-2: wastewater surveillance,107231372,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-31,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004300,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-53180_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-18T20:19:00Z,3,22-53180_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,313928,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,1
SRR23050896,ARTIC V4.1,AMPLICON,582,102210722,PRJNA922726,SAMN32677043,SARS-CoV-2: wastewater surveillance,64029051,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004298,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-53010_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-06T14:17:00Z,3,22-53010_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,1
SRR23050897,ARTIC V4.1,AMPLICON,577,177797348,PRJNA922726,SAMN32677042,SARS-CoV-2: wastewater surveillance,103772963,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004297,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-48997_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-07T11:57:00Z,3,22-48997_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,67890,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
SRR23050898,ARTIC V4.1,AMPLICON,588,105045067,PRJNA922726,SAMN32677041,SARS-CoV-2: wastewater surveillance,60859729,NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT,2022-08-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19004296,Netherlands,Europe,Netherlands,Illumina MiSeq,wastewater,22-52753_001,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-01-18T00:00:00Z,2024-02-16T17:25:00Z,3,22-52753_001,auke.haver@rivm.nl,National Institute for Public Health and the Environment,SRP417030,467169,24,raw wastewater,wastewater treatment plant,composite,yes,SARS-CoV-2,
