Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sno,Sno.,ID
SRR29080676,AMPLICON,501,63803124,PRJNA1110039,SAMN41453417,SARS-CoV-2: wastewater surveillance,61499473,CSIR-NCL,2023-02-16,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24605037,India,Asia,India: Maharashtra,MinION,environmental,BY23,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode39,SRP506919,NA,NA,NA,NA,NA,NA,,455,
SRR29080677,AMPLICON,404,53536964,PRJNA1110039,SAMN41453416,SARS-CoV-2: wastewater surveillance,52917485,CSIR-NCL,2023-02-22,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24605036,India,Asia,India: Maharashtra,MinION,environmental,SUR23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode37,SRP506919,NA,NA,NA,NA,NA,NA,,454,
SRR29080678,AMPLICON,439,135413422,PRJNA1110039,SAMN41453415,SARS-CoV-2: wastewater surveillance,132044549,CSIR-NCL,2023-02-21,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24605035,India,Asia,India: Maharashtra,MinION,environmental,BEED23B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode36,SRP506919,NA,NA,NA,NA,NA,NA,,453,
SRR29080679,AMPLICON,506,52504610,PRJNA1110039,SAMN41453414,SARS-CoV-2: wastewater surveillance,50694322,CSIR-NCL,2023-02-21,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605034,India,Asia,India: Maharashtra,MinION,environmental,BEED23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode35,SRP506919,NA,NA,NA,NA,NA,NA,,452,
SRR29080680,AMPLICON,428,71139694,PRJNA1110039,SAMN41453413,SARS-CoV-2: wastewater surveillance,69730360,CSIR-NCL,2023-02-21,public,"activ_sars2_vcf,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24605033,India,Asia,India: Maharashtra,MinION,environmental,JLN23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode34,SRP506919,NA,NA,NA,NA,NA,NA,,451,
SRR29080681,AMPLICON,575,42420316,PRJNA1110039,SAMN41453412,SARS-CoV-2: wastewater surveillance,40412991,CSIR-NCL,2023-02-20,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24605032,India,Asia,India: Maharashtra,MinION,environmental,KOP23B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode33,SRP506919,NA,NA,NA,NA,NA,NA,,450,
SRR29080682,AMPLICON,485,114178010,PRJNA1110039,SAMN41453411,SARS-CoV-2: wastewater surveillance,110427098,CSIR-NCL,2023-02-24,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24605031,India,Asia,India: Maharashtra,MinION,environmental,SMK24A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode32,SRP506919,NA,NA,NA,NA,NA,NA,,449,
SRR29080683,AMPLICON,574,34280183,PRJNA1110039,SAMN41453410,SARS-CoV-2: wastewater surveillance,32651486,CSIR-NCL,2023-02-20,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24605030,India,Asia,India: Maharashtra,MinION,environmental,SMK23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode31,SRP506919,NA,NA,NA,NA,NA,NA,,448,
SRR29080684,AMPLICON,730,65732996,PRJNA1110039,SAMN41453409,SARS-CoV-2: wastewater surveillance,61570827,CSIR-NCL,2023-02-20,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24605029,India,Asia,India: Maharashtra,MinION,environmental,STR23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode30,SRP506919,NA,NA,NA,NA,NA,NA,,447,
SRR29080685,AMPLICON,326,72201750,PRJNA1110039,SAMN41453247,SARS-CoV-2: wastewater surveillance,73557935,CSIR-NCL,2022-08-29,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24605028,India,Asia,India: Maharashtra,MinION,environmental,SMK85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode27,SRP506919,NA,NA,NA,NA,NA,NA,,285,
SRR29080686,AMPLICON,483,45042732,PRJNA1110039,SAMN41453408,SARS-CoV-2: wastewater surveillance,43545404,CSIR-NCL,2023-02-20,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX24605027,India,Asia,India: Maharashtra,MinION,environmental,PMC23C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode29,SRP506919,NA,NA,NA,NA,NA,NA,,446,
SRR29080687,AMPLICON,480,82639976,PRJNA1110039,SAMN41453407,SARS-CoV-2: wastewater surveillance,79790221,CSIR-NCL,2023-02-20,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24605026,India,Asia,India: Maharashtra,MinION,environmental,PMC23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode28,SRP506919,NA,NA,NA,NA,NA,NA,,445,
SRR29080688,AMPLICON,447,114439719,PRJNA1110039,SAMN41453406,SARS-CoV-2: wastewater surveillance,111512727,CSIR-NCL,2023-02-26,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605025,India,Asia,India: Maharashtra,MinION,environmental,AMN24A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode27,SRP506919,NA,NA,NA,NA,NA,NA,,444,
SRR29080689,AMPLICON,450,145711731,PRJNA1110039,SAMN41453405,SARS-CoV-2: wastewater surveillance,141835701,CSIR-NCL,2023-03-03,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24605024,India,Asia,India: Maharashtra,MinION,environmental,SUR31A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode26,SRP506919,NA,NA,NA,NA,NA,NA,,443,
SRR29080690,AMPLICON,409,82440723,PRJNA1110039,SAMN41453404,SARS-CoV-2: wastewater surveillance,81049204,CSIR-NCL,2023-03-22,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX24605023,India,Asia,India: Maharashtra,MinION,environmental,AMN33A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode25,SRP506919,NA,NA,NA,NA,NA,NA,,442,
SRR29080691,AMPLICON,463,62377058,PRJNA1110039,SAMN41453403,SARS-CoV-2: wastewater surveillance,60377994,CSIR-NCL,2023-03-21,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24605022,India,Asia,India: Maharashtra,MinION,environmental,PCMC33A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode24,SRP506919,NA,NA,NA,NA,NA,NA,,441,
SRR29080692,AMPLICON,433,82828285,PRJNA1110039,SAMN41453402,SARS-CoV-2: wastewater surveillance,81059575,CSIR-NCL,2023-03-22,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24605021,India,Asia,India: Maharashtra,MinION,environmental,SUR33B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode23,SRP506919,NA,NA,NA,NA,NA,NA,,440,
SRR29080693,AMPLICON,515,101225069,PRJNA1110039,SAMN41453401,SARS-CoV-2: wastewater surveillance,97113813,CSIR-NCL,2023-03-15,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX24605020,India,Asia,India: Maharashtra,MinION,environmental,AU32B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN142_barcode22,SRP506919,NA,NA,NA,NA,NA,NA,,439,
SRR29080694,AMPLICON,476,115862255,PRJNA1110039,SAMN41453400,SARS-CoV-2: wastewater surveillance,112089325,CSIR-NCL,2023-03-28,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24605019,India,Asia,India: Maharashtra,MinION,environmental,BEED34A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN142_barcode21,SRP506919,NA,NA,NA,NA,NA,NA,,438,
SRR29080695,AMPLICON,445,88230835,PRJNA1110039,SAMN41453399,SARS-CoV-2: wastewater surveillance,85940753,CSIR-NCL,2023-03-13,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24605018,India,Asia,India: Maharashtra,MinION,environmental,PNVL33,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode20,SRP506919,NA,NA,NA,NA,NA,NA,,437,
SRR29080696,AMPLICON,357,46988314,PRJNA1110039,SAMN41453246,SARS-CoV-2: wastewater surveillance,47410502,CSIR-NCL,2022-09-07,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24605017,India,Asia,India: Maharashtra,MinION,environmental,AU91A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN132_barcode26,SRP506919,NA,NA,NA,NA,NA,NA,,284,
SRR29080697,AMPLICON,444,130825732,PRJNA1110039,SAMN41453398,SARS-CoV-2: wastewater surveillance,127547717,CSIR-NCL,2023-03-13,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX24605016,India,Asia,India: Maharashtra,MinION,environmental,KOP32A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode19,SRP506919,NA,NA,NA,NA,NA,NA,,436,
SRR29080698,AMPLICON,467,52445225,PRJNA1110039,SAMN41453397,SARS-CoV-2: wastewater surveillance,50919892,CSIR-NCL,2023-03-13,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24605015,India,Asia,India: Maharashtra,MinION,environmental,NM33,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode18,SRP506919,NA,NA,NA,NA,NA,NA,,435,
SRR29080699,AMPLICON,409,180215806,PRJNA1110039,SAMN41453396,SARS-CoV-2: wastewater surveillance,177023642,CSIR-NCL,2023-03-28,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24604978,India,Asia,India: Maharashtra,MinION,environmental,OBD34A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode17,SRP506919,NA,NA,NA,NA,NA,NA,,434,
SRR29080700,AMPLICON,343,101246653,PRJNA1110039,SAMN41453285,SARS-CoV-2: wastewater surveillance,102341061,CSIR-NCL,2022-07-26,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605013,India,Asia,India: Maharashtra,MinION,environmental,PCMC74C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode91,SRP506919,NA,NA,NA,NA,NA,NA,,323,
SRR29080701,AMPLICON,370,108440722,PRJNA1110039,SAMN41453284,SARS-CoV-2: wastewater surveillance,108559050,CSIR-NCL,2022-08-19,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24605012,India,Asia,India: Maharashtra,MinION,environmental,AMN83B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode90,SRP506919,NA,NA,NA,NA,NA,NA,,322,
SRR29080702,AMPLICON,480,121396129,PRJNA1110039,SAMN41453283,SARS-CoV-2: wastewater surveillance,118025152,CSIR-NCL,2022-08-25,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605011,India,Asia,India: Maharashtra,MinION,environmental,BRS84B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN132_barcode89,SRP506919,NA,NA,NA,NA,NA,NA,,321,
SRR29080703,AMPLICON,374,139573451,PRJNA1110039,SAMN41453282,SARS-CoV-2: wastewater surveillance,140070773,CSIR-NCL,2022-08-24,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX24605010,India,Asia,India: Maharashtra,MinION,environmental,PMC84A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode88,SRP506919,NA,NA,NA,NA,NA,NA,,320,
SRR29080704,AMPLICON,395,99244898,PRJNA1110039,SAMN41453281,SARS-CoV-2: wastewater surveillance,98511080,CSIR-NCL,2022-08-30,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX24605009,India,Asia,India: Maharashtra,MinION,environmental,SUR85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode87,SRP506919,NA,NA,NA,NA,NA,NA,,319,
SRR29080705,AMPLICON,400,117732377,PRJNA1110039,SAMN41453280,SARS-CoV-2: wastewater surveillance,117019449,CSIR-NCL,2022-09-06,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24605008,India,Asia,India: Maharashtra,MinION,environmental,BY91,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode86,SRP506919,NA,NA,NA,NA,NA,NA,,318,
SRR29080706,AMPLICON,332,81401036,PRJNA1110039,SAMN41453279,SARS-CoV-2: wastewater surveillance,82744660,CSIR-NCL,2022-09-05,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24605007,India,Asia,India: Maharashtra,MinION,environmental,KOP91B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode85,SRP506919,NA,NA,NA,NA,NA,NA,,317,
SRR29080707,AMPLICON,387,132621421,PRJNA1110039,SAMN41453234,SARS-CoV-2: wastewater surveillance,132127297,CSIR-NCL,2022-08-25,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24605006,India,Asia,India: Maharashtra,MinION,environmental,AMN84B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode06,SRP506919,NA,NA,NA,NA,NA,NA,,272,
SRR29080708,AMPLICON,368,101807121,PRJNA1110039,SAMN41453278,SARS-CoV-2: wastewater surveillance,101532696,CSIR-NCL,2022-06-06,public,"activ_sars2_vcf,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24605005,India,Asia,India: Maharashtra,MinION,environmental,BSR62,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode84,SRP506919,NA,NA,NA,NA,NA,NA,,316,
SRR29080709,AMPLICON,418,57870420,PRJNA1110039,SAMN41453277,SARS-CoV-2: wastewater surveillance,57154210,CSIR-NCL,2022-07-26,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605004,India,Asia,India: Maharashtra,MinION,environmental,PCMC74A_2,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode79,SRP506919,NA,NA,NA,NA,NA,NA,,315,
SRR29080710,AMPLICON,349,88986154,PRJNA1110039,SAMN41453276,SARS-CoV-2: wastewater surveillance,90130880,CSIR-NCL,2022-08-19,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605003,India,Asia,India: Maharashtra,MinION,environmental,JLN83B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode78,SRP506919,NA,NA,NA,NA,NA,NA,,314,
SRR29080711,AMPLICON,343,78375923,PRJNA1110039,SAMN41453275,SARS-CoV-2: wastewater surveillance,79235332,CSIR-NCL,2022-08-30,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605002,India,Asia,India: Maharashtra,MinION,environmental,BY85,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode76,SRP506919,NA,NA,NA,NA,NA,NA,,313,
SRR29080712,AMPLICON,464,162198623,PRJNA1110039,SAMN41453274,SARS-CoV-2: wastewater surveillance,158236098,CSIR-NCL,2022-09-06,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24605001,India,Asia,India: Maharashtra,MinION,environmental,BIRD91,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode74,SRP506919,NA,NA,NA,NA,NA,NA,,312,
SRR29080713,AMPLICON,365,32134112,PRJNA1110039,SAMN41453273,SARS-CoV-2: wastewater surveillance,32279760,CSIR-NCL,2022-09-05,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24605000,India,Asia,India: Maharashtra,MinION,environmental,SMK91B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode73,SRP506919,NA,NA,NA,NA,NA,NA,,311,
SRR29080714,AMPLICON,392,126765305,PRJNA1110039,SAMN41453272,SARS-CoV-2: wastewater surveillance,126036245,CSIR-NCL,2022-06-06,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24604999,India,Asia,India: Maharashtra,MinION,environmental,TNA62,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode72,SRP506919,NA,NA,NA,NA,NA,NA,,310,
SRR29080715,AMPLICON,342,36244524,PRJNA1110039,SAMN41453271,SARS-CoV-2: wastewater surveillance,36725158,CSIR-NCL,2022-06-29,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24604998,India,Asia,India: Maharashtra,MinION,environmental,AU64A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode71,SRP506919,NA,NA,NA,NA,NA,NA,,309,
SRR29080716,AMPLICON,404,30088841,PRJNA1110039,SAMN41453270,SARS-CoV-2: wastewater surveillance,29937018,CSIR-NCL,2022-07-18,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24604997,India,Asia,India: Maharashtra,MinION,environmental,ABH73,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode68,SRP506919,NA,NA,NA,NA,NA,NA,,308,
SRR29080717,AMPLICON,399,77679604,PRJNA1110039,SAMN41453269,SARS-CoV-2: wastewater surveillance,77010922,CSIR-NCL,2022-08-25,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24604996,India,Asia,India: Maharashtra,MinION,environmental,BEED84A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode65,SRP506919,NA,NA,NA,NA,NA,NA,,307,
SRR29080718,AMPLICON,376,109464384,PRJNA1110039,SAMN41453233,SARS-CoV-2: wastewater surveillance,109353033,CSIR-NCL,2022-08-24,public,"activ_sars2_vcf,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24604995,India,Asia,India: Maharashtra,MinION,environmental,STR84A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode05,SRP506919,NA,NA,NA,NA,NA,NA,,271,
SRR29080719,AMPLICON,383,55914268,PRJNA1110039,SAMN41453268,SARS-CoV-2: wastewater surveillance,55792853,CSIR-NCL,2022-08-30,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24604994,India,Asia,India: Maharashtra,MinION,environmental,BIRD85,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode64,SRP506919,NA,NA,NA,NA,NA,NA,,306,
SRR29080720,AMPLICON,407,91683258,PRJNA1110039,SAMN41453267,SARS-CoV-2: wastewater surveillance,90824813,CSIR-NCL,2022-09-06,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24604993,India,Asia,India: Maharashtra,MinION,environmental,ABH91,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode62,SRP506919,NA,NA,NA,NA,NA,NA,,305,
SRR29080721,AMPLICON,354,107691339,PRJNA1110039,SAMN41453266,SARS-CoV-2: wastewater surveillance,108318643,CSIR-NCL,2022-09-05,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24604992,India,Asia,India: Maharashtra,MinION,environmental,STR91A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode61,SRP506919,NA,NA,NA,NA,NA,NA,,304,
SRR29080722,AMPLICON,378,153221156,PRJNA1110039,SAMN41453265,SARS-CoV-2: wastewater surveillance,152816460,CSIR-NCL,2022-07-19,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24604991,India,Asia,India: Maharashtra,MinION,environmental,BRS73A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode56,SRP506919,NA,NA,NA,NA,NA,NA,,303,
