Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,purpose_of_ww_sampling,purpose_of_ww_sequencing,Isolate,Lat_Lon,STRAIN,sequenced_by
SRR14758720,AMPLICON,293,2141623230,PRJNA735936,SAMN19604815,Pathogen.env,965097198,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-13,public,"sra,fastq,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",SRX11092110,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s988,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s988,SRP323202,,,,,,,,,not applicable,38.11808 N 85.67725 W,SARS-CoV-2,
SRR14758721,AMPLICON,292,1719666025,PRJNA735936,SAMN19604814,Pathogen.env,776833483,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-13,public,"sra,activ_sars2_vcf,fastq","s3,gs","gs.US,s3.us-east-1",SRX11092109,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s987,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s987,SRP323202,,,,,,,,,not applicable,38.08625 N 85.89519 W,SARS-CoV-2,
SRR14758722,AMPLICON,289,1752526580,PRJNA735936,SAMN19604733,Pathogen.env,789072688,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-09,public,"activ_sars2_vcf,fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11092108,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s910,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s910,SRP323202,,,,,,,,,not applicable,38.14953 N 85.87022 W,SARS-CoV-2,
SRR14758723,AMPLICON,294,2330040304,PRJNA735936,SAMN19604813,Pathogen.env,1042991683,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-13,public,"activ_sars2_vcf,sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX11092107,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s986,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s986,SRP323202,,,,,,,,,not applicable,38.107758 N 85.881555 W,SARS-CoV-2,
SRR14758724,AMPLICON,294,1476899891,PRJNA735936,SAMN19604812,Pathogen.env,659840667,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-13,public,"activ_sars2_vcf,fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11092106,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s985,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s985,SRP323202,,,,,,,,,not applicable,38.14953 N 85.87022 W,SARS-CoV-2,
SRR14758725,AMPLICON,295,2530502322,PRJNA735936,SAMN19604811,Pathogen.env,1139312518,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-13,public,"sra,fastq,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX11092105,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s984,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s984,SRP323202,,,,,,,,,not applicable,38.277172 N 85.802989 W,SARS-CoV-2,
SRR14758726,AMPLICON,296,2964228430,PRJNA735936,SAMN19604810,Pathogen.env,1323124856,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-13,public,"activ_sars2_vcf,fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX11092104,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s983,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s983,SRP323202,,,,,,,,,not applicable,38.25494 N 85.82961 W,SARS-CoV-2,
SRR14758727,AMPLICON,295,2969952187,PRJNA735936,SAMN19604809,Pathogen.env,1365196515,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"fastq,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",SRX11092103,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s04052021,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s04052021,SRP323202,,,,,,,,,not applicable,38.23232 N 85.83143 W,SARS-CoV-2,
SRR14758728,AMPLICON,296,2374524663,PRJNA735936,SAMN19604808,Pathogen.env,1085108075,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11092102,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s982,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s982,SRP323202,,,,,,,,,not applicable,38.215048 N 85.704123 W,SARS-CoV-2,
SRR14758729,AMPLICON,296,2809703940,PRJNA735936,SAMN19604807,Pathogen.env,1279935720,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"sra,fastq,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX11092101,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s981,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s981,SRP323202,,,,,,,,,not applicable,38.23664 N 85.73697 W,SARS-CoV-2,
SRR14758730,AMPLICON,295,2329907092,PRJNA735936,SAMN19604806,Pathogen.env,1067567768,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"activ_sars2_vcf,fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX11092100,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s980,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s980,SRP323202,,,,,,,,,not applicable,38.25217 N 85.72039 W,SARS-CoV-2,
SRR14758731,AMPLICON,295,2531506752,PRJNA735936,SAMN19604805,Pathogen.env,1147416487,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"activ_sars2_vcf,fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11092099,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s979,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s979,SRP323202,,,,,,,,,not applicable,38.28535 N 85.67946 W,SARS-CoV-2,
SRR14758732,AMPLICON,294,2239942525,PRJNA735936,SAMN19604804,Pathogen.env,1033022698,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"activ_sars2_vcf,sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX11092098,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s978,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s978,SRP323202,,,,,,,,,not applicable,38.32340 N 85.55133 W,SARS-CoV-2,
SRR14758733,AMPLICON,293,2548251094,PRJNA735936,SAMN19604732,Pathogen.env,1143597879,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-09,public,"activ_sars2_vcf,sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11092097,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s909,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s909,SRP323202,,,,,,,,,not applicable,38.277172 N 85.802989 W,SARS-CoV-2,
SRR14758734,AMPLICON,294,2431537491,PRJNA735936,SAMN19604803,Pathogen.env,1099368869,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"activ_sars2_vcf,sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX11092096,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s977,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s977,SRP323202,,,,,,,,,not applicable,38.198921 N 85.47446 W,SARS-CoV-2,
SRR14758735,AMPLICON,295,2649601841,PRJNA735936,SAMN19604802,Pathogen.env,1205463576,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"fastq,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",SRX11092095,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s976,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s976,SRP323202,,,,,,,,,not applicable,38.23328 N 85.77882 W,SARS-CoV-2,
SRR14758736,AMPLICON,294,2413142094,PRJNA735936,SAMN19604801,Pathogen.env,1107037757,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"sra,activ_sars2_vcf,fastq","gs,s3","gs.US,s3.us-east-1",SRX11092094,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s975,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s975,SRP323202,,,,,,,,,not applicable,38.121011 N 85.5913 W,SARS-CoV-2,
SRR14758737,AMPLICON,295,2644766207,PRJNA735936,SAMN19604800,Pathogen.env,1205598491,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"sra,activ_sars2_vcf,fastq","gs,s3","s3.us-east-1,gs.US",SRX11092093,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s974,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s974,SRP323202,,,,,,,,,not applicable,38.13392 N 85.70066 W,SARS-CoV-2,
SRR14758738,AMPLICON,296,2963137330,PRJNA735936,SAMN19604799,Pathogen.env,1352382367,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"sra,fastq,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX11092092,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s973,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s973,SRP323202,,,,,,,,,not applicable,38.11808 N 85.67725 W,SARS-CoV-2,
SRR14758739,AMPLICON,292,2303452771,PRJNA735936,SAMN19604798,Pathogen.env,1045497998,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"fastq,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",SRX11092091,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s972,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s972,SRP323202,,,,,,,,,not applicable,38.08625 N 85.89519 W,SARS-CoV-2,
SRR14758740,AMPLICON,295,2622708950,PRJNA735936,SAMN19604797,Pathogen.env,1222200265,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"fastq,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",SRX11092090,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s971,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s971,SRP323202,,,,,,,,,not applicable,38.107758 N 85.881555 W,SARS-CoV-2,
SRR14758741,AMPLICON,294,2436299613,PRJNA735936,SAMN19604796,Pathogen.env,1103947013,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"sra,activ_sars2_vcf,fastq","s3,gs","s3.us-east-1,gs.US",SRX11092089,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s970,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s970,SRP323202,,,,,,,,,not applicable,38.14953 N 85.87022 W,SARS-CoV-2,
SRR14758742,AMPLICON,295,2515929998,PRJNA735936,SAMN19604795,Pathogen.env,1178163409,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"sra,activ_sars2_vcf,fastq","s3,gs","gs.US,s3.us-east-1",SRX11092088,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s969,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s969,SRP323202,,,,,,,,,not applicable,38.277172 N 85.802989 W,SARS-CoV-2,
SRR14758743,AMPLICON,295,2198723139,PRJNA735936,SAMN19604794,Pathogen.env,993904154,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-04-06,public,"activ_sars2_vcf,fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11092087,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s968,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s968,SRP323202,,,,,,,,,not applicable,38.25494 N 85.82961 W,SARS-CoV-2,
SRR14758744,AMPLICON,292,3216489491,PRJNA735936,SAMN19604731,Pathogen.env,1442459230,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-09,public,"sra,fastq,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",SRX11092086,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s908,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s908,SRP323202,,,,,,,,,not applicable,38.25494 N 85.82961 W,SARS-CoV-2,
SRR14758745,AMPLICON,280,2579088418,PRJNA735936,SAMN19604793,Pathogen.env,1161297239,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-30,public,"sra,fastq,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",SRX11092085,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s03292021,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s03292021,SRP323202,,,,,,,,,not applicable,38.23232 N 85.83143 W,SARS-CoV-2,
SRR14758746,AMPLICON,292,2756287165,PRJNA735936,SAMN19604792,Pathogen.env,1234346758,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-30,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11092084,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s967,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s967,SRP323202,,,,,,,,,not applicable,38.215048 N 85.704123 W,SARS-CoV-2,
SRR14758747,AMPLICON,294,2684219025,PRJNA735936,SAMN19604791,Pathogen.env,1215821725,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-30,public,"fastq,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",SRX11092083,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s966,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s966,SRP323202,,,,,,,,,not applicable,38.23664 N 85.73697 W,SARS-CoV-2,
SRR14758748,AMPLICON,293,2777472985,PRJNA735936,SAMN19604790,Pathogen.env,1255793857,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-30,public,"activ_sars2_vcf,sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11092082,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s965,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s965,SRP323202,,,,,,,,,not applicable,38.25217 N 85.72039 W,SARS-CoV-2,
SRR14758749,AMPLICON,294,2825935204,PRJNA735936,SAMN19604789,Pathogen.env,1270417333,UNIVERSITY OF LOUISVILLE,"Joshua Fuqua\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Donghoon Chung\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Ian Santisteban\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, T...",2021-03-30,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX11092081,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s964,PAIRED,RANDOM PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-12-02T00:00:00Z,s964,SRP323202,,,,,,,,,not applicable,38.28535 N 85.67946 W,SARS-CoV-2,
