Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,run_date (run),Sample Name,Sample_Name,Sequencing_method,sewage_type,SRA Study,Submitter_Id,wastewater/sludge_environmental_package,wastewater_type,geographic_location_(region_and_locality)
ERR9861347,RNA-Seq,502,5515926804,PRJEB44932,SAMEA110148867,595882249,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-06,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406425,SAMEA110148867,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-19,SAMEA110148867,25_2021_11_06,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_06,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861348,RNA-Seq,502,1407623562,PRJEB44932,SAMEA110148868,148511545,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-07,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406426,SAMEA110148868,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-19,SAMEA110148868,25_2021_11_07,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_07,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861349,RNA-Seq,502,2917633036,PRJEB44932,SAMEA110148869,326584842,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-08,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406427,SAMEA110148869,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-19,SAMEA110148869,25_2021_11_08,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_08,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861350,RNA-Seq,502,5500390908,PRJEB44932,SAMEA110148870,767616745,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-09,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406428,SAMEA110148870,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-19,SAMEA110148870,25_2021_11_09,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_09,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861351,RNA-Seq,502,836419348,PRJEB44932,SAMEA110148871,171185256,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-27,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406429,SAMEA110148871,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148871,05_2021_10_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_27,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861352,RNA-Seq,502,1393787940,PRJEB44932,SAMEA110148872,184236933,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-28,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406430,SAMEA110148872,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148872,05_2021_10_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_28,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861353,RNA-Seq,502,5561058612,PRJEB44932,SAMEA110148873,734755236,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-29,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406431,SAMEA110148873,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148873,05_2021_10_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_29,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861354,RNA-Seq,502,4490730858,PRJEB44932,SAMEA110148874,553154265,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-30,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406432,SAMEA110148874,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148874,05_2021_10_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_30,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861355,RNA-Seq,502,3039786704,PRJEB44932,SAMEA110148875,424120690,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-31,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406433,SAMEA110148875,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148875,05_2021_10_31,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_31,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861356,RNA-Seq,502,4186048484,PRJEB44932,SAMEA110148876,561174078,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-01,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406434,SAMEA110148876,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148876,05_2021_11_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_01,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861357,RNA-Seq,502,376567268,PRJEB44932,SAMEA110148877,63397824,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-02,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406435,SAMEA110148877,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148877,05_2021_11_02,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_11_02,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861358,RNA-Seq,502,2778094606,PRJEB44932,SAMEA110148878,337545615,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-27,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406436,SAMEA110148878,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148878,10_2021_10_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_27,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861359,RNA-Seq,502,1793280544,PRJEB44932,SAMEA110148879,264858542,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-28,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406437,SAMEA110148879,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148879,10_2021_10_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_28,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861360,RNA-Seq,502,4130757200,PRJEB44932,SAMEA110148880,490733578,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-29,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406438,SAMEA110148880,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148880,10_2021_10_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_29,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861361,RNA-Seq,502,3874930972,PRJEB44932,SAMEA110148881,467394886,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-30,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406439,SAMEA110148881,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148881,10_2021_10_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_30,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861362,RNA-Seq,502,3814699004,PRJEB44932,SAMEA110148882,502300138,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-31,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406440,SAMEA110148882,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148882,10_2021_10_31,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_31,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861363,RNA-Seq,502,3014387512,PRJEB44932,SAMEA110148883,471794856,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-01,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406441,SAMEA110148883,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148883,10_2021_11_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_01,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861364,RNA-Seq,502,4468653902,PRJEB44932,SAMEA110148884,604750720,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-02,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406442,SAMEA110148884,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148884,10_2021_11_02,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_11_02,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861365,RNA-Seq,502,4812996284,PRJEB44932,SAMEA110148885,603350479,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-27,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406443,SAMEA110148885,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148885,17_2021_10_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_27,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861366,RNA-Seq,502,6619466878,PRJEB44932,SAMEA110148886,939818098,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-28,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406444,SAMEA110148886,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148886,17_2021_10_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_28,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861367,RNA-Seq,502,5321608126,PRJEB44932,SAMEA110148887,683621806,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-29,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406445,SAMEA110148887,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148887,17_2021_10_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_29,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861368,RNA-Seq,502,6669973600,PRJEB44932,SAMEA110148888,813384892,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-30,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406446,SAMEA110148888,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148888,17_2021_10_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_30,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861369,RNA-Seq,502,5297763628,PRJEB44932,SAMEA110148889,643400475,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-31,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406447,SAMEA110148889,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148889,17_2021_10_31,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_31,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861370,RNA-Seq,502,5849366248,PRJEB44932,SAMEA110148890,764504920,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-01,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406448,SAMEA110148890,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148890,17_2021_11_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_11_01,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861371,RNA-Seq,502,8823679602,PRJEB44932,SAMEA110148891,1300536180,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-02,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406449,SAMEA110148891,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148891,17_2021_11_02,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_11_02,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861372,RNA-Seq,502,6177978962,PRJEB44932,SAMEA110148892,770637254,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-27,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406450,SAMEA110148892,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148892,19_2021_10_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_10_27,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861373,RNA-Seq,502,9321388004,PRJEB44932,SAMEA110148893,1221260453,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-28,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406451,SAMEA110148893,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148893,19_2021_10_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_10_28,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861374,RNA-Seq,502,2981992950,PRJEB44932,SAMEA110148894,359836739,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-29,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406452,SAMEA110148894,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148894,19_2021_10_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_10_29,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
