Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample_ID,Sample Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_known_present,ww_surv_target_1,amplicon__PCR_primer_scheme (run),amplicon_size (run)
SRR16828064,AMPLICON,282,164898936,PRJNA771693,SAMN22937913,SARS-CoV-2: wastewater surveillance,63759383,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021342,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E450,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:12:00Z,2,aquavitas_E450,aquavitas_E450,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828065,AMPLICON,282,201631692,PRJNA771693,SAMN22937912,SARS-CoV-2: wastewater surveillance,77351763,TGEN NORTH,Aquavitas,2021-01-18,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021341,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E449,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:12:00Z,2,aquavitas_E449,aquavitas_E449,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828066,AMPLICON,282,171858414,PRJNA771693,SAMN22937911,SARS-CoV-2: wastewater surveillance,65991338,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021340,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E448,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:12:00Z,2,aquavitas_E448,aquavitas_E448,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828067,AMPLICON,282,181157928,PRJNA771693,SAMN22937910,SARS-CoV-2: wastewater surveillance,69897111,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021339,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E447,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E447,aquavitas_E447,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828068,AMPLICON,282,212047644,PRJNA771693,SAMN22937909,SARS-CoV-2: wastewater surveillance,82067816,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021338,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E446,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E446,aquavitas_E446,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828069,AMPLICON,282,162328224,PRJNA771693,SAMN22937908,SARS-CoV-2: wastewater surveillance,62748031,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021337,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E445,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:12:00Z,2,aquavitas_E445,aquavitas_E445,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828070,AMPLICON,282,256830936,PRJNA771693,SAMN22937907,SARS-CoV-2: wastewater surveillance,98827662,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021336,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E444,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:17:00Z,2,aquavitas_E444,aquavitas_E444,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828071,AMPLICON,282,220653438,PRJNA771693,SAMN22937906,SARS-CoV-2: wastewater surveillance,84364823,TGEN NORTH,Aquavitas,2021-01-18,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021335,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E443,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E443,aquavitas_E443,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828072,AMPLICON,282,196882812,PRJNA771693,SAMN22937905,SARS-CoV-2: wastewater surveillance,75895787,TGEN NORTH,Aquavitas,2021-01-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021334,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E442,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E442,aquavitas_E442,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828073,AMPLICON,282,191217714,PRJNA771693,SAMN22937878,SARS-CoV-2: wastewater surveillance,73389661,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021333,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_E376,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E376,aquavitas_E376,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828074,AMPLICON,282,174015996,PRJNA771693,SAMN22937904,SARS-CoV-2: wastewater surveillance,66330223,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021332,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E441,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E441,aquavitas_E441,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828075,AMPLICON,282,172531830,PRJNA771693,SAMN22937903,SARS-CoV-2: wastewater surveillance,66550212,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021331,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E440,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E440,aquavitas_E440,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828076,AMPLICON,282,176451348,PRJNA771693,SAMN22937902,SARS-CoV-2: wastewater surveillance,68169120,TGEN NORTH,Aquavitas,2021-01-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021330,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E439,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E439,aquavitas_E439,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828077,AMPLICON,282,174526698,PRJNA771693,SAMN22937901,SARS-CoV-2: wastewater surveillance,67307421,TGEN NORTH,Aquavitas,2021-01-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021329,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E438,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E438,aquavitas_E438,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828078,AMPLICON,282,234860880,PRJNA771693,SAMN22937900,SARS-CoV-2: wastewater surveillance,90555399,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021328,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E437,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E437,aquavitas_E437,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828079,AMPLICON,282,120058962,PRJNA771693,SAMN22937899,SARS-CoV-2: wastewater surveillance,47031296,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021327,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E436,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E436,aquavitas_E436,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828080,AMPLICON,282,268315104,PRJNA771693,SAMN22937898,SARS-CoV-2: wastewater surveillance,103317645,TGEN NORTH,Aquavitas,2020-12-28,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021326,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E435,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:18:00Z,2,aquavitas_E435,aquavitas_E435,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828081,AMPLICON,282,72479076,PRJNA771693,SAMN22937897,SARS-CoV-2: wastewater surveillance,27886056,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021325,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E434,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:12:00Z,2,aquavitas_E434,aquavitas_E434,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828082,AMPLICON,282,163999920,PRJNA771693,SAMN22937896,SARS-CoV-2: wastewater surveillance,63224559,TGEN NORTH,Aquavitas,2021-01-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021324,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E433,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E433,aquavitas_E433,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828083,AMPLICON,282,174315480,PRJNA771693,SAMN22937895,SARS-CoV-2: wastewater surveillance,67761980,TGEN NORTH,Aquavitas,2021-01-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021323,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E432,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:19:00Z,2,aquavitas_E432,aquavitas_E432,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828084,AMPLICON,282,171327690,PRJNA771693,SAMN22937877,SARS-CoV-2: wastewater surveillance,66153596,TGEN NORTH,Aquavitas,2021-01-18,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021322,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_E375,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:19:00Z,2,aquavitas_E375,aquavitas_E375,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828085,AMPLICON,282,179126400,PRJNA771693,SAMN22937894,SARS-CoV-2: wastewater surveillance,69068120,TGEN NORTH,Aquavitas,2021-01-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021321,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E431,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E431,aquavitas_E431,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828086,AMPLICON,282,173514600,PRJNA771693,SAMN22938062,SARS-CoV-2: wastewater surveillance,66771072,TGEN NORTH,Aquavitas,2021-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021320,USA,North America,USA: Massachusetts,NextSeq 500,wastewater,aquavitas_E615,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E615,aquavitas_E615,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828087,AMPLICON,282,224503302,PRJNA771693,SAMN22938061,SARS-CoV-2: wastewater surveillance,85923781,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021319,USA,North America,USA: Massachusetts,NextSeq 500,wastewater,aquavitas_E614,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E614,aquavitas_E614,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828088,AMPLICON,282,212066256,PRJNA771693,SAMN22938060,SARS-CoV-2: wastewater surveillance,81154576,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021318,USA,North America,USA: Massachusetts,NextSeq 500,wastewater,aquavitas_E613,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:17:00Z,2,aquavitas_E613,aquavitas_E613,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828089,AMPLICON,282,192945246,PRJNA771693,SAMN22938059,SARS-CoV-2: wastewater surveillance,73851425,TGEN NORTH,Aquavitas,2021-01-18,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021317,USA,North America,USA: Massachusetts,NextSeq 500,wastewater,aquavitas_E612,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E612,aquavitas_E612,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828090,AMPLICON,282,170049384,PRJNA771693,SAMN22938058,SARS-CoV-2: wastewater surveillance,65123482,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021316,USA,North America,USA: Massachusetts,NextSeq 500,wastewater,aquavitas_E611,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E611,aquavitas_E611,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828091,AMPLICON,282,51237426,PRJNA771693,SAMN22938057,SARS-CoV-2: wastewater surveillance,19708526,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021315,USA,North America,USA: Massachusetts,NextSeq 500,wastewater,aquavitas_E610,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E610,aquavitas_E610,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828092,AMPLICON,282,129309690,PRJNA771693,SAMN22938056,SARS-CoV-2: wastewater surveillance,50255682,TGEN NORTH,Aquavitas,2021-01-18,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021314,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E594,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E594,aquavitas_E594,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828093,AMPLICON,282,154667412,PRJNA771693,SAMN22938055,SARS-CoV-2: wastewater surveillance,59749647,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021313,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E593,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E593,aquavitas_E593,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828094,AMPLICON,282,140521164,PRJNA771693,SAMN22937893,SARS-CoV-2: wastewater surveillance,54386210,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021312,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_E430,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E430,aquavitas_E430,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828095,AMPLICON,282,132746706,PRJNA771693,SAMN22938054,SARS-CoV-2: wastewater surveillance,51037686,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021311,USA,North America,USA: Illinois,NextSeq 500,wastewater,aquavitas_E592,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E592,aquavitas_E592,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828096,AMPLICON,282,103164342,PRJNA771693,SAMN22938053,SARS-CoV-2: wastewater surveillance,39570278,TGEN NORTH,Aquavitas,2021-02-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021310,USA,North America,USA: Maine,NextSeq 500,wastewater,aquavitas_E591,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:13:00Z,2,aquavitas_E591,aquavitas_E591,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ME,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828097,AMPLICON,282,224661504,PRJNA771693,SAMN22938052,SARS-CoV-2: wastewater surveillance,86212557,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021309,USA,North America,USA: Maine,NextSeq 500,wastewater,aquavitas_E590,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E590,aquavitas_E590,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ME,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828098,AMPLICON,282,109968438,PRJNA771693,SAMN22938051,SARS-CoV-2: wastewater surveillance,42280065,TGEN NORTH,Aquavitas,2021-01-18,public,"run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021308,USA,North America,USA: Maine,NextSeq 500,wastewater,aquavitas_E589,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E589,aquavitas_E589,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ME,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828099,AMPLICON,282,124691094,PRJNA771693,SAMN22938050,SARS-CoV-2: wastewater surveillance,48529848,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021307,USA,North America,USA: Maine,NextSeq 500,wastewater,aquavitas_E588,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E588,aquavitas_E588,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ME,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828100,AMPLICON,282,149152902,PRJNA771693,SAMN22938049,SARS-CoV-2: wastewater surveillance,57944980,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021306,USA,North America,USA: Maine,NextSeq 500,wastewater,aquavitas_E587,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E587,aquavitas_E587,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ME,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828101,AMPLICON,282,170833626,PRJNA771693,SAMN22938048,SARS-CoV-2: wastewater surveillance,65468830,TGEN NORTH,Aquavitas,2021-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX13021305,USA,North America,USA: District of Columbia,NextSeq 500,wastewater,aquavitas_E586,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E586,aquavitas_E586,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,DC,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR16828102,AMPLICON,282,178393764,PRJNA771693,SAMN22938047,SARS-CoV-2: wastewater surveillance,68276729,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX13021304,USA,North America,USA: District of Columbia,NextSeq 500,wastewater,aquavitas_E585,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-11-06T00:00:00Z,2021-11-06T04:14:00Z,2,aquavitas_E585,aquavitas_E585,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,DC,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
