Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR19994978,AMPLICON,160,1814751875,PRJNA856091,SAMN29439496,SARS-CoV-2: wastewater surveillance,1322682201,TECHNICAL UNIVERSITY OF DARMSTADT,N,2021-09-13,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036088,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRS_2021-09-13,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRS_2021-09-13,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994979,AMPLICON,135,977039702,PRJNA856091,SAMN29439536,SARS-CoV-2: wastewater surveillance,722696051,TECHNICAL UNIVERSITY OF DARMSTADT,Z,2021-11-08,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036087,Germany,Europe,Germany,Ion Torrent S5,wastewater,GIS_2021-11-08,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,GIS_2021-11-08,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994980,AMPLICON,138,922246975,PRJNA856091,SAMN29439535,SARS-CoV-2: wastewater surveillance,678801264,TECHNICAL UNIVERSITY OF DARMSTADT,P,2021-11-08,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036086,Germany,Europe,Germany,Ion Torrent S5,wastewater,BDH_2021-11-08,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,BDH_2021-11-08,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994981,AMPLICON,135,1151688489,PRJNA856091,SAMN29439534,SARS-CoV-2: wastewater surveillance,865092565,TECHNICAL UNIVERSITY OF DARMSTADT,N,2021-11-01,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036085,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRG_2021-11-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRG_2021-11-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994982,AMPLICON,137,1435089930,PRJNA856091,SAMN29439533,SARS-CoV-2: wastewater surveillance,1077768912,TECHNICAL UNIVERSITY OF DARMSTADT,G,2021-11-01,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036084,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRS_2021-11-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:44:00Z,1,FRS_2021-11-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994983,AMPLICON,135,1045934603,PRJNA856091,SAMN29439532,SARS-CoV-2: wastewater surveillance,782620235,TECHNICAL UNIVERSITY OF DARMSTADT,W,2021-11-01,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036083,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2021-11-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,WBR_2021-11-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994984,AMPLICON,131,1067392058,PRJNA856091,SAMN29439531,SARS-CoV-2: wastewater surveillance,796686655,TECHNICAL UNIVERSITY OF DARMSTADT,J,2021-11-01,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036082,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2021-11-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,HAN_2021-11-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994985,AMPLICON,140,1496109398,PRJNA856091,SAMN29439530,SARS-CoV-2: wastewater surveillance,1120310643,TECHNICAL UNIVERSITY OF DARMSTADT,L,2021-11-01,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036081,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRN_2021-11-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRN_2021-11-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994986,AMPLICON,129,1151738743,PRJNA856091,SAMN29439529,SARS-CoV-2: wastewater surveillance,868791520,TECHNICAL UNIVERSITY OF DARMSTADT,S,2021-11-01,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036080,Germany,Europe,Germany,Ion Torrent S5,wastewater,WSB_2021-11-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,WSB_2021-11-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994987,AMPLICON,117,773347769,PRJNA856091,SAMN29439528,SARS-CoV-2: wastewater surveillance,576359299,TECHNICAL UNIVERSITY OF DARMSTADT,O,2021-11-01,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036079,Germany,Europe,Germany,Ion Torrent S5,wastewater,BNH_2021-11-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,BNH_2021-11-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994988,AMPLICON,126,652074124,PRJNA856091,SAMN29439527,SARS-CoV-2: wastewater surveillance,474892427,TECHNICAL UNIVERSITY OF DARMSTADT,Z,2021-10-25,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036078,Germany,Europe,Germany,Ion Torrent S5,wastewater,FLD_2021-10-25,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:41:00Z,1,FLD_2021-10-25,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994989,AMPLICON,148,1542968078,PRJNA856091,SAMN29439495,SARS-CoV-2: wastewater surveillance,1117217178,TECHNICAL UNIVERSITY OF DARMSTADT,M,2021-09-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036077,Germany,Europe,Germany,Ion Torrent S5,wastewater,MRB_2021-09-13,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,MRB_2021-09-13,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994990,AMPLICON,152,1511145065,PRJNA856091,SAMN29439526,SARS-CoV-2: wastewater surveillance,1122673153,TECHNICAL UNIVERSITY OF DARMSTADT,Q,2021-10-25,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036076,Germany,Europe,Germany,Ion Torrent S5,wastewater,MRB_2021-10-25,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,MRB_2021-10-25,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994991,AMPLICON,155,900820084,PRJNA856091,SAMN29439525,SARS-CoV-2: wastewater surveillance,677861700,TECHNICAL UNIVERSITY OF DARMSTADT,N,2021-10-25,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036075,Germany,Europe,Germany,Ion Torrent S5,wastewater,GIS_2021-10-25,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,GIS_2021-10-25,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994992,AMPLICON,149,1287944688,PRJNA856091,SAMN29439524,SARS-CoV-2: wastewater surveillance,948961313,TECHNICAL UNIVERSITY OF DARMSTADT,M,2021-10-25,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036074,Germany,Europe,Germany,Ion Torrent S5,wastewater,KSL_2021-10-25,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,KSL_2021-10-25,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994993,AMPLICON,141,1465501914,PRJNA856091,SAMN29439523,SARS-CoV-2: wastewater surveillance,1079219095,TECHNICAL UNIVERSITY OF DARMSTADT,P,2021-10-18,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036073,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRS_2021-10-18,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRS_2021-10-18,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994994,AMPLICON,153,1537429406,PRJNA856091,SAMN29439522,SARS-CoV-2: wastewater surveillance,1159050569,TECHNICAL UNIVERSITY OF DARMSTADT,R,2021-10-18,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036072,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRG_2021-10-18,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FRG_2021-10-18,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994995,AMPLICON,136,1330743483,PRJNA856091,SAMN29439521,SARS-CoV-2: wastewater surveillance,988158731,TECHNICAL UNIVERSITY OF DARMSTADT,S,2021-10-18,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036071,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2021-10-18,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,HAN_2021-10-18,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994996,AMPLICON,153,2248818148,PRJNA856091,SAMN29439520,SARS-CoV-2: wastewater surveillance,1658993164,TECHNICAL UNIVERSITY OF DARMSTADT,L,2021-10-18,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036070,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2021-10-18,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:44:00Z,1,WBR_2021-10-18,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994997,AMPLICON,141,2064849456,PRJNA856091,SAMN29439519,SARS-CoV-2: wastewater surveillance,1530013099,TECHNICAL UNIVERSITY OF DARMSTADT,C,2021-10-18,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036069,Germany,Europe,Germany,Ion Torrent S5,wastewater,WSB_2021-10-18,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:44:00Z,1,WSB_2021-10-18,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994998,AMPLICON,147,2169401599,PRJNA856091,SAMN29439518,SARS-CoV-2: wastewater surveillance,1607494769,TECHNICAL UNIVERSITY OF DARMSTADT,B,2021-10-18,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036068,Germany,Europe,Germany,Ion Torrent S5,wastewater,DMS_2021-10-18,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:45:00Z,1,DMS_2021-10-18,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19994999,AMPLICON,161,1034145744,PRJNA856091,SAMN29439605,SARS-CoV-2: wastewater surveillance,766464495,TECHNICAL UNIVERSITY OF DARMSTADT,W,2022-02-22,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036067,Germany,Europe,Germany,Ion Torrent S5,wastewater,MRB_2022-02-22,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,MRB_2022-02-22,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995000,AMPLICON,160,1105101893,PRJNA856091,SAMN29439604,SARS-CoV-2: wastewater surveillance,824453248,TECHNICAL UNIVERSITY OF DARMSTADT,R,2022-02-22,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036066,Germany,Europe,Germany,Ion Torrent S5,wastewater,VHL_2022-02-22,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,VHL_2022-02-22,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995001,AMPLICON,176,1453389337,PRJNA856091,SAMN29439603,SARS-CoV-2: wastewater surveillance,1061666503,TECHNICAL UNIVERSITY OF DARMSTADT,H,2022-02-22,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036065,Germany,Europe,Germany,Ion Torrent S5,wastewater,KSL_2022-02-22,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,KSL_2022-02-22,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995002,AMPLICON,159,1090950606,PRJNA856091,SAMN29439602,SARS-CoV-2: wastewater surveillance,810536538,TECHNICAL UNIVERSITY OF DARMSTADT,G,2022-02-22,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036064,Germany,Europe,Germany,Ion Torrent S5,wastewater,GIS_2022-02-22,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,GIS_2022-02-22,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995003,AMPLICON,166,1578091963,PRJNA856091,SAMN29439601,SARS-CoV-2: wastewater surveillance,1130381251,TECHNICAL UNIVERSITY OF DARMSTADT,GG,2022-02-15,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036063,Germany,Europe,Germany,Ion Torrent S5,wastewater,BNH_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,BNH_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995004,AMPLICON,159,1295223762,PRJNA856091,SAMN29439600,SARS-CoV-2: wastewater surveillance,924522764,TECHNICAL UNIVERSITY OF DARMSTADT,FF,2022-02-15,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036062,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,WBR_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995005,AMPLICON,139,1264975108,PRJNA856091,SAMN29439599,SARS-CoV-2: wastewater surveillance,919177590,TECHNICAL UNIVERSITY OF DARMSTADT,EE,2022-02-15,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036061,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,HAN_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995006,AMPLICON,156,1356196714,PRJNA856091,SAMN29439598,SARS-CoV-2: wastewater surveillance,989413747,TECHNICAL UNIVERSITY OF DARMSTADT,Z,2022-02-15,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036060,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRS_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FRS_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995007,AMPLICON,161,1620867859,PRJNA856091,SAMN29439597,SARS-CoV-2: wastewater surveillance,1169556306,TECHNICAL UNIVERSITY OF DARMSTADT,V,2022-02-15,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036059,Germany,Europe,Germany,Ion Torrent S5,wastewater,DMS_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,DMS_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995008,AMPLICON,137,982875511,PRJNA856091,SAMN29439596,SARS-CoV-2: wastewater surveillance,713847304,TECHNICAL UNIVERSITY OF DARMSTADT,U,2022-02-15,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036058,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRG_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FRG_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995009,AMPLICON,154,1610115221,PRJNA856091,SAMN29439502,SARS-CoV-2: wastewater surveillance,1191557265,TECHNICAL UNIVERSITY OF DARMSTADT,I,2021-09-20,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036057,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2021-09-20,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,WBR_2021-09-20,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995010,AMPLICON,143,1294235467,PRJNA856091,SAMN29439595,SARS-CoV-2: wastewater surveillance,926637236,TECHNICAL UNIVERSITY OF DARMSTADT,S,2022-02-15,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036056,Germany,Europe,Germany,Ion Torrent S5,wastewater,WSB_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,WSB_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995011,AMPLICON,155,1289881888,PRJNA856091,SAMN29439594,SARS-CoV-2: wastewater surveillance,936679107,TECHNICAL UNIVERSITY OF DARMSTADT,F,2022-02-15,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036055,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRN_2022-02-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRN_2022-02-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995012,AMPLICON,169,1749092753,PRJNA856091,SAMN29439593,SARS-CoV-2: wastewater surveillance,1210868200,TECHNICAL UNIVERSITY OF DARMSTADT,L,2022-02-08,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036054,Germany,Europe,Germany,Ion Torrent S5,wastewater,FLD_2022-02-08,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FLD_2022-02-08,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995013,AMPLICON,166,1603139359,PRJNA856091,SAMN29439592,SARS-CoV-2: wastewater surveillance,1130236220,TECHNICAL UNIVERSITY OF DARMSTADT,R,2022-02-08,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036053,Germany,Europe,Germany,Ion Torrent S5,wastewater,GIS_2022-02-08,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,GIS_2022-02-08,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995014,AMPLICON,156,1871006841,PRJNA856091,SAMN29439591,SARS-CoV-2: wastewater surveillance,1336073283,TECHNICAL UNIVERSITY OF DARMSTADT,Y,2022-02-08,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036052,Germany,Europe,Germany,Ion Torrent S5,wastewater,MRB_2022-02-08,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,MRB_2022-02-08,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995015,AMPLICON,166,1830494642,PRJNA856091,SAMN29439590,SARS-CoV-2: wastewater surveillance,1273847907,TECHNICAL UNIVERSITY OF DARMSTADT,F,2022-02-08,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036051,Germany,Europe,Germany,Ion Torrent S5,wastewater,KSL_2022-02-08,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:45:00Z,1,KSL_2022-02-08,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995016,AMPLICON,142,369709295,PRJNA856091,SAMN29439589,SARS-CoV-2: wastewater surveillance,279739641,TECHNICAL UNIVERSITY OF DARMSTADT,HH,2022-02-01,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036050,Germany,Europe,Germany,Ion Torrent S5,wastewater,BNH_2022-02-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:41:00Z,1,BNH_2022-02-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995017,AMPLICON,131,411679905,PRJNA856091,SAMN29439588,SARS-CoV-2: wastewater surveillance,316625686,TECHNICAL UNIVERSITY OF DARMSTADT,Q,2022-02-01,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036049,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2022-02-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:41:00Z,1,WBR_2022-02-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995018,AMPLICON,132,535539446,PRJNA856091,SAMN29439587,SARS-CoV-2: wastewater surveillance,407531737,TECHNICAL UNIVERSITY OF DARMSTADT,O,2022-02-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036048,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2022-02-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:41:00Z,1,HAN_2022-02-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995019,AMPLICON,146,607029559,PRJNA856091,SAMN29439586,SARS-CoV-2: wastewater surveillance,459418789,TECHNICAL UNIVERSITY OF DARMSTADT,N,2022-02-01,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036047,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRN_2022-02-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:41:00Z,1,FRN_2022-02-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995020,AMPLICON,151,1573333001,PRJNA856091,SAMN29439501,SARS-CoV-2: wastewater surveillance,1164688021,TECHNICAL UNIVERSITY OF DARMSTADT,D,2021-09-20,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036046,Germany,Europe,Germany,Ion Torrent S5,wastewater,WSB_2021-09-20,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,WSB_2021-09-20,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995021,AMPLICON,146,1335318955,PRJNA856091,SAMN29439517,SARS-CoV-2: wastewater surveillance,1004802605,TECHNICAL UNIVERSITY OF DARMSTADT,D,2021-10-11,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036045,Germany,Europe,Germany,Ion Torrent S5,wastewater,MRB_2021-10-11,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,MRB_2021-10-11,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
