Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,Sample_Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR26528131,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,612158795,PRJNA1031245,SAMN37987349,SARS-CoV-2: wastewater surveillance,612973727,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231391,USA,North America,USA: North Carolina,PromethION,Control,Mixture15-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture15-v4.1-ctrl_BioSample,Mixture15-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528132,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,404,829203337,PRJNA1031245,SAMN37987350,SARS-CoV-2: wastewater surveillance,830207138,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231390,USA,North America,USA: North Carolina,PromethION,Control,Mixture14-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture14-v4.1-ctrl_BioSample,Mixture14-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528133,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,642429410,PRJNA1031245,SAMN37987351,SARS-CoV-2: wastewater surveillance,641089146,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231389,USA,North America,USA: North Carolina,PromethION,Control,Mixture13-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture13-v4.1-ctrl_BioSample,Mixture13-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528134,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,471416687,PRJNA1031245,SAMN37987352,SARS-CoV-2: wastewater surveillance,471974226,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231388,USA,North America,USA: North Carolina,PromethION,Control,Mixture12-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture12-v4.1-ctrl_BioSample,Mixture12-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528135,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,554273581,PRJNA1031245,SAMN37987353,SARS-CoV-2: wastewater surveillance,555049879,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231387,USA,North America,USA: North Carolina,PromethION,Control,Mixture11-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture11-v4.1-ctrl_BioSample,Mixture11-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528136,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,559313170,PRJNA1031245,SAMN37987354,SARS-CoV-2: wastewater surveillance,559923963,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231386,USA,North America,USA: North Carolina,PromethION,Control,Mixture10-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture10-v4.1-ctrl_BioSample,Mixture10-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528137,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,699463358,PRJNA1031245,SAMN37987355,SARS-CoV-2: wastewater surveillance,700726131,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231385,USA,North America,USA: North Carolina,PromethION,Control,Mixture09-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture09-v4.1-ctrl_BioSample,Mixture09-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528138,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,704575203,PRJNA1031245,SAMN37987356,SARS-CoV-2: wastewater surveillance,705501264,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231384,USA,North America,USA: North Carolina,PromethION,Control,Mixture08-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:33:00Z,1,Mixture08-v4.1-ctrl_BioSample,Mixture08-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528139,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,714660177,PRJNA1031245,SAMN37987357,SARS-CoV-2: wastewater surveillance,714407257,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231383,USA,North America,USA: North Carolina,PromethION,Control,Mixture07-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture07-v4.1-ctrl_BioSample,Mixture07-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528140,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,742618447,PRJNA1031245,SAMN37987358,SARS-CoV-2: wastewater surveillance,742684376,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231382,USA,North America,USA: North Carolina,PromethION,Control,Mixture06-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture06-v4.1-ctrl_BioSample,Mixture06-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528141,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,828855539,PRJNA1031245,SAMN37987359,SARS-CoV-2: wastewater surveillance,829800665,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"sra,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231381,USA,North America,USA: North Carolina,PromethION,Control,Mixture05-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture05-v4.1-ctrl_BioSample,Mixture05-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528142,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,640868868,PRJNA1031245,SAMN37987360,SARS-CoV-2: wastewater surveillance,642249168,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231380,USA,North America,USA: North Carolina,PromethION,Control,Mixture04-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:31:00Z,1,Mixture04-v4.1-ctrl_BioSample,Mixture04-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528143,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,605528801,PRJNA1031245,SAMN37987361,SARS-CoV-2: wastewater surveillance,605732001,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231379,USA,North America,USA: North Carolina,PromethION,Control,Mixture03-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture03-v4.1-ctrl_BioSample,Mixture03-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528144,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,586879835,PRJNA1031245,SAMN37987362,SARS-CoV-2: wastewater surveillance,588683033,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"fastq,sra,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231378,USA,North America,USA: North Carolina,PromethION,Control,Mixture02-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture02-v4.1-ctrl_BioSample,Mixture02-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528145,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,619306527,PRJNA1031245,SAMN37987363,SARS-CoV-2: wastewater surveillance,620866139,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-10,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231377,USA,North America,USA: North Carolina,PromethION,Control,Mixture01-v4.1-ctrl,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T22:32:00Z,1,Mixture01-v4.1-ctrl_BioSample,Mixture01-v4.1-ctrl,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528750,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,376402478,PRJNA1031245,SAMN37987377,SARS-CoV-2: wastewater surveillance,378311589,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22231995,USA,North America,USA: North Carolina,PromethION,Control,Mixture32-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:24:00Z,1,Mixture32-v4.1-neg_BioSample,Mixture32-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528751,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,379825914,PRJNA1031245,SAMN37987378,SARS-CoV-2: wastewater surveillance,381461710,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231994,USA,North America,USA: North Carolina,PromethION,Control,Mixture31-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture31-v4.1-neg_BioSample,Mixture31-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528752,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,387243022,PRJNA1031245,SAMN37987379,SARS-CoV-2: wastewater surveillance,388236297,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"sra,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231993,USA,North America,USA: North Carolina,PromethION,Control,Mixture30-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture30-v4.1-neg_BioSample,Mixture30-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528753,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,397726140,PRJNA1031245,SAMN37987380,SARS-CoV-2: wastewater surveillance,398236781,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22231992,USA,North America,USA: North Carolina,PromethION,Control,Mixture29-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture29-v4.1-neg_BioSample,Mixture29-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528754,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,379975960,PRJNA1031245,SAMN37987381,SARS-CoV-2: wastewater surveillance,381502023,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231991,USA,North America,USA: North Carolina,PromethION,Control,Mixture28-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture28-v4.1-neg_BioSample,Mixture28-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528755,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,359610373,PRJNA1031245,SAMN37987382,SARS-CoV-2: wastewater surveillance,361388122,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231990,USA,North America,USA: North Carolina,PromethION,Control,Mixture27-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture27-v4.1-neg_BioSample,Mixture27-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528756,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,421707653,PRJNA1031245,SAMN37987383,SARS-CoV-2: wastewater surveillance,423425346,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231989,USA,North America,USA: North Carolina,PromethION,Control,Mixture26-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture26-v4.1-neg_BioSample,Mixture26-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528757,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,350969864,PRJNA1031245,SAMN37987384,SARS-CoV-2: wastewater surveillance,352019307,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231988,USA,North America,USA: North Carolina,PromethION,Control,Mixture25-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture25-v4.1-neg_BioSample,Mixture25-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528758,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,339147779,PRJNA1031245,SAMN37987385,SARS-CoV-2: wastewater surveillance,339840105,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231987,USA,North America,USA: North Carolina,PromethION,Control,Mixture24-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture24-v4.1-neg_BioSample,Mixture24-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528759,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,408993897,PRJNA1031245,SAMN37987386,SARS-CoV-2: wastewater surveillance,409154602,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231986,USA,North America,USA: North Carolina,PromethION,Control,Mixture23-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture23-v4.1-neg_BioSample,Mixture23-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528760,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,370046833,PRJNA1031245,SAMN37987387,SARS-CoV-2: wastewater surveillance,371324630,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231985,USA,North America,USA: North Carolina,PromethION,Control,Mixture22-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture22-v4.1-neg_BioSample,Mixture22-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528761,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,395821178,PRJNA1031245,SAMN37987388,SARS-CoV-2: wastewater surveillance,396160209,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231984,USA,North America,USA: North Carolina,PromethION,Control,Mixture21-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture21-v4.1-neg_BioSample,Mixture21-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528762,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,357623802,PRJNA1031245,SAMN37987389,SARS-CoV-2: wastewater surveillance,359314426,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231983,USA,North America,USA: North Carolina,PromethION,Control,Mixture20-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture20-v4.1-neg_BioSample,Mixture20-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
