Run,amplicon_size,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,epi_week,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,samp_collect_device,Sample Name,sequencing_platform,seuqncing_date,SRA Study,wwtp
SRR14621216,400 bp,WGS,447,97777269,PRJNA731975,SAMN19304097,Metagenome or environmental,90279156,UNIVERSITY OF BRITISH COLUMBIA,2021-04-17,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",14,SRX10962356,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0417_NB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk14_400bp_17/04/2021,Nanopore_MinION,2021-04-17,SRP320917,WWTP3
SRR14621217,400 bp,WGS,460,71039847,PRJNA731975,SAMN19304096,Metagenome or environmental,65354280,UNIVERSITY OF BRITISH COLUMBIA,2021-04-17,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",14,SRX10962355,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0417_NB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk14_400bp_17/04/2021,Nanopore_MinION,2021-04-17,SRP320917,WWTP2
SRR14621218,400 bp,WGS,474,366025009,PRJNA731975,SAMN19304095,Metagenome or environmental,334931520,UNIVERSITY OF BRITISH COLUMBIA,2021-04-17,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",14,SRX10962354,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0417_NB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk14_400bp_17/04/2021,Nanopore_MinION,2021-04-17,SRP320917,WWTP1
SRR14621219,400 bp,WGS,496,119075181,PRJNA731975,SAMN19304094,Metagenome or environmental,109631921,UNIVERSITY OF BRITISH COLUMBIA,2021-04-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",13,SRX10962353,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0411_NB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk13_400bp_11/04/2021,Nanopore_MinION,2021-04-11,SRP320917,WWTP5
SRR14621220,400 bp,WGS,477,63147437,PRJNA731975,SAMN19304093,Metagenome or environmental,58044870,UNIVERSITY OF BRITISH COLUMBIA,2021-04-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",13,SRX10962352,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0411_NB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk13_400bp_11/04/2021,Nanopore_MinION,2021-04-11,SRP320917,WWTP4
SRR14621221,400 bp,WGS,484,148067553,PRJNA731975,SAMN19304092,Metagenome or environmental,136051333,UNIVERSITY OF BRITISH COLUMBIA,2021-04-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",13,SRX10962351,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0411_NB4,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk13_400bp_11/04/2021,Nanopore_MinION,2021-04-11,SRP320917,WWTP3
SRR14621222,400 bp,WGS,475,221278938,PRJNA731975,SAMN19304091,Metagenome or environmental,202184842,UNIVERSITY OF BRITISH COLUMBIA,2021-04-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",13,SRX10962350,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0411_NB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk13_400bp_11/04/2021,Nanopore_MinION,2021-04-11,SRP320917,WWTP2
SRR14621223,400 bp,WGS,482,202498961,PRJNA731975,SAMN19304090,Metagenome or environmental,185767632,UNIVERSITY OF BRITISH COLUMBIA,2021-04-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",13,SRX10962349,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0411_NB1,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk13_400bp_11/04/2021,Nanopore_MinION,2021-04-11,SRP320917,WWTP1
SRR14621224,150 bp,WGS,302,185669600,PRJNA731975,SAMN19304045,Metagenome or environmental,99813476,UNIVERSITY OF BRITISH COLUMBIA,2021-04-12,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",9,SRX10962348,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0412_NEB6,PAIRED,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk9_150bp_12/04/2021,Illumina_MiSeq v2 2x150bp,2021-04-12,SRP320917,WWTP3
SRR14621225,400 bp,WGS,484,115477262,PRJNA731975,SAMN19304089,Metagenome or environmental,106262617,UNIVERSITY OF BRITISH COLUMBIA,2021-04-05,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",12,SRX10962347,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0405_NB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk12_400bp_05/04/2021,Nanopore_MinION,2021-04-05,SRP320917,WWTP5
SRR14621226,400 bp,WGS,470,111511925,PRJNA731975,SAMN19304088,Metagenome or environmental,102450773,UNIVERSITY OF BRITISH COLUMBIA,2021-04-05,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",12,SRX10962346,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0405_NB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk12_400bp_05/04/2021,Nanopore_MinION,2021-04-05,SRP320917,WWTP4
SRR14621227,400 bp,WGS,462,193364240,PRJNA731975,SAMN19304087,Metagenome or environmental,177565587,UNIVERSITY OF BRITISH COLUMBIA,2021-04-05,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12,SRX10962345,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0405_NB4,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk12_400bp_05/04/2021,Nanopore_MinION,2021-04-05,SRP320917,WWTP3
SRR14621228,400 bp,WGS,475,320991640,PRJNA731975,SAMN19304086,Metagenome or environmental,293253892,UNIVERSITY OF BRITISH COLUMBIA,2021-04-05,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",12,SRX10962344,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0405_NB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk12_400bp_05/04/2021,Nanopore_MinION,2021-04-05,SRP320917,WWTP2
SRR14621229,400 bp,WGS,481,164703474,PRJNA731975,SAMN19304085,Metagenome or environmental,151145600,UNIVERSITY OF BRITISH COLUMBIA,2021-04-05,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",12,SRX10962343,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0405_NB1,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk12_400bp_05/04/2021,Nanopore_MinION,2021-04-05,SRP320917,WWTP1
SRR14621230,400 bp,WGS,491,336871340,PRJNA731975,SAMN19304084,Metagenome or environmental,307718524,UNIVERSITY OF BRITISH COLUMBIA,2021-03-28,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",11,SRX10962342,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0328_NB6,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk11_400bp_28/03/2021,Nanopore_MinION,2021-03-28,SRP320917,WWTP5
SRR14621231,400 bp,WGS,478,329378321,PRJNA731975,SAMN19304083,Metagenome or environmental,301972564,UNIVERSITY OF BRITISH COLUMBIA,2021-03-28,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",11,SRX10962341,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0328_NB4,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk11_400bp_28/03/2021,Nanopore_MinION,2021-03-28,SRP320917,WWTP4
SRR14621232,400 bp,WGS,472,138087410,PRJNA731975,SAMN19304082,Metagenome or environmental,126998036,UNIVERSITY OF BRITISH COLUMBIA,2021-03-28,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",11,SRX10962340,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0328_NB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk11_400bp_28/03/2021,Nanopore_MinION,2021-03-28,SRP320917,WWTP3
SRR14621233,400 bp,WGS,470,73252594,PRJNA731975,SAMN19304081,Metagenome or environmental,67272262,UNIVERSITY OF BRITISH COLUMBIA,2021-03-28,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",11,SRX10962339,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0328_NB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk11_400bp_28/03/2021,Nanopore_MinION,2021-03-28,SRP320917,WWTP2
SRR14621234,400 bp,WGS,488,302332901,PRJNA731975,SAMN19304080,Metagenome or environmental,275819005,UNIVERSITY OF BRITISH COLUMBIA,2021-03-28,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",11,SRX10962338,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0328_NB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk11_400bp_28/03/2021,Nanopore_MinION,2021-03-28,SRP320917,WWTP1
SRR14621235,150 bp,WGS,302,506788918,PRJNA731975,SAMN19304044,Metagenome or environmental,268188528,UNIVERSITY OF BRITISH COLUMBIA,2021-04-12,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",9,SRX10962337,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0412_NEB3,PAIRED,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk9_150bp_12/04/2021,Illumina_MiSeq v2 2x150bp,2021-04-12,SRP320917,WWTP2
SRR14621236,400 bp,WGS,514,445147111,PRJNA731975,SAMN19304079,Metagenome or environmental,406388743,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",10,SRX10962336,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0320_NB6,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk10_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP5
SRR14621237,400 bp,WGS,489,417618735,PRJNA731975,SAMN19304078,Metagenome or environmental,383345846,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",10,SRX10962335,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0320_NB4,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk10_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP4
SRR14621238,400 bp,WGS,492,194897054,PRJNA731975,SAMN19304077,Metagenome or environmental,179077660,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",10,SRX10962334,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0320_NB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk10_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP3
SRR14621239,400 bp,WGS,502,118340821,PRJNA731975,SAMN19304076,Metagenome or environmental,108522108,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",10,SRX10962333,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0320_NB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk10_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP2
SRR14621240,400 bp,WGS,490,401626905,PRJNA731975,SAMN19304075,Metagenome or environmental,366415899,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",10,SRX10962332,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0320_NB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk10_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP1
SRR14621241,400 bp,WGS,441,277608708,PRJNA731975,SAMN19304074,Metagenome or environmental,254344790,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",10,SRX10962331,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,primary sludge,not collected,run0320_NB11,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-PS_Wk10_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP2
SRR14621242,400 bp,WGS,437,160121754,PRJNA731975,SAMN19304073,Metagenome or environmental,146507641,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",10,SRX10962330,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,primary sludge,not collected,run0320_NB9,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-PS_Wk10_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP1
SRR14621243,400 bp,WGS,514,448313848,PRJNA731975,SAMN19304072,Metagenome or environmental,410729254,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",9,SRX10962329,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB11,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk9_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP5
SRR14621244,400 bp,WGS,494,351927546,PRJNA731975,SAMN19304071,Metagenome or environmental,322584706,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",9,SRX10962328,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB9,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk9_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP4
SRR14621245,400 bp,WGS,448,244234674,PRJNA731975,SAMN19304070,Metagenome or environmental,225272572,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",9,SRX10962327,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB10,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk9_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP3
SRR14621246,150 bp,WGS,302,467743942,PRJNA731975,SAMN19304043,Metagenome or environmental,249768990,UNIVERSITY OF BRITISH COLUMBIA,2021-04-12,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",9,SRX10962326,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,primary sludge,not collected,run0412_NEB10,PAIRED,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-PS_Wk9_150bp_12/04/2021,Illumina_MiSeq v2 2x150bp,2021-04-12,SRP320917,WWTP1
SRR14621247,400 bp,WGS,490,233593967,PRJNA731975,SAMN19304069,Metagenome or environmental,215266405,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",9,SRX10962325,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB8,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk9_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP2
SRR14621248,400 bp,WGS,492,365178011,PRJNA731975,SAMN19304068,Metagenome or environmental,335942953,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",9,SRX10962324,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB7,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk9_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP1
SRR14621249,400 bp,WGS,404,202401326,PRJNA731975,SAMN19304067,Metagenome or environmental,186446228,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",9,SRX10962323,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,primary sludge,not collected,run0320_NB10,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-PS_Wk9_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP2
SRR14621250,400 bp,WGS,440,172468735,PRJNA731975,SAMN19304066,Metagenome or environmental,158884307,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",9,SRX10962322,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,primary sludge,not collected,run0320_NB8,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-PS_Wk9_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP1
SRR14621251,400 bp,WGS,499,206551537,PRJNA731975,SAMN19304065,Metagenome or environmental,188973690,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",8,SRX10962321,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB11,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk8_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP5
SRR14621252,400 bp,WGS,456,179062583,PRJNA731975,SAMN19304064,Metagenome or environmental,163806166,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",8,SRX10962320,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB9,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk8_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP4
SRR14621253,400 bp,WGS,479,136167816,PRJNA731975,SAMN19304063,Metagenome or environmental,125128654,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",8,SRX10962319,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB10,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk8_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP3
SRR14621254,400 bp,WGS,468,149940528,PRJNA731975,SAMN19304062,Metagenome or environmental,137835364,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",8,SRX10962318,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB8,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk8_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP2
SRR14621255,400 bp,WGS,433,159181747,PRJNA731975,SAMN19304061,Metagenome or environmental,146395470,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",8,SRX10962317,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB7,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk8_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP1
SRR14621256,400 bp,WGS,442,158350465,PRJNA731975,SAMN19304060,Metagenome or environmental,145521636,UNIVERSITY OF BRITISH COLUMBIA,2021-03-20,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",8,SRX10962316,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,primary sludge,not collected,run0320_NB7,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-PS_Wk8_400bp_20/03/2021,Nanopore_MinION,2021-03-20,SRP320917,WWTP1
SRR14621257,150 bp,WGS,302,429259478,PRJNA731975,SAMN19304042,Metagenome or environmental,228323373,UNIVERSITY OF BRITISH COLUMBIA,2021-04-12,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",8,SRX10962315,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,primary sludge,not collected,run0412_NEB9,PAIRED,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-PS_Wk8_150bp_12/04/2021,Illumina_MiSeq v2 2x150bp,2021-04-12,SRP320917,WWTP1
SRR14621258,400 bp,WGS,414,186904737,PRJNA731975,SAMN19304059,Metagenome or environmental,171044127,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",7,SRX10962314,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB6,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk7_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP5
