Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,name_of_the_sampling_site,Organism,Platform,population_size_of_the_catchment_area,ReleaseDate,create_date,version,Sample Name,Sample_name,sample_storage_temperature,sample_storage_time,sampling_time_point,Scientific_Name,sewage_type,SRA Study,Submitter_Id,surveillance_target,geographic_location_(latitude),geographic_location_(longitude)
ERR12330911,AMPLICON,174,700507666,PRJEB61810,SAMEA114705213,410856144,UPPSALA UNIVERSITY,2023-03-07,public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707787,SAMEA114705213,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-10,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705213,Sickla-10,4,1,2023-03-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-10,SARS-CoV-2,59.31,18.11
ERR12330912,AMPLICON,188,805751840,PRJEB61810,SAMEA114705214,458939923,UPPSALA UNIVERSITY,2023-03-14,public,"run.zq,bam,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707788,SAMEA114705214,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-11,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705214,Sickla-11,4,1,2023-03-14,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-11,SARS-CoV-2,59.31,18.11
ERR12330913,AMPLICON,187,774403632,PRJEB61810,SAMEA114705215,438926785,UPPSALA UNIVERSITY,2023-03-21,public,"sra,bam,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707789,SAMEA114705215,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-12,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705215,Sickla-12,4,1,2023-03-21,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-12,SARS-CoV-2,59.31,18.11
ERR12330914,AMPLICON,176,288312478,PRJEB61810,SAMEA114705216,162765404,UPPSALA UNIVERSITY,2023-03-28,public,"sra,run.zq,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707790,SAMEA114705216,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-13,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T02:28:00Z,1,SAMEA114705216,Sickla-13,4,1,2023-03-28,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-13,SARS-CoV-2,59.31,18.11
ERR12330915,AMPLICON,182,888965636,PRJEB61810,SAMEA114705217,501348936,UPPSALA UNIVERSITY,2023-04-04,public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707791,SAMEA114705217,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-14,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T02:40:00Z,1,SAMEA114705217,Sickla-14,4,1,2023-04-04,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-14,SARS-CoV-2,59.31,18.11
ERR12330916,AMPLICON,181,1046073857,PRJEB61810,SAMEA114705218,594406406,UPPSALA UNIVERSITY,2023-04-11,public,"sra,run.zq,bam","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707792,SAMEA114705218,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-15,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T02:30:00Z,1,SAMEA114705218,Sickla-15,4,1,2023-04-11,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-15,SARS-CoV-2,59.31,18.11
ERR12330917,AMPLICON,179,940602869,PRJEB61810,SAMEA114705219,533795016,UPPSALA UNIVERSITY,2023-04-18,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707793,SAMEA114705219,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-16,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T05:00:00Z,1,SAMEA114705219,Sickla-16,4,1,2023-04-18,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-16,SARS-CoV-2,59.31,18.11
ERR12330918,AMPLICON,181,1390039291,PRJEB61810,SAMEA114705220,788619832,UPPSALA UNIVERSITY,2023-04-25,public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707794,SAMEA114705220,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-17,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T02:43:00Z,1,SAMEA114705220,Sickla-17,4,1,2023-04-25,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-17,SARS-CoV-2,59.31,18.11
ERR12330919,AMPLICON,164,790066408,PRJEB61810,SAMEA114705221,446714003,UPPSALA UNIVERSITY,2023-05-02,public,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707795,SAMEA114705221,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-18,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-04T22:59:00Z,1,SAMEA114705221,Sickla-18,4,1,2023-05-02,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-18,SARS-CoV-2,59.31,18.11
ERR12330920,AMPLICON,183,1667351301,PRJEB61810,SAMEA114705222,941268415,UPPSALA UNIVERSITY,2023-05-09,public,"sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707796,SAMEA114705222,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-19,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-06T02:34:00Z,1,SAMEA114705222,Sickla-19,4,1,2023-05-09,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-19,SARS-CoV-2,59.31,18.11
ERR12330921,AMPLICON,178,975643078,PRJEB61810,SAMEA114705223,587912874,UPPSALA UNIVERSITY,2023-05-16,public,"bam,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:42Z,2023-11-30,2023-11-30T20:54:42Z,ERX11707797,SAMEA114705223,Sweden,Europe,Sweden,Henriksdals reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:42Z,2023-11-30T20:54:42Z,public,Ion Torrent S5 XL,metagenome,Sickla-20,SINGLE,RT-PCR,METAGENOMIC,Sickla inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,490200,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705223,Sickla-20,4,1,2023-05-16,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Sickla-20,SARS-CoV-2,59.31,18.11
ERR12330922,AMPLICON,190,868005944,PRJEB61810,SAMEA114705225,502611217,UPPSALA UNIVERSITY,2023-01-03,public,"bam,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707798,SAMEA114705225,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-1,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-06T02:33:00Z,1,SAMEA114705225,Hässelby-1,4,1,2023-01-03,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-1,SARS-CoV-2,59.35,17.97
ERR12330923,AMPLICON,183,774610599,PRJEB61810,SAMEA114705226,467186924,UPPSALA UNIVERSITY,2023-01-10,public,"run.zq,sra,bam","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707799,SAMEA114705226,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-02,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T04:56:00Z,1,SAMEA114705226,Hässelby-2,4,1,2023-01-10,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-2,SARS-CoV-2,59.35,17.97
ERR12330924,AMPLICON,166,719097273,PRJEB61810,SAMEA114705227,412735279,UPPSALA UNIVERSITY,2023-01-17,public,"sra,bam,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707800,SAMEA114705227,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-03,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T02:40:00Z,1,SAMEA114705227,Hässelby-3,4,1,2023-01-17,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-3,SARS-CoV-2,59.35,17.97
ERR12330925,AMPLICON,185,975665831,PRJEB61810,SAMEA114705228,544128652,UPPSALA UNIVERSITY,2023-01-24,public,"sra,run.zq,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707801,SAMEA114705228,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-04,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705228,Hässelby-04,4,1,2023-01-24,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-04,SARS-CoV-2,59.35,17.97
ERR12330927,AMPLICON,172,982913447,PRJEB61810,SAMEA114705230,541076472,UPPSALA UNIVERSITY,2023-02-07,public,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707803,SAMEA114705230,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-06,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T04:56:00Z,1,SAMEA114705230,Hässelby-06,4,1,2023-02-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-06,SARS-CoV-2,59.35,17.97
ERR12330929,AMPLICON,185,816504167,PRJEB61810,SAMEA114705232,466195264,UPPSALA UNIVERSITY,2023-02-21,public,"run.zq,sra,bam","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707805,SAMEA114705232,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-08,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705232,Hässelby-08,4,1,2023-02-21,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-08,SARS-CoV-2,59.35,17.97
ERR12330930,AMPLICON,174,653281446,PRJEB61810,SAMEA114705233,367656250,UPPSALA UNIVERSITY,2023-02-28,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707806,SAMEA114705233,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-09,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T06:12:00Z,1,SAMEA114705233,Hässelby-09,4,1,2023-02-28,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-09,SARS-CoV-2,59.35,17.97
ERR12330931,AMPLICON,179,716337881,PRJEB61810,SAMEA114705234,418467258,UPPSALA UNIVERSITY,2023-03-07,public,"sra,bam,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707807,SAMEA114705234,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-10,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T04:56:00Z,1,SAMEA114705234,Hässelby-10,4,1,2023-03-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-10,SARS-CoV-2,59.35,17.97
ERR12330932,AMPLICON,184,768938508,PRJEB61810,SAMEA114705235,438359691,UPPSALA UNIVERSITY,2023-03-14,public,"sra,bam,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707808,SAMEA114705235,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-11,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705235,Hässelby-11,4,1,2023-03-14,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-11,SARS-CoV-2,59.35,17.97
ERR12330934,AMPLICON,175,2894924575,PRJEB61810,SAMEA114705237,1594189649,UPPSALA UNIVERSITY,2023-03-28,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707810,SAMEA114705237,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-13,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-04T23:21:00Z,1,SAMEA114705237,Hässelby-13,4,1,2023-03-28,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-13,SARS-CoV-2,59.35,17.97
ERR12330935,AMPLICON,183,847873765,PRJEB61810,SAMEA114705238,473060054,UPPSALA UNIVERSITY,2023-04-04,public,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707811,SAMEA114705238,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-14,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705238,Hässelby-14,4,1,2023-04-04,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-14,SARS-CoV-2,59.35,17.97
ERR12330936,AMPLICON,180,1134139081,PRJEB61810,SAMEA114705239,644690536,UPPSALA UNIVERSITY,2023-04-11,public,"sra,run.zq,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707812,SAMEA114705239,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-15,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T02:43:00Z,1,SAMEA114705239,Hässelby-15,4,1,2023-04-11,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-15,SARS-CoV-2,59.35,17.97
ERR12330938,AMPLICON,170,875256355,PRJEB61810,SAMEA114705241,503991607,UPPSALA UNIVERSITY,2023-04-25,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707814,SAMEA114705241,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-17,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T06:15:00Z,1,SAMEA114705241,Hässelby-17,4,1,2023-04-25,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-17,SARS-CoV-2,59.35,17.97
ERR12330940,AMPLICON,173,1232396258,PRJEB61810,SAMEA114705243,690064210,UPPSALA UNIVERSITY,2023-05-09,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707816,SAMEA114705243,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-19,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-04T22:58:00Z,1,SAMEA114705243,Hässelby-19,4,1,2023-05-09,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-19,SARS-CoV-2,59.35,17.97
ERR12330941,AMPLICON,179,1033106013,PRJEB61810,SAMEA114705244,581266607,UPPSALA UNIVERSITY,2023-05-16,public,"run.zq,bam,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707817,SAMEA114705244,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-20,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T18:25:00Z,1,SAMEA114705244,Hässelby-20,4,1,2023-05-16,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-20,SARS-CoV-2,59.35,17.97
ERR12330942,AMPLICON,185,1077485712,PRJEB61810,SAMEA114705245,608370565,UPPSALA UNIVERSITY,2023-05-23,public,"run.zq,sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707818,SAMEA114705245,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,HÃ¤sselby-21,SINGLE,RT-PCR,METAGENOMIC,Hässelby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,125800,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705245,Hässelby-21,4,1,2023-05-23,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Hässelby-21,SARS-CoV-2,59.35,17.97
ERR12330945,AMPLICON,184,1111441958,PRJEB61810,SAMEA114705248,629689534,UPPSALA UNIVERSITY,2023-01-17,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707821,SAMEA114705248,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-03,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T06:13:00Z,1,SAMEA114705248,Järva-3,4,1,2023-01-17,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-3,SARS-CoV-2,59.35,17.97
