Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,Collection_Date,collector_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,library_preparation_date (exp),LibraryLayout,LibrarySelection,LibrarySource,name_of_the_sampling_site,nucleic_acid_amplification,nucleic_acid_extraction,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,sewage_type,SRA Study,Submitter_Id,surveillance_target
ERR7565781,AMPLICON,600,327613800,PRJEB48206,SAMEA11458663,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",180935450,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-07,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136373,SAMEA11458663,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458663,iRun105_BC08,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC08,2697049
ERR7565782,AMPLICON,600,228302400,PRJEB48206,SAMEA11458664,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",126538285,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-07,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136374,SAMEA11458664,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan-Zuidplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan-Zuidplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458664,iRun105_BC09,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC09,2697049
ERR7565783,AMPLICON,600,223393200,PRJEB48206,SAMEA11458665,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",124078738,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-07,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136375,SAMEA11458665,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458665,iRun105_BC10,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC10,2697049
ERR7565784,AMPLICON,600,287698800,PRJEB48206,SAMEA11458666,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",159498149,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-07,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136376,SAMEA11458666,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458666,iRun105_BC11,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC11,2697049
ERR7565785,AMPLICON,600,210271800,PRJEB48206,SAMEA11458667,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",116646591,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-07,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136377,SAMEA11458667,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458667,iRun105_BC12,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC12,2697049
ERR7565786,AMPLICON,600,230583000,PRJEB48206,SAMEA11458668,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",129550517,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136378,SAMEA11458668,Netherlands,Europe,Netherlands,"Rotterdam\, Total Dokhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Total Dokhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458668,iRun105_BC13,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC13,2697049
ERR7565787,AMPLICON,600,215398800,PRJEB48206,SAMEA11458669,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",120632643,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136379,SAMEA11458669,Netherlands,Europe,Netherlands,"Rotterdam\, Ommoord",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Ommoord,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458669,iRun105_BC14,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC14,2697049
ERR7565788,AMPLICON,600,259640400,PRJEB48206,SAMEA11458670,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",146985182,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136380,SAMEA11458670,Netherlands,Europe,Netherlands,"Rotterdam\, Katendrecht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Katendrecht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458670,iRun105_BC15,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC15,2697049
ERR7565789,AMPLICON,600,261807600,PRJEB48206,SAMEA11458671,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",147133652,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136381,SAMEA11458671,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458671,iRun105_BC16,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC16,2697049
ERR7565790,AMPLICON,600,301080600,PRJEB48206,SAMEA11458672,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",168522943,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136382,SAMEA11458672,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan-Zuidplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan-Zuidplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458672,iRun105_BC17,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC17,2697049
ERR7565791,AMPLICON,600,312592200,PRJEB48206,SAMEA11458673,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",174054753,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136383,SAMEA11458673,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458673,iRun105_BC18,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC18,2697049
ERR7565792,AMPLICON,600,255403800,PRJEB48206,SAMEA11458674,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",142674348,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136384,SAMEA11458674,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458674,iRun105_BC19,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC19,2697049
ERR7565793,AMPLICON,600,248754600,PRJEB48206,SAMEA11458675,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",136816368,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-10,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136385,SAMEA11458675,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458675,iRun105_BC20,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC20,2697049
ERR7565794,AMPLICON,600,259251000,PRJEB48206,SAMEA11458676,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",145351756,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136386,SAMEA11458676,Netherlands,Europe,Netherlands,"Rotterdam\, Total Dokhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Total Dokhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458676,iRun105_BC21,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC21,2697049
ERR7565795,AMPLICON,600,225722400,PRJEB48206,SAMEA11458677,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",125794438,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136387,SAMEA11458677,Netherlands,Europe,Netherlands,"Rotterdam\, Katendrecht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:47Z,2023-03-01T08:19:47Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Katendrecht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458677,iRun105_BC22,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC22,2697049
ERR7565796,AMPLICON,600,254321400,PRJEB48206,SAMEA11458678,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",142456186,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136388,SAMEA11458678,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458678,iRun105_BC23,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC23,2697049
ERR7565797,AMPLICON,600,312174000,PRJEB48206,SAMEA11458679,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",172502147,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136389,SAMEA11458679,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan-Zuidplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan-Zuidplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458679,iRun105_BC24,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC24,2697049
ERR7565798,AMPLICON,600,318024000,PRJEB48206,SAMEA11458680,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",176435105,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136390,SAMEA11458680,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458680,iRun105_BC25,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC25,2697049
ERR7565799,AMPLICON,600,250934400,PRJEB48206,SAMEA11458681,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",138263406,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136391,SAMEA11458681,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458681,iRun105_BC26,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC26,2697049
ERR7565800,AMPLICON,600,222425400,PRJEB48206,SAMEA11458682,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",124944497,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136392,SAMEA11458682,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458682,iRun105_BC27,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC27,2697049
ERR7565801,AMPLICON,600,250198200,PRJEB48206,SAMEA11458683,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",139294410,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-05-12,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136393,SAMEA11458683,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:43Z,2023-03-01T08:18:43Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:35:00Z,1,SAMEA11458683,iRun105_BC28,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun105_BC28,2697049
