Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sample_ID
SRR23343313,AMPLICON,70,281026691,PRJNA931732,SAMN33097166,SARS-CoV-2: wastewater surveillance,116510262,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-04,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285212,India,Asia,India: Pune,NextSeq 550,wastewater,IP08118,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP08118,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-13,
SRR23343314,AMPLICON,70,332308491,PRJNA931732,SAMN33097165,SARS-CoV-2: wastewater surveillance,138318888,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-04,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285211,India,Asia,India: Pune,NextSeq 550,wastewater,IP08117,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08117,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-411,
SRR23343315,AMPLICON,70,348490416,PRJNA931732,SAMN33097164,SARS-CoV-2: wastewater surveillance,143799547,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-04,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285210,India,Asia,India: Pune,NextSeq 550,wastewater,IP08115,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP08115,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-147,
SRR23343316,AMPLICON,70,392343293,PRJNA931732,SAMN33097083,SARS-CoV-2: wastewater surveillance,166671336,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-24,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285209,India,Asia,India: Pune,NextSeq 550,wastewater,IP05142,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP05142,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-314,
SRR23343317,AMPLICON,70,332230819,PRJNA931732,SAMN33097163,SARS-CoV-2: wastewater surveillance,138042818,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-06,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285208,India,Asia,India: Pune,NextSeq 550,wastewater,IP08114,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP08114,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-235,
SRR23343318,AMPLICON,70,344029881,PRJNA931732,SAMN33097162,SARS-CoV-2: wastewater surveillance,141865856,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285207,India,Asia,India: Pune,NextSeq 550,wastewater,IP08113,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP08113,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-412,
SRR23343319,AMPLICON,70,322234808,PRJNA931732,SAMN33097161,SARS-CoV-2: wastewater surveillance,133249746,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-05,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285206,India,Asia,India: Pune,NextSeq 550,wastewater,IP08112,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP08112,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-59,
SRR23343320,AMPLICON,70,347938957,PRJNA931732,SAMN33097160,SARS-CoV-2: wastewater surveillance,144677988,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285205,India,Asia,India: Pune,NextSeq 550,wastewater,IP08111,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08111,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-191,
SRR23343321,AMPLICON,70,383459672,PRJNA931732,SAMN33097159,SARS-CoV-2: wastewater surveillance,157976623,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285204,India,Asia,India: Pune,NextSeq 550,wastewater,IP08110,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08110,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-60,
SRR23343322,AMPLICON,70,407968384,PRJNA931732,SAMN33097158,SARS-CoV-2: wastewater surveillance,169240291,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285203,India,Asia,India: Pune,NextSeq 550,wastewater,IP08108,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08108,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-236,
SRR23343323,AMPLICON,70,354361132,PRJNA931732,SAMN33097157,SARS-CoV-2: wastewater surveillance,143696897,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285202,India,Asia,India: Pune,NextSeq 550,wastewater,IP08107,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08107,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-370,
SRR23343324,AMPLICON,71,653650090,PRJNA931732,SAMN33097156,SARS-CoV-2: wastewater surveillance,278120968,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-31,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285201,India,Asia,India: Pune,NextSeq 550,wastewater,IP08008,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08008,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-278,
SRR23343325,AMPLICON,71,572169790,PRJNA931732,SAMN33097155,SARS-CoV-2: wastewater surveillance,244080396,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-03,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285200,India,Asia,India: Pune,NextSeq 550,wastewater,IP08007,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:09:00Z,1,IP08007,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-189,
SRR23343326,AMPLICON,70,578827350,PRJNA931732,SAMN33097154,SARS-CoV-2: wastewater surveillance,251274218,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-29,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285199,India,Asia,India: Pune,NextSeq 550,wastewater,IP08006,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08006,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-277,
SRR23343327,AMPLICON,70,365476127,PRJNA931732,SAMN33097082,SARS-CoV-2: wastewater surveillance,152400721,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285198,India,Asia,India: Pune,NextSeq 550,wastewater,IP05139,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP05139,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-359,
SRR23343328,AMPLICON,70,664303024,PRJNA931732,SAMN33097153,SARS-CoV-2: wastewater surveillance,289110026,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-30,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285197,India,Asia,India: Pune,NextSeq 550,wastewater,IP08005,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP08005,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-188,
SRR23343329,AMPLICON,70,367484265,PRJNA931732,SAMN33097152,SARS-CoV-2: wastewater surveillance,151926795,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285196,India,Asia,India: Pune,NextSeq 550,wastewater,IP07472,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP07472,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-56,
SRR23343330,AMPLICON,70,386955280,PRJNA931732,SAMN33097151,SARS-CoV-2: wastewater surveillance,159849382,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-23,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285195,India,Asia,India: Pune,NextSeq 550,wastewater,IP07471,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07471,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-10,
SRR23343331,AMPLICON,70,381917973,PRJNA931732,SAMN33097150,SARS-CoV-2: wastewater surveillance,154575255,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-24,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285194,India,Asia,India: Pune,NextSeq 550,wastewater,IP07470,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07470,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-276,
SRR23343332,AMPLICON,70,375544510,PRJNA931732,SAMN33097149,SARS-CoV-2: wastewater surveillance,154259148,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285193,India,Asia,India: Pune,NextSeq 550,wastewater,IP07469,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07469,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-319,
SRR23343333,AMPLICON,70,363740011,PRJNA931732,SAMN33097148,SARS-CoV-2: wastewater surveillance,150115725,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-18,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285192,India,Asia,India: Pune,NextSeq 550,wastewater,IP07468,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07468,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-224,
SRR23343334,AMPLICON,70,360078244,PRJNA931732,SAMN33097147,SARS-CoV-2: wastewater surveillance,148894659,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-09,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285191,India,Asia,India: Pune,NextSeq 550,wastewater,IP07467,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07467,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-93,
SRR23343335,AMPLICON,70,384888973,PRJNA931732,SAMN33097146,SARS-CoV-2: wastewater surveillance,157149447,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-24,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285190,India,Asia,India: Pune,NextSeq 550,wastewater,IP07466,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07466,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-144,
SRR23343336,AMPLICON,70,391063083,PRJNA931732,SAMN33097145,SARS-CoV-2: wastewater surveillance,161303146,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285189,India,Asia,India: Pune,NextSeq 550,wastewater,IP07464,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07464,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-366,
SRR23343337,AMPLICON,70,405177673,PRJNA931732,SAMN33097144,SARS-CoV-2: wastewater surveillance,166738923,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285188,India,Asia,India: Pune,NextSeq 550,wastewater,IP07462,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07462,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-187,
SRR23343338,AMPLICON,70,457064677,PRJNA931732,SAMN33097081,SARS-CoV-2: wastewater surveillance,192978452,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-24,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285187,India,Asia,India: Pune,NextSeq 550,wastewater,IP05137,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:09:00Z,1,IP05137,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-270,
SRR23343339,AMPLICON,70,383458404,PRJNA931732,SAMN33097143,SARS-CoV-2: wastewater surveillance,158923509,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285186,India,Asia,India: Pune,NextSeq 550,wastewater,IP07460,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07460,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-55,
SRR23343340,AMPLICON,70,442099337,PRJNA931732,SAMN33097142,SARS-CoV-2: wastewater surveillance,183969314,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-23,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285185,India,Asia,India: Pune,NextSeq 550,wastewater,IP07459,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07459,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-100,
SRR23343341,AMPLICON,70,336452255,PRJNA931732,SAMN33097141,SARS-CoV-2: wastewater surveillance,139379980,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285184,India,Asia,India: Pune,NextSeq 550,wastewater,IP07457,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07457,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-11,
SRR23343342,AMPLICON,70,396761144,PRJNA931732,SAMN33097140,SARS-CoV-2: wastewater surveillance,162662509,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285183,India,Asia,India: Pune,NextSeq 550,wastewater,IP07456,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07456,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-275,
SRR23343343,AMPLICON,70,374791253,PRJNA931732,SAMN33097139,SARS-CoV-2: wastewater surveillance,151544731,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-24,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285182,India,Asia,India: Pune,NextSeq 550,wastewater,IP07454,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07454,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-320,
SRR23343344,AMPLICON,70,376692620,PRJNA931732,SAMN33097138,SARS-CoV-2: wastewater surveillance,153426602,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-02,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285181,India,Asia,India: Pune,NextSeq 550,wastewater,IP07453,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07453,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-92,
SRR23343345,AMPLICON,70,387921362,PRJNA931732,SAMN33097137,SARS-CoV-2: wastewater surveillance,158912489,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285180,India,Asia,India: Pune,NextSeq 550,wastewater,IP07452,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07452,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-409,
SRR23343346,AMPLICON,70,337820073,PRJNA931732,SAMN33097136,SARS-CoV-2: wastewater surveillance,140153025,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-23,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285179,India,Asia,India: Pune,NextSeq 550,wastewater,IP07450,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07450,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-231,
SRR23343347,AMPLICON,70,267377896,PRJNA931732,SAMN33097135,SARS-CoV-2: wastewater surveillance,115397896,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-23,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285178,India,Asia,India: Pune,NextSeq 550,wastewater,IP07447,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP07447,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-186,
SRR23343348,AMPLICON,71,329988585,PRJNA931732,SAMN33097134,SARS-CoV-2: wastewater surveillance,136123708,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285177,India,Asia,India: Pune,NextSeq 550,wastewater,IP07446,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07446,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-145,
SRR23343349,AMPLICON,70,457237821,PRJNA931732,SAMN33097080,SARS-CoV-2: wastewater surveillance,192582984,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285176,India,Asia,India: Pune,NextSeq 550,wastewater,IP05136,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP05136,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-49,
SRR23343350,AMPLICON,70,338625060,PRJNA931732,SAMN33097133,SARS-CoV-2: wastewater surveillance,139312589,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-24,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285175,India,Asia,India: Pune,NextSeq 550,wastewater,IP07445,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07445,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-408,
SRR23343351,AMPLICON,70,378911689,PRJNA931732,SAMN33097132,SARS-CoV-2: wastewater surveillance,155701041,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285174,India,Asia,India: Pune,NextSeq 550,wastewater,IP07441,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07441,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-365,
SRR23343352,AMPLICON,71,307224638,PRJNA931732,SAMN33097131,SARS-CoV-2: wastewater surveillance,126332377,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-11-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285173,India,Asia,India: Pune,NextSeq 550,wastewater,IP07440,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP07440,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-268,
SRR23343353,AMPLICON,69,280028239,PRJNA931732,SAMN33097095,SARS-CoV-2: wastewater surveillance,118677528,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19285172,India,Asia,India: Pune,NextSeq 550,wastewater,IP05894,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP05894,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-182,
SRR23343354,AMPLICON,70,442005366,PRJNA931732,SAMN33097283,SARS-CoV-2: wastewater surveillance,184344332,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19285171,India,Asia,India: Pune,NextSeq 550,wastewater,IP10756,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:08:00Z,1,IP10756,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-113,
SRR23343355,AMPLICON,69,227185689,PRJNA931732,SAMN33097282,SARS-CoV-2: wastewater surveillance,98625436,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19285170,India,Asia,India: Pune,NextSeq 550,wastewater,IP10755,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP10755,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-25,
SRR23343356,AMPLICON,69,221848535,PRJNA931732,SAMN33097281,SARS-CoV-2: wastewater surveillance,94347464,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19285169,India,Asia,India: Pune,NextSeq 550,wastewater,IP10753,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP10753,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-417,
SRR23343357,AMPLICON,69,205790118,PRJNA931732,SAMN33097280,SARS-CoV-2: wastewater surveillance,87489678,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19285168,India,Asia,India: Pune,NextSeq 550,wastewater,IP10752,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-05T09:07:00Z,1,IP10752,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-157,
