Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR15505138,AMPLICON,302,499521892,PRJNA741211,SAMN20813869,SARS-CoV-2: wastewater surveillance,167081039,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-28,public,"fastq,activ_sars2_vcf,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11804423,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,ET2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,ET2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505139,AMPLICON,302,686855512,PRJNA741211,SAMN20813868,SARS-CoV-2: wastewater surveillance,225649145,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-26,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX11804422,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,ER2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,ER2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505140,AMPLICON,302,492822626,PRJNA741211,SAMN20813867,SARS-CoV-2: wastewater surveillance,162391744,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-24,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX11804421,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EQ3,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EQ3,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505141,AMPLICON,302,755558398,PRJNA741211,SAMN20813866,SARS-CoV-2: wastewater surveillance,248591718,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-22,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX11804420,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EO3,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:27:00Z,1,EO3,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505142,AMPLICON,302,476439730,PRJNA741211,SAMN20813865,SARS-CoV-2: wastewater surveillance,156448729,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-20,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11804419,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EO1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EO1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505143,AMPLICON,302,339313912,PRJNA741211,SAMN20813864,SARS-CoV-2: wastewater surveillance,110660380,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-18,public,"fastq,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX11804418,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EN1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EN1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505144,AMPLICON,302,379103620,PRJNA741211,SAMN20813863,SARS-CoV-2: wastewater surveillance,123582199,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-16,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX11804417,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EL1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EL1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505145,AMPLICON,302,494043008,PRJNA741211,SAMN20813862,SARS-CoV-2: wastewater surveillance,161251091,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-14,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11804416,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EJ2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EJ2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505146,AMPLICON,302,600112052,PRJNA741211,SAMN20813861,SARS-CoV-2: wastewater surveillance,196279852,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-12,public,"run.zq,sra,fastq,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX11804415,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EI2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EI2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505147,AMPLICON,302,629319076,PRJNA741211,SAMN20813860,SARS-CoV-2: wastewater surveillance,207144128,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-10,public,"activ_sars2_vcf,sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11804414,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EG2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EG2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505148,AMPLICON,302,796092234,PRJNA741211,SAMN20813842,SARS-CoV-2: wastewater surveillance,264015164,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-05,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX11804413,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,DM1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:27:00Z,1,DM1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505149,AMPLICON,302,903043118,PRJNA741211,SAMN20813859,SARS-CoV-2: wastewater surveillance,294387614,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-08,public,"activ_sars2_vcf,run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX11804412,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EE4,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:27:00Z,1,EE4,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505150,AMPLICON,302,646623978,PRJNA741211,SAMN20813858,SARS-CoV-2: wastewater surveillance,211754894,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-06,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX11804411,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EE2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EE2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505151,AMPLICON,302,506020328,PRJNA741211,SAMN20813857,SARS-CoV-2: wastewater surveillance,169892140,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-04,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX11804410,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,ED1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,ED1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505152,AMPLICON,302,870569058,PRJNA741211,SAMN20813856,SARS-CoV-2: wastewater surveillance,283747516,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-02-02,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX11804409,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EC5,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:27:00Z,1,EC5,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505153,AMPLICON,302,454581574,PRJNA741211,SAMN20813855,SARS-CoV-2: wastewater surveillance,149499371,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-31,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11804408,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EC3,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EC3,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505154,AMPLICON,302,521796204,PRJNA741211,SAMN20813854,SARS-CoV-2: wastewater surveillance,171356563,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-29,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX11804407,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,EC1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,EC1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505155,AMPLICON,302,626269178,PRJNA741211,SAMN20813853,SARS-CoV-2: wastewater surveillance,208998366,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-27,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX11804406,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,DY2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,DY2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505156,AMPLICON,302,562385004,PRJNA741211,SAMN20813852,SARS-CoV-2: wastewater surveillance,184362694,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-25,public,"activ_sars2_vcf,fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX11804405,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,DX3,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,DX3,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505157,AMPLICON,302,608139816,PRJNA741211,SAMN20813851,SARS-CoV-2: wastewater surveillance,198939186,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-23,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX11804404,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,DX1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:27:00Z,1,DX1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505158,AMPLICON,302,347847224,PRJNA741211,SAMN20813850,SARS-CoV-2: wastewater surveillance,114121526,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-21,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX11804403,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,DW1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,DW1,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505159,AMPLICON,302,470327854,PRJNA741211,SAMN20813841,SARS-CoV-2: wastewater surveillance,156908771,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-03,public,"fastq,activ_sars2_vcf,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX11804402,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,DJ2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:26:00Z,1,DJ2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
SRR15505160,AMPLICON,302,780994650,PRJNA741211,SAMN20813840,SARS-CoV-2: wastewater surveillance,255708533,YALE SCHOOL OF PUBLIC HEALTH,Yale COVID-19 Wastewater Surveillance Project,2021-01-01,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX11804401,USA,North America,"USA: Connecticut\, New Haven",Illumina NovaSeq 6000,effluent pump of gravity thickener,DI2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,2021-08-31T00:00:00Z,2021-08-17T19:27:00Z,1,DI2,Yale SARS-CoV-2 Genomic Surveillance Initiative,SRP332940,200000,0,primary sludge,grab,yes,SARS-CoV-2
