Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,collection_site_id,concentration_method,extraction_control,extraction_method,project_name,purpose_of_ww_sampling,sequenced_by,ww_flow,ww_sample_site,ww_surv_target_1_extract,ww_surv_target_1_extract_unit,ww_surv_target_1_protocol,isolate
SRR18328685,WGS,305,39053181,PRJNA796340,SAMN24849700,SARS-CoV-2: wastewater surveillance,17792468,HOUSTON_WBE_SARS-COV-2,2021-03-22T00:00:00Z,public,"fastq,run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX14465504,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Imperial Valley,20210322_12,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210322_IV,SRP354595,16804,24,raw wastewater,composite,yes,SARS-CoV-119,Houston Water,IV,membrane filtration with addition of mgcl119,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328686,WGS,307,42351231,PRJNA796340,SAMN24849699,SARS-CoV-2: wastewater surveillance,19459478,HOUSTON_WBE_SARS-COV-2,2021-03-22T00:00:00Z,public,"fastq,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX14465503,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,WCID#47,20210322_11,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210322_47,SRP354595,33645,24,raw wastewater,composite,yes,SARS-CoV-118,Houston Water,47,membrane filtration with addition of mgcl118,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328689,WGS,306,126900792,PRJNA796340,SAMN24849766,SARS-CoV-2: wastewater surveillance,63897593,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX14465569,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Sims Bayou South,20210405_10,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210405_SS,SRP354595,109414,24,raw wastewater,composite,yes,SARS-CoV-185,Houston Water,SS,membrane filtration with addition of mgcl185,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328690,WGS,309,129061473,PRJNA796340,SAMN24849765,SARS-CoV-2: wastewater surveillance,64007609,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"fastq,activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX14465568,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,West District,20210405_9,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210405_WD,SRP354595,85129,24,raw wastewater,composite,yes,SARS-CoV-184,Houston Water,WD,membrane filtration with addition of mgcl184,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328692,WGS,309,119449434,PRJNA796340,SAMN24849763,SARS-CoV-2: wastewater surveillance,58283851,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"run.zq,fastq,activ_sars2_vcf,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX14465566,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Northeast,20210405_7,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:19:00Z,1,20210405_NE,SRP354595,33102,24,raw wastewater,composite,yes,SARS-CoV-182,Houston Water,NE,membrane filtration with addition of mgcl182,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328693,WGS,311,135389050,PRJNA796340,SAMN24849762,SARS-CoV-2: wastewater surveillance,66305678,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"run.zq,fastq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX14465565,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Sims Bayou North,20210405_6,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:19:00Z,1,20210405_SB,SRP354595,109414,24,raw wastewater,composite,yes,SARS-CoV-181,Houston Water,SB,membrane filtration with addition of mgcl181,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328694,WGS,313,104073213,PRJNA796340,SAMN24849761,SARS-CoV-2: wastewater surveillance,53103302,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX14465564,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Keegans Bayou,20210405_5,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210405_KB,SRP354595,124000,24,raw wastewater,composite,yes,SARS-CoV-180,Houston Water,KB,membrane filtration with addition of mgcl180,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328704,WGS,314,111443341,PRJNA796340,SAMN24849785,SARS-CoV-2: wastewater surveillance,58293481,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX14465554,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,69th Street,20210405_29,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_69,SRP354595,551150,24,raw wastewater,composite,yes,SARS-CoV-204,Houston Water,69,membrane filtration with addition of mgcl204,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328705,WGS,296,112855345,PRJNA796340,SAMN24849786,SARS-CoV-2: wastewater surveillance,58390537,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"fastq,activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX14465553,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Metro Central,20210405_30,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_MC,SRP354595,20161,24,raw wastewater,composite,yes,SARS-CoV-205,Houston Water,MC,membrane filtration with addition of mgcl205,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328708,WGS,303,127579083,PRJNA796340,SAMN24849788,SARS-CoV-2: wastewater surveillance,61115911,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX14465550,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,FWSD#23,20210405_32,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_23,SRP354595,40689,24,raw wastewater,composite,yes,SARS-CoV-207,Houston Water,23,membrane filtration with addition of mgcl207,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328709,WGS,297,125709865,PRJNA796340,SAMN24849789,SARS-CoV-2: wastewater surveillance,60727271,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX14465549,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Imperial Valley,20210405_33,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_IV,SRP354595,16804,24,raw wastewater,composite,yes,SARS-CoV-208,Houston Water,IV,membrane filtration with addition of mgcl208,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328710,WGS,297,122738310,PRJNA796340,SAMN24849790,SARS-CoV-2: wastewater surveillance,58864395,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"activ_sars2_vcf,run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX14465548,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Intercontinental Airport,20210405_34,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210405_IA,SRP354595,2408,24,raw wastewater,composite,yes,SARS-CoV-209,Houston Water,IA,membrane filtration with addition of mgcl209,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328713,WGS,303,102812725,PRJNA796340,SAMN24849769,SARS-CoV-2: wastewater surveillance,49253863,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"run.zq,activ_sars2_vcf,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX14465545,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Park Ten,20210405_13,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_PT,SRP354595,5497,24,raw wastewater,composite,yes,SARS-CoV-188,Houston Water,PT,membrane filtration with addition of mgcl188,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328714,WGS,310,130994510,PRJNA796340,SAMN24849770,SARS-CoV-2: wastewater surveillance,66479121,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX14465544,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Turkey Creek,20210405_14,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_TC,SRP354595,59188,24,raw wastewater,composite,yes,SARS-CoV-189,Houston Water,TC,membrane filtration with addition of mgcl189,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328715,WGS,304,113342274,PRJNA796340,SAMN24849771,SARS-CoV-2: wastewater surveillance,55578144,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"run.zq,fastq,activ_sars2_vcf,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX14465543,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Westway,20210405_15,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_WW,SRP354595,3623,24,raw wastewater,composite,yes,SARS-CoV-190,Houston Water,WW,membrane filtration with addition of mgcl190,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328721,WGS,310,112752643,PRJNA796340,SAMN24849767,SARS-CoV-2: wastewater surveillance,57386425,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX14465537,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Northgate,20210405_11,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:19:00Z,1,20210405_NG,SRP354595,19867,24,raw wastewater,composite,yes,SARS-CoV-186,Houston Water,NG,membrane filtration with addition of mgcl186,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328722,WGS,307,125220874,PRJNA796340,SAMN24849758,SARS-CoV-2: wastewater surveillance,60095341,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"fastq,sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX14465536,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Homestead,20210405_2,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210405_HO,SRP354595,9375,24,raw wastewater,composite,yes,SARS-CoV-177,Houston Water,HO,membrane filtration with addition of mgcl177,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328723,WGS,297,96923112,PRJNA796340,SAMN24849757,SARS-CoV-2: wastewater surveillance,45222332,HOUSTON_WBE_SARS-COV-2,2021-04-05T00:00:00Z,public,"activ_sars2_vcf,fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX14465535,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,MUD#203,20210405_1,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210405_203,SRP354595,4010,24,raw wastewater,composite,yes,SARS-CoV-176,Houston Water,203,membrane filtration with addition of mgcl176,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328789,WGS,294,156073456,PRJNA796340,SAMN24849748,SARS-CoV-2: wastewater surveillance,74024343,RICE UNIVERSITY,2021-03-29T00:00:00Z,public,"sra,fastq,activ_sars2_vcf,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX14465666,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Kingwood Central,20210329_26,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:40:00Z,1,20210329_KW,SRP354595,52055,24,raw wastewater,composite,yes,SARS-CoV-167,Houston Water,KW,membrane filtration with addition of mgcl167,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328791,WGS,291,122391462,PRJNA796340,SAMN24849750,SARS-CoV-2: wastewater surveillance,57575763,RICE UNIVERSITY,2021-03-29T00:00:00Z,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX14465664,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,WCID#111,20210329_28,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:35:00Z,1,20210329_111,SRP354595,20920,24,raw wastewater,composite,yes,SARS-CoV-169,Houston Water,111,membrane filtration with addition of mgcl169,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328794,WGS,326,40470016,PRJNA796340,SAMN24849726,SARS-CoV-2: wastewater surveillance,20405474,RICE UNIVERSITY,2021-03-29T00:00:00Z,public,"run.zq,fastq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX14465661,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,FWSD#23,20210329_4,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:35:00Z,1,20210329_23,SRP354595,40689,24,raw wastewater,composite,yes,SARS-CoV-145,Houston Water,23,membrane filtration with addition of mgcl145,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328795,WGS,295,143272375,PRJNA796340,SAMN24849753,SARS-CoV-2: wastewater surveillance,68952494,RICE UNIVERSITY,2021-03-29T00:00:00Z,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX14465660,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Almeda Sims,20210329_31,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:36:00Z,1,20210329_AS,SRP354595,117968,24,raw wastewater,composite,yes,SARS-CoV-172,Houston Water,AS,membrane filtration with addition of mgcl172,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328796,WGS,294,153151348,PRJNA796340,SAMN24849754,SARS-CoV-2: wastewater surveillance,72972475,RICE UNIVERSITY,2021-03-29T00:00:00Z,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX14465659,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Kingwood West,20210329_32,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:35:00Z,1,20210329_KWW,SRP354595,2589,24,raw wastewater,composite,yes,SARS-CoV-173,Houston Water,KWW,membrane filtration with addition of mgcl173,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328797,WGS,283,7217048,PRJNA796340,SAMN24849755,SARS-CoV-2: wastewater surveillance,3494533,RICE UNIVERSITY,2021-03-29T00:00:00Z,public,"run.zq,sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX14465658,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Metro Central,20210329_33,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:35:00Z,1,20210329_MC,SRP354595,20161,24,raw wastewater,composite,yes,SARS-CoV-174,Houston Water,MC,membrane filtration with addition of mgcl174,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328798,WGS,274,822,PRJNA796340,SAMN24849756,SARS-CoV-2: wastewater surveillance,82093,RICE UNIVERSITY,2021-03-29T00:00:00Z,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX14465657,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Tidwell Timbers,20210329_34,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:34:00Z,1,20210329_TT,SRP354595,1133,24,raw wastewater,composite,yes,SARS-CoV-175,Houston Water,TT,membrane filtration with addition of mgcl175,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
