Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,SAMPLE_NUMBER
SRR14530768,Targeted-Capture,302,1227965522,PRJNA729801,SAMN19167895,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",386801275,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-25,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875570,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_8_25_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_8_25_2020,SRP319776,7
SRR14530769,RNA-Seq,302,1273072242,PRJNA729801,SAMN19167948,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",451294504,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-27,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875569,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_10_27_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_10_27_2020_INF_unenriched,SRP319776,60
SRR14530770,RNA-Seq,302,1313924688,PRJNA729801,SAMN19167947,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",461743637,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-20,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875568,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_10_20_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_10_20_2020_INF_unenriched,SRP319776,59
SRR14530771,RNA-Seq,302,658109340,PRJNA729801,SAMN19167946,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",224672052,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-13,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875567,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_10_13_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_10_13_2020_INF_unenriched,SRP319776,58
SRR14530772,RNA-Seq,302,1387753118,PRJNA729801,SAMN19167945,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",485606526,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-02,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875566,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_10_02_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_10_02_2020_INF_unenriched,SRP319776,57
SRR14530773,Targeted-Capture,302,487938078,PRJNA729801,SAMN19167944,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",159004391,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-30,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875565,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_9_30_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_9_30_2020,SRP319776,56
SRR14530774,Targeted-Capture,302,1352418514,PRJNA729801,SAMN19167943,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",438075353,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-16,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875564,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_9_16_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_9_16_2020,SRP319776,55
SRR14530775,Targeted-Capture,302,1068566902,PRJNA729801,SAMN19167942,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",344927741,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875563,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_9_09_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_9_09_2020,SRP319776,54
SRR14530776,Targeted-Capture,302,976651692,PRJNA729801,SAMN19167941,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",319509428,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-02,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875562,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_9_02_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_9_02_2020,SRP319776,53
SRR14530777,Targeted-Capture,302,1327297550,PRJNA729801,SAMN19167940,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",426913198,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-26,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875561,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_8_26_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_8_26_2020,SRP319776,52
SRR14530778,Targeted-Capture,302,1000403992,PRJNA729801,SAMN19167939,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",327836386,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-19,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875560,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_8_19_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_8_19_2020,SRP319776,51
SRR14530779,Targeted-Capture,302,1150784590,PRJNA729801,SAMN19167894,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",375350821,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-18,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875559,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_8_18_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_8_18_2020,SRP319776,6
SRR14530780,Targeted-Capture,302,1523666104,PRJNA729801,SAMN19167938,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",487171461,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-12,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875558,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_8_12_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_8_12_2020,SRP319776,50
SRR14530781,Targeted-Capture,302,1688925034,PRJNA729801,SAMN19167937,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",539663069,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-28,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875557,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_10_28_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_10_28_2020,SRP319776,49
SRR14530782,Targeted-Capture,302,763990842,PRJNA729801,SAMN19167936,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",248174145,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-21,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875556,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_10_21_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_10_21_2020,SRP319776,48
SRR14530783,Targeted-Capture,302,1130403516,PRJNA729801,SAMN19167935,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",362555984,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-14,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875555,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_10_14_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_10_14_2020,SRP319776,47
SRR14530784,Targeted-Capture,302,1999366236,PRJNA729801,SAMN19167934,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",648245150,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-07,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875554,USA,North America,USA: California,Illumina NovaSeq 6000,34.033844 N 118.023501 W,SJ_10_07_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SJ_10_07_2020,SRP319776,46
SRR14530785,Targeted-Capture,302,2450405350,PRJNA729801,SAMN19167933,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",779066347,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-24,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875553,USA,North America,USA: California,Illumina NovaSeq 6000,32.543403 N 117.067960 W,SB_9_24_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SB_9_24_2020,SRP319776,45
SRR14530786,Targeted-Capture,302,772062094,PRJNA729801,SAMN19167932,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",250631102,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-10,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875552,USA,North America,USA: California,Illumina NovaSeq 6000,32.543403 N 117.067960 W,SB_9_10_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SB_9_10_2020,SRP319776,44
SRR14530787,Targeted-Capture,302,1388267726,PRJNA729801,SAMN19167931,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",447024577,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-27,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875551,USA,North America,USA: California,Illumina NovaSeq 6000,32.543403 N 117.067960 W,SB_8_27_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SB_8_27_2020,SRP319776,43
SRR14530788,Targeted-Capture,302,621232422,PRJNA729801,SAMN19167930,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",200636871,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-13,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875550,USA,North America,USA: California,Illumina NovaSeq 6000,32.543403 N 117.067960 W,SB_8_13_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SB_8_13_2020,SRP319776,42
SRR14530789,Targeted-Capture,302,994754780,PRJNA729801,SAMN19167929,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",322043570,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-22,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875549,USA,North America,USA: California,Illumina NovaSeq 6000,32.543403 N 117.067960 W,SB_10_22_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,SB_10_22_2020,SRP319776,41
SRR14530790,Targeted-Capture,302,574333936,PRJNA729801,SAMN19167893,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",186105546,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875548,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_8_11_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_8_11_2020,SRP319776,5
SRR14530791,Targeted-Capture,302,1880751206,PRJNA729801,SAMN19167928,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",638658376,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-24,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875547,USA,North America,USA: California,Illumina NovaSeq 6000,32.679592 N 117.246719 W,PL_9_24_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,PL_9_24_2020,SRP319776,40
SRR14530792,Targeted-Capture,302,988196548,PRJNA729801,SAMN19167927,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",317268277,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-10,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875546,USA,North America,USA: California,Illumina NovaSeq 6000,32.679592 N 117.246719 W,PL_9_10_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,PL_9_10_2020,SRP319776,39
SRR14530793,Targeted-Capture,302,553517378,PRJNA729801,SAMN19167926,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",181433627,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-27,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875545,USA,North America,USA: California,Illumina NovaSeq 6000,32.679592 N 117.246719 W,PL_8_27_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,PL_8_27_2020,SRP319776,38
SRR14530794,Targeted-Capture,302,1081855808,PRJNA729801,SAMN19167925,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",361301367,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-13,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875544,USA,North America,USA: California,Illumina NovaSeq 6000,32.679592 N 117.246719 W,PL_8_13_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,PL_8_13_2020,SRP319776,37
SRR14530795,Targeted-Capture,302,604227406,PRJNA729801,SAMN19167924,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",202999247,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-22,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875543,USA,North America,USA: California,Illumina NovaSeq 6000,32.679592 N 117.246719 W,PL_10_22_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,PL_10_22_2020,SRP319776,36
SRR14530796,Targeted-Capture,302,753539528,PRJNA729801,SAMN19167923,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",253636515,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-30,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875542,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_30_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_30_2020,SRP319776,35
SRR14530797,Targeted-Capture,302,1092719956,PRJNA729801,SAMN19167922,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",370102177,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-23,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875541,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_23_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_23_2020,SRP319776,34
SRR14530798,Targeted-Capture,302,689445766,PRJNA729801,SAMN19167921,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",221342798,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-16,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875540,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_16_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_16_2020,SRP319776,33
SRR14530799,Targeted-Capture,302,1676585012,PRJNA729801,SAMN19167920,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",545177962,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-03,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875539,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_03_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_03_2020,SRP319776,32
SRR14530800,Targeted-Capture,302,953196560,PRJNA729801,SAMN19167919,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",307627241,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-02,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875538,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_02_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_02_2020,SRP319776,31
SRR14530801,Targeted-Capture,302,1050249092,PRJNA729801,SAMN19167892,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",338432996,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-27,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875537,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_10_27_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_10_27_2020,SRP319776,4
SRR14530802,Targeted-Capture,302,441728454,PRJNA729801,SAMN19167918,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",147104466,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-26,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875536,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_8_26_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_8_26_2020,SRP319776,30
SRR14530803,Targeted-Capture,302,721697856,PRJNA729801,SAMN19167917,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",239127300,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-19,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875535,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_8_19_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_8_19_2020,SRP319776,29
SRR14530804,Targeted-Capture,302,1884962294,PRJNA729801,SAMN19167916,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",636114062,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-12,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875534,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_8_12_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_8_12_2020,SRP319776,28
SRR14530805,Targeted-Capture,302,1013492672,PRJNA729801,SAMN19167915,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",329571600,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-07,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875533,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_10_07_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_10_07_2020,SRP319776,27
SRR14530806,Targeted-Capture,302,681947710,PRJNA729801,SAMN19167914,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",219347826,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875532,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_9_11_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_9_11_2020,SRP319776,26
SRR14530807,Targeted-Capture,302,1301235856,PRJNA729801,SAMN19167913,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",416202094,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-28,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875531,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_8_28_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_8_28_2020,SRP319776,25
SRR14530808,Targeted-Capture,302,1706350434,PRJNA729801,SAMN19167912,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",548987851,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-14,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875530,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_8_14_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_8_14_2020,SRP319776,24
SRR14530809,Targeted-Capture,302,1185391676,PRJNA729801,SAMN19167911,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",381538669,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-23,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875529,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_10_23_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_10_23_2020,SRP319776,23
SRR14530810,Targeted-Capture,302,372063094,PRJNA729801,SAMN19167910,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",124601743,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875528,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_10_09_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_10_09_2020,SRP319776,22
SRR14530811,Targeted-Capture,302,1151031324,PRJNA729801,SAMN19167909,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",379423324,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-22,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875527,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_9_22_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_9_22_2020,SRP319776,21
SRR14530812,Targeted-Capture,302,934457158,PRJNA729801,SAMN19167891,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",299178956,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-20,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875526,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_10_20_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_10_20_2020,SRP319776,3
SRR14530813,Targeted-Capture,302,1202289180,PRJNA729801,SAMN19167908,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",383238033,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-15,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875525,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_9_15_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_9_15_2020,SRP319776,20
SRR14530814,Targeted-Capture,302,1066348108,PRJNA729801,SAMN19167907,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",344033319,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-08,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875524,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_9_08_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_9_08_2020,SRP319776,19
