Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR23702805,AMPLICON,294,498727186,PRJNA941107,SAMN33590026,SARS-CoV-2: wastewater surveillance,120205462,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/15/21,2021-06-15,public,"run.zq,sra,activ_sars2_vcf,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19564540,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-0232,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-0232,21-0232,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702806,AMPLICON,294,96780488,PRJNA941107,SAMN33590025,SARS-CoV-2: wastewater surveillance,23659712,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/15/21,2021-06-15,public,"run.zq,bam,sra,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564539,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-0231,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0231,21-0231,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702807,AMPLICON,293,480492266,PRJNA941107,SAMN33589998,SARS-CoV-2: wastewater surveillance,115220401,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,4/13/21,2021-04-13,public,"bam,run.zq,activ_sars2_vcf,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564538,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Kwanobuhle Waterwaste\, NELSON MANDELA BAY METRO\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0142,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0142,21-0142,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702808,AMPLICON,293,132909460,PRJNA941107,SAMN33590024,SARS-CoV-2: wastewater surveillance,33496843,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/7/21,2021-06-07,public,"bam,run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564537,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Borcheds Quarry Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-0228,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0228,21-0228,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702809,AMPLICON,291,255639430,PRJNA941107,SAMN33590023,SARS-CoV-2: wastewater surveillance,68849963,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/7/21,2021-06-07,public,"run.zq,bam,sra,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19564508,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-0227,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0227,21-0227,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702810,AMPLICON,266,761539,PRJNA941107,SAMN33590195,SARS-CoV-2: wastewater surveillance,446774,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"run.zq,bam,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX19564535,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-238,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-238,21-238,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702811,AMPLICON,293,425646481,PRJNA941107,SAMN33590015,SARS-CoV-2: wastewater surveillance,102452704,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/31/21,2021-05-31,public,"bam,run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564534,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-021,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-021,21-021,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702812,AMPLICON,294,84709574,PRJNA941107,SAMN33589997,SARS-CoV-2: wastewater surveillance,21251621,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,4/6/21,2021-04-06,public,"activ_sars2_vcf,run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564533,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0134,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0134,21-0134,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702813,AMPLICON,275,1236882,PRJNA941107,SAMN33590194,SARS-CoV-2: wastewater surveillance,591395,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX19564532,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-237,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-237,21-237,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702814,AMPLICON,273,2784923,PRJNA941107,SAMN33590193,SARS-CoV-2: wastewater surveillance,1028244,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX19564531,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-236,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-236,21-236,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702815,AMPLICON,277,5333715,PRJNA941107,SAMN33590192,SARS-CoV-2: wastewater surveillance,1758549,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX19564530,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-235,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-235,21-235,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702816,AMPLICON,274,4872609,PRJNA941107,SAMN33590191,SARS-CoV-2: wastewater surveillance,1606214,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/18/21,2021-10-18,public,"run.zq,sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19564529,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-225,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-225,21-225,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702817,AMPLICON,290,239725667,PRJNA941107,SAMN33590190,SARS-CoV-2: wastewater surveillance,52702912,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/18/21,2021-10-18,public,"activ_sars2_vcf,run.zq,bam,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX19564528,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-224,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-224,21-224,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702818,AMPLICON,291,26115079,PRJNA941107,SAMN33590189,SARS-CoV-2: wastewater surveillance,5843316,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/18/21,2021-10-18,public,"sra,run.zq,activ_sars2_vcf,bam","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19564527,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-223,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-223,21-223,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702819,AMPLICON,291,39999467,PRJNA941107,SAMN33590188,SARS-CoV-2: wastewater surveillance,9094740,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/11/21,2021-10-11,public,"sra,bam,run.zq,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19564526,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-222,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-222,21-222,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702820,AMPLICON,292,195231888,PRJNA941107,SAMN33590187,SARS-CoV-2: wastewater surveillance,35584750,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/19/21,2021-10-19,public,"bam,run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19564525,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-221,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-221,21-221,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702821,AMPLICON,279,5562244,PRJNA941107,SAMN33590186,SARS-CoV-2: wastewater surveillance,1824095,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/19/21,2021-10-19,public,"sra,bam,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX19564524,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-220,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-220,21-220,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702822,AMPLICON,277,5985250,PRJNA941107,SAMN33590185,SARS-CoV-2: wastewater surveillance,1930675,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/19/21,2021-10-19,public,"sra,bam,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX19564523,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-219,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-219,21-219,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702823,AMPLICON,283,7436101,PRJNA941107,SAMN33590014,SARS-CoV-2: wastewater surveillance,2362035,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/24/21,2021-05-24,public,"sra,bam,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX19564522,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-0206,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0206,21-0206,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702824,AMPLICON,291,560717644,PRJNA941107,SAMN33590184,SARS-CoV-2: wastewater surveillance,118997765,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/18/21,2021-10-18,public,"run.zq,sra,activ_sars2_vcf,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564521,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-218,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-218,21-218,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702825,AMPLICON,292,32014739,PRJNA941107,SAMN33590183,SARS-CoV-2: wastewater surveillance,6798669,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/12/21,2021-10-12,public,"run.zq,bam,sra,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19564520,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-213,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-213,21-213,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702826,AMPLICON,280,2432519,PRJNA941107,SAMN33590182,SARS-CoV-2: wastewater surveillance,960600,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/12/21,2021-10-12,public,"bam,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19564519,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-212,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-212,21-212,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702827,AMPLICON,279,1135963,PRJNA941107,SAMN33590181,SARS-CoV-2: wastewater surveillance,555188,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/12/21,2021-10-12,public,"bam,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19564518,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-211,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-211,21-211,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702828,AMPLICON,291,36667223,PRJNA941107,SAMN33590180,SARS-CoV-2: wastewater surveillance,6986133,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/12/21,2021-10-12,public,"sra,bam,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564517,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-210,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-210,21-210,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702829,AMPLICON,290,2619331,PRJNA941107,SAMN33590179,SARS-CoV-2: wastewater surveillance,711771,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/11/21,2021-10-11,public,"sra,run.zq,activ_sars2_vcf,bam","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX19564516,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-209,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-209,21-209,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702830,AMPLICON,267,130162901,PRJNA941107,SAMN33590178,SARS-CoV-2: wastewater surveillance,18874068,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/11/21,2021-10-11,public,"activ_sars2_vcf,sra,run.zq,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564515,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-208,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-208,21-208,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702831,AMPLICON,269,55181170,PRJNA941107,SAMN33590177,SARS-CoV-2: wastewater surveillance,8101081,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/12/21,2021-10-12,public,"sra,activ_sars2_vcf,run.zq,bam","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX19564514,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-207,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-207,21-207,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702832,AMPLICON,271,152554784,PRJNA941107,SAMN33590176,SARS-CoV-2: wastewater surveillance,22509338,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/11/21,2021-10-11,public,"run.zq,bam,activ_sars2_vcf,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564513,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-206,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-206,21-206,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702833,AMPLICON,268,199479331,PRJNA941107,SAMN33590175,SARS-CoV-2: wastewater surveillance,30394260,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/5/21,2021-10-05,public,"run.zq,activ_sars2_vcf,bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19564512,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-204,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-204,21-204,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702834,AMPLICON,293,501261541,PRJNA941107,SAMN33590013,SARS-CoV-2: wastewater surveillance,115729944,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/24/21,2021-05-24,public,"sra,activ_sars2_vcf,bam,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19564511,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0205,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-0205,21-0205,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702835,AMPLICON,271,275469477,PRJNA941107,SAMN33590174,SARS-CoV-2: wastewater surveillance,39192009,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/5/21,2021-10-05,public,"run.zq,bam,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX19564510,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-203,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-203,21-203,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702836,AMPLICON,260,1717723,PRJNA941107,SAMN33590173,SARS-CoV-2: wastewater surveillance,494597,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/5/21,2021-10-05,public,"run.zq,activ_sars2_vcf,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX19564509,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-202,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-202,21-202,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702837,AMPLICON,154,168958,PRJNA941107,SAMN33590172,SARS-CoV-2: wastewater surveillance,271083,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/5/21,2021-10-05,public,"bam,sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX19564480,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-201,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-201,21-201,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702838,AMPLICON,293,87653277,PRJNA941107,SAMN33590022,SARS-CoV-2: wastewater surveillance,22223825,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/8/21,2021-06-08,public,"activ_sars2_vcf,run.zq,sra,bam","ncbi,gs,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX19564507,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Kwanobuhle Waterwaste\, NELSON MANDELA BAY METRO\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0226,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0226,21-0226,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702839,AMPLICON,294,45072190,PRJNA941107,SAMN33590021,SARS-CoV-2: wastewater surveillance,11485618,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/8/21,2021-06-08,public,"run.zq,activ_sars2_vcf,sra,bam","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19564506,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Brickfield Pretreatment\, NELSON MANDELA BAY METRO\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0225,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0225,21-0225,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702840,AMPLICON,293,30398343,PRJNA941107,SAMN33590020,SARS-CoV-2: wastewater surveillance,7637468,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/8/21,2021-06-08,public,"activ_sars2_vcf,run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX19564505,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-0224,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0224,21-0224,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
