Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR14276263,AMPLICON,302,6226692776,PRJNA720687,SAMN18676741,Pathogen.env,2638005817,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637553,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-19-20-B1/2020,environmental,not collected,NP_035,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:59:00Z,1,NP-Inf-06-19-20-B1,SRP315405
SRR14276264,AMPLICON,302,6783955860,PRJNA720687,SAMN18676740,Pathogen.env,2934783683,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX10637552,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-19-20-A2/2020,environmental,not collected,NP_034,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:38:00Z,1,NP-Inf-06-19-20-A2,SRP315405
SRR14276265,AMPLICON,302,1921574358,PRJNA720687,SAMN18676739,Pathogen.env,822606975,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX10637551,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-19-20-A1/2020,environmental,not collected,NP_033,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:26:00Z,1,NP-Inf-06-19-20-A1,SRP315405
SRR14276266,AMPLICON,302,66548720,PRJNA720687,SAMN18676738,Pathogen.env,37252894,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"sra,run.zq,fastq,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX10637550,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-Inf-06-19-20-A1_miseq/2020,environmental,not collected,NP_032,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:22:00Z,1,NP-Inf-06-19-20-A1_miseq,SRP315405
SRR14276267,AMPLICON,302,2015227578,PRJNA720687,SAMN18676737,Pathogen.env,867998847,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX10637549,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-Inf-06-18-20-A_miseq/2020,environmental,not collected,NP_031,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:28:00Z,1,NP-Inf-06-18-20-A_miseq,SRP315405
SRR14276268,AMPLICON,302,2242040148,PRJNA720687,SAMN18676710,Pathogen.env,972831639,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10637548,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-48StPS-06-19-20-A/2020,environmental,not collected,NP_004,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:30:00Z,1,NP-48StPS-06-19-20-A,SRP315405
SRR14276269,AMPLICON,302,6017461438,PRJNA720687,SAMN18676736,Pathogen.env,2430416722,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-17,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637547,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-B2/2020,environmental,not collected,NP_030,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:42:00Z,1,NP-Inf-06-17-20-B2,SRP315405
SRR14276270,AMPLICON,302,7535658926,PRJNA720687,SAMN18676735,Pathogen.env,3125681648,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-17,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637546,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-B1/2020,environmental,not collected,NP_029,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:34:00Z,1,NP-Inf-06-17-20-B1,SRP315405
SRR14276271,AMPLICON,302,6988726054,PRJNA720687,SAMN18676734,Pathogen.env,3025328294,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-17,public,"run.zq,activ_sars2_vcf,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX10637545,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-A2/2020,environmental,not collected,NP_028,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:35:00Z,1,NP-Inf-06-17-20-A2,SRP315405
SRR14276272,AMPLICON,302,1929993816,PRJNA720687,SAMN18676733,Pathogen.env,816079152,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-17,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637544,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-A1/2020,environmental,not collected,NP_027,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:28:00Z,1,NP-Inf-06-17-20-A1,SRP315405
SRR14276273,AMPLICON,302,56030966,PRJNA720687,SAMN18676732,Pathogen.env,30800142,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-17,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637543,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-Inf-06-17-20-A1_miseq/2020,environmental,not collected,NP_026,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:25:00Z,1,NP-Inf-06-17-20-A1_miseq,SRP315405
SRR14276274,AMPLICON,302,1493351646,PRJNA720687,SAMN18676731,Pathogen.env,650097828,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-12,public,"activ_sars2_vcf,sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX10637542,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-12-20-B/2020,environmental,not collected,NP_025,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:28:00Z,1,NP-Inf-06-12-20-B,SRP315405
SRR14276275,AMPLICON,302,45554888,PRJNA720687,SAMN18676730,Pathogen.env,25934249,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-12,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX10637541,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-Inf-06-12-20-B_miseq/2020,environmental,not collected,NP_024,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:26:00Z,1,NP-Inf-06-12-20-B_miseq,SRP315405
SRR14276276,AMPLICON,302,1875001730,PRJNA720687,SAMN18676729,Pathogen.env,804443552,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-11,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,s3,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX10637540,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-11-20-B/2020,environmental,not collected,NP_023,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:30:00Z,1,NP-Inf-06-11-20-B,SRP315405
SRR14276277,AMPLICON,302,52609004,PRJNA720687,SAMN18676728,Pathogen.env,29094101,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-11,public,"fastq,run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX10637539,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-Inf-06-11-20-B_miseq/2020,environmental,not collected,NP_022,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:26:00Z,1,NP-Inf-06-11-20-B_miseq,SRP315405
SRR14276278,AMPLICON,302,1869176452,PRJNA720687,SAMN18676727,Pathogen.env,821033808,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-10,public,"fastq,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX10637538,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-06-10-20-B/2020,environmental,not collected,NP_021,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:30:00Z,1,NP-Inf-06-10-20-B,SRP315405
SRR14276279,AMPLICON,302,71171736,PRJNA720687,SAMN18676709,Pathogen.env,40222188,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637537,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-48StPS-06-19-20-A_miseq/2020,environmental,not collected,NP_003,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:26:00Z,1,NP-48StPS-06-19-20-A_miseq,SRP315405
SRR14276280,AMPLICON,302,56753048,PRJNA720687,SAMN18676726,Pathogen.env,32554027,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-10,public,"fastq,activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX10637536,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-Inf-06-10-20-B_miseq/2020,environmental,not collected,NP_020,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:26:00Z,1,NP-Inf-06-10-20-B_miseq,SRP315405
SRR14276281,AMPLICON,302,66052836,PRJNA720687,SAMN18676725,Pathogen.env,37431042,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637535,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-BigCreekPS-06-19-20-A/2020,environmental,not collected,NP_019,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:26:00Z,1,NP-BigCreekPS-06-19-20-A,SRP315405
SRR14276282,AMPLICON,302,2012566656,PRJNA720687,SAMN18676724,Pathogen.env,861510129,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10637534,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-BigCreekPS-06-19-20-A_miseq/2020,environmental,not collected,NP_018,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:31:00Z,1,NP-BigCreekPS-06-19-20-A_miseq,SRP315405
SRR14276283,AMPLICON,302,8843989668,PRJNA720687,SAMN18676723,Pathogen.env,3768968175,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637533,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-BigCreek-06-19-20-B/2020,environmental,not collected,NP_017,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:52:00Z,1,NP-BigCreek-06-19-20-B,SRP315405
SRR14276284,AMPLICON,302,5434232998,PRJNA720687,SAMN18676722,Pathogen.env,2385513060,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637532,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-BigCreek-06-19-20-B2/2020,environmental,not collected,NP_016,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:39:00Z,1,NP-BigCreek-06-19-20-B2,SRP315405
SRR14276285,AMPLICON,302,60252020,PRJNA720687,SAMN18676721,Pathogen.env,33624485,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX10637531,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-BayfronttPS-06-19-20-A/2020,environmental,not collected,NP_015,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:27:00Z,1,NP-BayfronttPS-06-19-20-A,SRP315405
SRR14276286,AMPLICON,302,1778393742,PRJNA720687,SAMN18676720,Pathogen.env,767535136,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637530,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-BayfronttPS-06-19-20-A_miseq/2020,environmental,not collected,NP_014,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:30:00Z,1,NP-BayfronttPS-06-19-20-A_miseq,SRP315405
SRR14276287,AMPLICON,302,7076193408,PRJNA720687,SAMN18676719,Pathogen.env,2990748264,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX10637529,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Bayfront-07-09-20-B2/2020,environmental,not collected,NP_013,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:42:00Z,1,NP-Bayfront-07-09-20-B2,SRP315405
SRR14276288,AMPLICON,302,1515192890,PRJNA720687,SAMN18676822,Pathogen.env,643690229,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637528,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-SanoBayOWW-06-18-20-A/2020,environmental,not collected,NP_116,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:30:00Z,1,NP-SanoBayOWW-06-18-20-A,SRP315405
SRR14276289,AMPLICON,302,52774198,PRJNA720687,SAMN18676821,Pathogen.env,29023335,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637527,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-SanoBayOWW-06-18-20-A_miseq/2020,environmental,not collected,NP_115,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:27:00Z,1,NP-SanoBayOWW-06-18-20-A_miseq,SRP315405
SRR14276290,AMPLICON,302,1088614266,PRJNA720687,SAMN18676820,Pathogen.env,442295150,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637526,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-San-Bay-O-07-09-20-A/2020,environmental,not collected,NP_114,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:29:00Z,1,NP-San-Bay-O-07-09-20-A,SRP315405
SRR14276291,AMPLICON,302,8890094196,PRJNA720687,SAMN18676819,Pathogen.env,3720398653,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-08,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10637525,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-San-Bay-O-07-08-20-A2/2020,environmental,not collected,NP_113,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T23:50:00Z,1,NP-San-Bay-O-07-08-20-A2,SRP315405
SRR14276292,AMPLICON,302,1035983216,PRJNA720687,SAMN18676818,Pathogen.env,423173600,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-08,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637524,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-San-Bay-O-07-08-20-A1/2020,environmental,not collected,NP_112,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:30:00Z,1,NP-San-Bay-O-07-08-20-A1,SRP315405
SRR14276293,AMPLICON,302,1866594352,PRJNA720687,SAMN18676817,Pathogen.env,799426505,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637523,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-ParkStPS-06-19-20-A/2020,environmental,not collected,NP_111,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:31:00Z,1,NP-ParkStPS-06-19-20-A,SRP315405
SRR14276294,AMPLICON,302,5610685256,PRJNA720687,SAMN18676718,Pathogen.env,2377747225,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637522,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Bayfront-07-09-20-B1/2020,environmental,not collected,NP_012,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T23:06:00Z,1,NP-Bayfront-07-09-20-B1,SRP315405
SRR14276295,AMPLICON,302,54822060,PRJNA720687,SAMN18676816,Pathogen.env,30319713,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637521,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-ParkStPS-06-19-20-A_miseq/2020,environmental,not collected,NP_110,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:28:00Z,1,NP-ParkStPS-06-19-20-A_miseq,SRP315405
SRR14276296,AMPLICON,302,2115098072,PRJNA720687,SAMN18676815,Pathogen.env,916403078,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"run.zq,fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX10637520,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-19-20-A1/2020,environmental,not collected,NP_109,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:33:00Z,1,NP-NyeBeachWW-06-19-20-A1,SRP315405
SRR14276297,AMPLICON,302,71734966,PRJNA720687,SAMN18676814,Pathogen.env,40392290,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"activ_sars2_vcf,fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX10637519,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-19-20-A1_miseq/2020,environmental,not collected,NP_108,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:29:00Z,1,NP-NyeBeachWW-06-19-20-A1_miseq,SRP315405
SRR14276298,AMPLICON,302,1958268264,PRJNA720687,SAMN18676813,Pathogen.env,852801348,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637518,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-18-20-A/2020,environmental,not collected,NP_107,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:33:00Z,1,NP-NyeBeachWW-06-18-20-A,SRP315405
SRR14276299,AMPLICON,302,68527122,PRJNA720687,SAMN18676812,Pathogen.env,38380336,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10637517,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-NyeBeachWW-06-18-20-A_miseq/2020,environmental,not collected,NP_106,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:29:00Z,1,NP-NyeBeachWW-06-18-20-A_miseq,SRP315405
SRR14276300,AMPLICON,302,7291611518,PRJNA720687,SAMN18676811,Pathogen.env,3100971532,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-08,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX10637516,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeach-07-08-20-B2/2020,environmental,not collected,NP_105,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:56:00Z,1,NP-NyeBeach-07-08-20-B2,SRP315405
SRR14276301,AMPLICON,302,5800800296,PRJNA720687,SAMN18676810,Pathogen.env,2454795210,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-08,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637515,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeach-07-08-20-B1/2020,environmental,not collected,NP_104,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:50:00Z,1,NP-NyeBeach-07-08-20-B1,SRP315405
SRR14276302,AMPLICON,302,7468653280,PRJNA720687,SAMN18676809,Pathogen.env,3172878800,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-08,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637514,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeach-07-08-20-A2/2020,environmental,not collected,NP_103,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:48:00Z,1,NP-NyeBeach-07-08-20-A2,SRP315405
SRR14276303,AMPLICON,302,820285756,PRJNA720687,SAMN18676808,Pathogen.env,345559295,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-08,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637513,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeach-07-08-20-A1/2020,environmental,not collected,NP_102,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:31:00Z,1,NP-NyeBeach-07-08-20-A1,SRP315405
SRR14276304,AMPLICON,302,8049833556,PRJNA720687,SAMN18676807,Pathogen.env,3423589348,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"sra,activ_sars2_vcf,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX10637512,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeach-06-19-20-B2/2020,environmental,not collected,NP_101,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T23:17:00Z,1,NP-NyeBeach-06-19-20-B2,SRP315405
