Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,collected_by (run),collection_date (run),geo_loc_name (run),isolation_source (run),organism (run),ww_population (run),ww_population,ww_sample_duration (run),ww_sample_duration,ww_sample_matrix (run),ww_sample_matrix,ww_sample_type (run),ww_sample_type,ww_surv_target_1_known_present (run),ww_surv_target_1_known_present,ww_surv_target_1 (run),ww_surv_target_1,sequenced_by,wwtp,design_description,filename2,filename,filetype,INSTRUMENT_MODEL,Library_ID,library_layout,library_selection,library_source,library_strategy,platform,Title,Isolate,Lat_Lon,STRAIN,passage_history
SRR18583128,AMPLICON,602,79847474,PRJNA715712,SAMN27252842,SARS-CoV-2: wastewater surveillance,36745466,THE NEW SCHOOL,NY DEP,2022-02-07,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14712089,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-02-07-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-02-07,SRP311364,NYC DEP,2022-02-07,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583129,AMPLICON,602,93619428,PRJNA715712,SAMN27252841,SARS-CoV-2: wastewater surveillance,50960087,THE NEW SCHOOL,NY DEP,2022-02-28,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14712088,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-02-28-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-02-28,SRP311364,NYC DEP,2022-02-28,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583130,AMPLICON,602,102276188,PRJNA715712,SAMN27252840,SARS-CoV-2: wastewater surveillance,48691882,THE NEW SCHOOL,NY DEP,2022-02-14,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712087,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-02-14-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-02-14,SRP311364,NYC DEP,2022-02-14,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583131,AMPLICON,602,84410032,PRJNA715712,SAMN27252839,SARS-CoV-2: wastewater surveillance,36477079,THE NEW SCHOOL,NY DEP,2021-12-06,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14712086,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-12-06-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-12-06,SRP311364,NYC DEP,2021-12-06,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583132,AMPLICON,602,91286678,PRJNA715712,SAMN27252838,SARS-CoV-2: wastewater surveillance,40318523,THE NEW SCHOOL,NY DEP,2021-12-27,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14712085,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-12-27-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-12-27,SRP311364,NYC DEP,2021-12-27,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583133,AMPLICON,602,98178374,PRJNA715712,SAMN27252837,SARS-CoV-2: wastewater surveillance,45027317,THE NEW SCHOOL,NY DEP,2021-12-13,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712084,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-12-13-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-12-13,SRP311364,NYC DEP,2021-12-13,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583134,AMPLICON,602,86610944,PRJNA715712,SAMN27252836,SARS-CoV-2: wastewater surveillance,43423773,THE NEW SCHOOL,NY DEP,2021-11-08,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14712083,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-08-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-08,SRP311364,NYC DEP,2021-11-08,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583135,AMPLICON,602,114408896,PRJNA715712,SAMN27252786,SARS-CoV-2: wastewater surveillance,62218335,THE NEW SCHOOL,NY DEP,2021-08-02,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712082,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-08-02-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-08-02,SRP311364,NYC DEP,2021-08-02,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583136,AMPLICON,602,84769426,PRJNA715712,SAMN27252835,SARS-CoV-2: wastewater surveillance,35998169,THE NEW SCHOOL,NY DEP,2021-11-29,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712081,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-29-Mixed-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-29,SRP311364,NYC DEP,2021-11-29,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583137,AMPLICON,602,112330190,PRJNA715712,SAMN27252835,SARS-CoV-2: wastewater surveillance,41868913,THE NEW SCHOOL,NY DEP,2021-11-29,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14712080,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-29-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-29,SRP311364,NYC DEP,2021-11-29,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583138,AMPLICON,602,124621224,PRJNA715712,SAMN27252834,SARS-CoV-2: wastewater surveillance,55062247,THE NEW SCHOOL,NY DEP,2021-11-22,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712079,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-22-Mixed-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-22,SRP311364,NYC DEP,2021-11-22,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583139,AMPLICON,602,105442708,PRJNA715712,SAMN27252834,SARS-CoV-2: wastewater surveillance,44144711,THE NEW SCHOOL,NY DEP,2021-11-22,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14712078,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-22-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-22,SRP311364,NYC DEP,2021-11-22,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583140,AMPLICON,602,90280736,PRJNA715712,SAMN27252834,SARS-CoV-2: wastewater surveillance,34308045,THE NEW SCHOOL,NY DEP,2021-11-22,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14712077,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-22-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-22,SRP311364,NYC DEP,2021-11-22,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583141,AMPLICON,602,73540320,PRJNA715712,SAMN27252833,SARS-CoV-2: wastewater surveillance,29355683,THE NEW SCHOOL,NY DEP,2021-11-15,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14712076,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-15-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-15,SRP311364,NYC DEP,2021-11-15,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583142,AMPLICON,602,85615838,PRJNA715712,SAMN27252833,SARS-CoV-2: wastewater surveillance,36924310,THE NEW SCHOOL,NY DEP,2021-11-15,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14712075,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-11-15-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-11-15,SRP311364,NYC DEP,2021-11-15,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583143,AMPLICON,602,90904408,PRJNA715712,SAMN27252832,SARS-CoV-2: wastewater surveillance,46281037,THE NEW SCHOOL,NY DEP,2021-10-04,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14712074,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-10-04-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-10-04,SRP311364,NYC DEP,2021-10-04,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583144,AMPLICON,602,91470288,PRJNA715712,SAMN27252831,SARS-CoV-2: wastewater surveillance,48467587,THE NEW SCHOOL,NY DEP,2021-10-26,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14712073,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-10-26-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-10-26,SRP311364,NYC DEP,2021-10-26,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583145,AMPLICON,602,101469508,PRJNA715712,SAMN27252830,SARS-CoV-2: wastewater surveillance,51348431,THE NEW SCHOOL,NY DEP,2021-10-18,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14712072,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-10-18-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-10-18,SRP311364,NYC DEP,2021-10-18,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583146,AMPLICON,602,97115844,PRJNA715712,SAMN27252785,SARS-CoV-2: wastewater surveillance,45153956,THE NEW SCHOOL,NY DEP,2021-08-16,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14712071,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-08-16-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-08-16,SRP311364,NYC DEP,2021-08-16,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583147,AMPLICON,602,79107014,PRJNA715712,SAMN27252830,SARS-CoV-2: wastewater surveillance,41084511,THE NEW SCHOOL,NY DEP,2021-10-18,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14712070,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-10-18-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-10-18,SRP311364,NYC DEP,2021-10-18,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583148,AMPLICON,602,96253780,PRJNA715712,SAMN27252829,SARS-CoV-2: wastewater surveillance,42384911,THE NEW SCHOOL,NY DEP,2022-01-03,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14712069,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-01-03-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-01-03,SRP311364,NYC DEP,2022-01-03,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583149,AMPLICON,602,95182822,PRJNA715712,SAMN27252828,SARS-CoV-2: wastewater surveillance,48398106,THE NEW SCHOOL,NY DEP,2022-01-25,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14712068,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-01-25-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-01-25,SRP311364,NYC DEP,2022-01-25,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583150,AMPLICON,602,94084774,PRJNA715712,SAMN27252827,SARS-CoV-2: wastewater surveillance,45651038,THE NEW SCHOOL,NY DEP,2022-01-18,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712067,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-01-18-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-01-18,SRP311364,NYC DEP,2022-01-18,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583151,AMPLICON,602,104389208,PRJNA715712,SAMN27252826,SARS-CoV-2: wastewater surveillance,58326592,THE NEW SCHOOL,NY DEP,2022-02-23,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14712066,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-02-23-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-02-23,SRP311364,NYC DEP,2022-02-23,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583152,AMPLICON,602,93362976,PRJNA715712,SAMN27252825,SARS-CoV-2: wastewater surveillance,51610388,THE NEW SCHOOL,NY DEP,2022-03-21,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14712065,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2022-03-21-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2022-03-21,SRP311364,NYC DEP,2022-03-21,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583153,AMPLICON,602,76714064,PRJNA715712,SAMN27252824,SARS-CoV-2: wastewater surveillance,37077745,THE NEW SCHOOL,NY DEP,2021-08-30,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712064,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-CI-2021-08-30-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-CI-2021-08-30,SRP311364,NYC DEP,2021-08-30,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,CI,,,,,,,,,,,,,,,,
SRR18583154,AMPLICON,602,90554646,PRJNA715712,SAMN27252823,SARS-CoV-2: wastewater surveillance,41432132,THE NEW SCHOOL,NY DEP,2021-09-20,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712063,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-BB-2021-09-20-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-BB-2021-09-20,SRP311364,NYC DEP,2021-09-20,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,BB,,,,,,,,,,,,,,,,
SRR18583155,AMPLICON,602,94441760,PRJNA715712,SAMN27252822,SARS-CoV-2: wastewater surveillance,51723585,THE NEW SCHOOL,NY DEP,2021-09-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14712062,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-BB-2021-09-01-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-BB-2021-09-01,SRP311364,NYC DEP,2021-09-01,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,BB,,,,,,,,,,,,,,,,
SRR18583156,AMPLICON,602,85113770,PRJNA715712,SAMN27252821,SARS-CoV-2: wastewater surveillance,36062442,THE NEW SCHOOL,NY DEP,2021-09-13,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712061,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-BB-2021-09-13-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-BB-2021-09-13,SRP311364,NYC DEP,2021-09-13,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,BB,,,,,,,,,,,,,,,,
SRR18583157,AMPLICON,602,101851778,PRJNA715712,SAMN27252784,SARS-CoV-2: wastewater surveillance,50589705,THE NEW SCHOOL,NY DEP,2021-07-19,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712060,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-07-19-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-07-19,SRP311364,NYC DEP,2021-07-19,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583158,AMPLICON,602,88356142,PRJNA715712,SAMN27252942,SARS-CoV-2: wastewater surveillance,38266116,THE NEW SCHOOL,NY DEP,2021-12-27,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712059,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-WI-2021-12-27-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-WI-2021-12-27,SRP311364,NYC DEP,2021-12-27,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,WI,,,,,,,,,,,,,,,,
SRR18583159,AMPLICON,602,77081886,PRJNA715712,SAMN27252941,SARS-CoV-2: wastewater surveillance,33346556,THE NEW SCHOOL,NY DEP,2021-12-13,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712058,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-WI-2021-12-13-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-WI-2021-12-13,SRP311364,NYC DEP,2021-12-13,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,WI,,,,,,,,,,,,,,,,
SRR18583161,AMPLICON,602,74882178,PRJNA715712,SAMN27252939,SARS-CoV-2: wastewater surveillance,26699784,THE NEW SCHOOL,NY DEP,2021-11-29,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712056,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-WI-2021-11-29-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-WI-2021-11-29,SRP311364,NYC DEP,2021-11-29,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,WI,,,,,,,,,,,,,,,,
SRR18583162,AMPLICON,602,113053794,PRJNA715712,SAMN27252939,SARS-CoV-2: wastewater surveillance,48589602,THE NEW SCHOOL,NY DEP,2021-11-29,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712055,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-WI-2021-11-29-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-WI-2021-11-29,SRP311364,NYC DEP,2021-11-29,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,WI,,,,,,,,,,,,,,,,
SRR18583163,AMPLICON,602,91854364,PRJNA715712,SAMN27252938,SARS-CoV-2: wastewater surveillance,37461418,THE NEW SCHOOL,NY DEP,2021-11-22,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14712054,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-WI-2021-11-22-Mixed-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-WI-2021-11-22,SRP311364,NYC DEP,2021-11-22,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,WI,,,,,,,,,,,,,,,,
SRR18583164,AMPLICON,602,79733094,PRJNA715712,SAMN27252799,SARS-CoV-2: wastewater surveillance,39836475,THE NEW SCHOOL,NY DEP,2021-10-31,public,"activ_sars2_vcf,sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712053,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-BB-2021-10-31-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-BB-2021-10-31,SRP311364,NYC DEP,2021-10-31,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,BB,,,,,,,,,,,,,,,,
